State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
Georgia,Athens,10/10/2007,TS 4010,11/1/2010,305,6.57,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.475449483,4.568452381,1.356568044,3
Georgia,Athens,10/10/2007,Attention II,11/1/2010,305,6.56,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.475449483,4.568452381,1.349790448,3
Georgia,Athens,10/10/2007,Bulldog 805,11/1/2010,305,6.82,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.475449483,4.568452381,1.526007935,3
Georgia,Athens,10/10/2007,Hybri Force 700,11/1/2010,305,6.72,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.475449483,4.568452381,1.458231979,3
Georgia,Athens,10/10/2007,Hybri Force 600,11/1/2010,305,6.63,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.475449483,4.568452381,1.397233618,3
Georgia,Athens,10/10/2007,CW 35106,11/1/2010,305,6.61,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.475449483,4.568452381,1.383678427,3
Georgia,Midville,11/1/2007,PGI 801,11/20/2008,325,5.2,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.42803744,2
Georgia,Midville,11/1/2007,Bara 503,11/20/2008,325,5.23,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.448370227,2
Georgia,Midville,11/1/2007,BaraWet 501,11/20/2008,325,4.98,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.278930335,2
Georgia,Midville,11/1/2007,Hybri Force 600,11/20/2008,325,5.19,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.421259844,2
Georgia,Midville,11/1/2007,GA-505,11/20/2008,325,5.05,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.326373505,2
Georgia,Midville,11/1/2007,Bulldog 805,11/20/2008,325,5.05,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.326373505,2
Georgia,Midville,11/1/2007,CW 36106,11/20/2008,325,4.76,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.129823231,2
Georgia,Midville,11/1/2007,Attention II,11/20/2008,325,4.95,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.258597548,2
Georgia,Midville,11/1/2007,Hybri Force 700,11/20/2008,325,4.86,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.475449483,4.568452381,0.197599188,2
Georgia,Midville,11/1/2007,GA-505,8/14/2009,226,2.4,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.469689343,1
Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,226,2.37,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.49002213,1
Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,226,2.4,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.469689343,1
Georgia,Midville,11/1/2007,Bara 503,8/14/2009,226,2.29,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.544242895,1
Georgia,Midville,11/1/2007,Hybri Force 700,8/14/2009,226,2.29,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.544242895,1
Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,226,2.33,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.517132513,1
Georgia,Midville,11/1/2007,Attention II,8/14/2009,226,2.32,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.523910108,1
Georgia,Midville,11/1/2007,CW 36106,8/14/2009,226,2.32,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.523910108,1
Georgia,Midville,11/1/2007,PGI 801,8/14/2009,226,2.27,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.475449483,4.568452381,-1.557798086,1
Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,316,3.33,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.839372947,2
Georgia,Tifton,2/21/2008,GA-505,11/11/2008,316,3.05,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-1.029145626,1
Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,316,3.17,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.947814478,2
Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,316,3.25,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.893593713,2
Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,316,3.19,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.934259286,2
Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,316,3.18,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.941036882,2
Georgia,Tifton,2/21/2008,Attention II,11/11/2008,316,3.15,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.961369669,2
Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,316,3.14,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.968147265,2
Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,316,3.06,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-1.02236803,1
Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,316,3.15,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.475449483,4.568452381,-0.961369669,2
Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,341,5.92,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.916024327,2
Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,341,5.89,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.89569154,2
Georgia,Tifton,2/21/2008,Attention II,12/7/2009,341,6.03,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.990577879,2
Georgia,Tifton,2/21/2008,GA-505,12/7/2009,341,6.02,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.983800283,2
Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,341,5.95,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.936357114,2
Georgia,Tifton,2/21/2008,TS 8031,12/7/2009,341,5.81,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.841470775,2
Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,341,5.8,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.834693179,2
Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,341,5.9,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.902469135,2
Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,341,5.97,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.949912305,2
Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,341,5.87,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.475449483,4.568452381,0.882136348,2
Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,321,4.03,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.364941252,2
Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,321,3.92,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.439494804,2
Georgia,Tifton,2/21/2008,Attention II,11/17/2010,321,3.95,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.419162017,2
Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,321,3.97,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.405606826,2
Georgia,Tifton,2/21/2008,Hybri Force 600,11/17/2010,321,4,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.385274039,2
Georgia,Tifton,2/21/2008,Hybri Force 700,11/17/2010,321,4.03,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.364941252,2
Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,321,4.06,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.344608465,2
Georgia,Tifton,2/21/2008,GA-505,11/17/2010,321,4.22,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.236166934,2
Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,321,4.38,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.127725404,2
Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,321,4.36,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.475449483,4.568452381,-0.141280595,2
