,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%)
46,839,Georgia,Lexington,3/31/2015,PGI 801,5/6/2016,206,2.01,577,84,860.16,190.9309388730669,22.88629216291427,11.6916906518152,27.921955507765,0.2350429547479199,0,1,79.91889497741005
47,1281,Kentucky,Lexington,4/5/2016,GA-505,5/15/2009,220,0.95,512,27,726.48,58.23148914859789,21.141732300641827,13.619632215154043,22.61841790757695,0.3151751922639684,0,0,100.0
48,1589,Georgia,Tifton,11/1/2007,Saranac AR,6/20/2008,213,0.24,831,114,978.54,193.88556251636584,15.421658957626956,11.317209147761666,31.18779823341861,0.13467548011120414,1,1,88.84136024297366
49,1051,Kentucky,Lexington,4/5/2016,Saranac AR,5/6/2009,116,0.64,887,38,720.92,41.1,24.161128143548364,16.778724038227892,29.448628663699303,0.3035236788034015,1,0,89.16601417614686
50,120,Kentucky,Tifton,10/10/2007,PGI 909,7/10/2018,198,0.81,200,28,996.47,79.27936045963445,26.567620293345737,17.821422574402714,31.098430485896326,0.21577262722702023,0,0,
51,1320,Kentucky,Lexington,8/9/2012,GA-505,7/8/2017,138,0.67,267,27,709.35,122.94754768577147,9.7902,15.689789019322557,21.553899888817043,0.24795867675007208,0,1,80.29715488625426
52,1215,Georgia,Lexington,8/9/2012,AM-14-900,8/13/2018,197,1.2,180,27,733.87,111.78767591771565,23.356925427129358,16.55509657078546,25.13026035949427,0.30313079161853845,0,0,56.273772823844354
53,1545,Kentucky,Tifton,2/21/2008,Buffalo,8/13/2018,131,0.47,414,187,987.55,281.55589527060835,27.48725,8.434157782521044,22.974223983309063,0.10710010019130463,0,0,
54,362,Georgia,Midville,2/21/2008,PGI 801,7/30/2008,256,0.24,89,168,1256.08,146.79446629180342,27.48725,4.0198454354530755,32.07688829081717,0.27098374663104796,0,0,76.75407575026478
55,938,Kentucky,Lexington,8/9/2012,GA-505,5/10/2018,278,0.13,89,204,853.86,246.77070526061883,27.48725,18.07138349126079,30.76029458043253,0.095333333,1,1,49.27718976434353
56,184,Kentucky,Lexington,4/5/2016,GA-ALFG-1,8/18/2016,158,0.95,89,27,660.29,102.93494067618192,27.48725,14.422901505167713,27.408573486053047,0.095333333,0,0,88.33853442008638
57,173,Kentucky,Lexington,8/9/2012,Evermore,7/8/2017,259,0.66,500,237,802.34,118.99970623410756,25.34982007381472,6.600715480339777,31.23114787483149,0.095333333,1,1,90.70699593213293
58,425,Georgia,Tifton,10/10/2007,CW 085028,9/18/2014,130,0.29,116,35,577.42,182.99524510323084,23.336237153107867,23.15,32.58923790124095,0.2822484352888574,1,1,
59,877,Kentucky,Midville,4/5/2016,Ameristand 403T Plus,5/15/2009,248,1.6,497,27,739.84,125.66209383637462,11.116177594093424,10.412343384374168,24.095967318094633,0.2971756411501539,0,0,100.0
60,2,Georgia,Athens,2/21/2008,Withstand,7/8/2017,259,0.14,92,130,1105.91,112.5612043739184,22.331636523393446,20.63272581217058,20.413689866286116,0.13830717422151415,0,0,
61,0,Georgia,Tifton,11/1/2007,Bara 503,7/30/2008,104,0.01,89,188,887.58,114.1393336142886,27.48725,23.15,33.31405674825991,0.20196900461164113,0,0,
62,121,Georgia,Tifton,11/1/2007,FSG-426,9/10/2008,225,0.01,648,43,1115.09,59.28845844161868,27.48725,20.811565283851966,23.902867616654653,0.095333333,0,1,
63,853,Kentucky,Lexington,8/9/2012,Caliber,5/10/2018,171,1.28,416,27,691.21,41.1,22.226177445529107,17.859762286267618,29.046079854068868,0.3060814241629649,0,1,100.0
64,1436,Kentucky,Lexington,4/5/2016,Contender,6/6/2017,166,0.2,1359,27,893.59,175.30964828696793,19.4298763667256,4.693757659898095,27.169997772449904,0.24013668015935574,0,0,89.3735379075287
65,1679,Kentucky,Lexington,4/5/2016,Ameristand 427TQ,9/19/2016,221,0.58,746,27,880.1,76.72071874881362,26.80579617698745,11.97874482382274,27.275825859929146,0.2665692837154203,0,1,94.12176510687628
66,0,Georgia,Midville,11/1/2007,Bulldog 805,8/20/2010,210,0.58,331,27,1184.06,96.3161879760596,26.231156381303176,15.372633758721888,27.385919009240794,0.3485781699436295,0,0,96.56735087744751
67,403,Georgia,Tifton,2/21/2008,GA-505,5/15/2009,215,0.02,89,34,698.39,41.21152994889113,24.589892486934897,6.770999036961438,32.018783481660215,0.2876964568114678,1,0,86.18352464535884
68,0,Georgia,Midville,4/12/2018,WL 365HQ,11/11/2008,124,0.6,212,47,1144.74,117.92336244088715,20.166515039716455,17.792694726756714,25.00581999302235,0.15146351647716433,0,1,
69,1311,Georgia,Midville,10/10/2007,FSG 415BR,11/17/2010,107,1.52,770,27,914.03,447.78,19.961793828749517,10.945804585463959,31.10262246231245,0.378285714,0,0,
70,0,Kentucky,Athens,4/12/2018,NF11ALF006,6/10/2014,126,1.17,176,27,972.59,101.3725077286443,15.950323651244119,10.440935067584967,30.11092394046554,0.1873131540697845,0,0,98.52506907146112
71,1480,Georgia,Tifton,10/10/2007,GA-505,10/12/2010,142,0.37,89,49,829.29,42.006112331989044,25.575026305817282,3.998027504832655,29.214254183519945,0.18887604687624587,1,0,
72,43,Georgia,Tifton,11/1/2007,Bulldog 805,9/13/2018,245,0.21,89,285,852.05,133.81024004744327,27.48725,19.245753446018036,31.107447228701805,0.16419124788542488,0,0,
73,1612,Kentucky,Lexington,4/12/2018,Phoenix,7/10/2018,272,2.26,813,27,838.3,60.270455981329484,21.957725767396976,3.9436,28.920983085391494,0.2299208035075469,0,1,80.44820867319415
74,1304,Kentucky,Lexington,3/31/2015,Withstand,5/2/2017,177,1.96,894,27,925.1,113.04390145362211,17.261307575987335,19.491807701063365,27.475193522203437,0.3012294923822152,0,0,99.7256326645896
75,1261,Georgia,Midville,8/9/2012,GA-ALFG-1,4/7/2009,206,0.83,89,27,1126.96,200.00372241282065,23.2806743583254,19.65572598715461,27.996265742498565,0.23929358505775977,1,1,89.21390357657397
76,148,Georgia,Midville,2/21/2008,55V50,7/30/2008,183,0.29,230,241,715.4,41.1,24.505710420877723,3.9436,17.64607820613844,0.24831606888759808,1,0,
77,1072,Kentucky,Lexington,8/9/2012,Caliber,8/18/2016,170,1.0,714,27,663.3,113.43079220623079,22.20797719997377,16.833688443211607,18.347514701462057,0.3704189113034853,0,0,87.94214838847998
78,0,Georgia,Tifton,2/21/2008,CW 35106,6/20/2008,225,1.08,356,106,1259.24,67.68196637829804,24.138719353389792,5.7320070751819685,24.093597938992765,0.20315628390963528,0,0,
79,190,Georgia,Lexington,11/1/2007,GA-505,9/19/2016,232,1.33,944,173,1204.05,41.1,21.76535108515217,18.914956723394226,32.281103386705055,0.1972677033267801,0,0,88.52768833948036
80,0,Georgia,Midville,8/9/2012,LS 905,5/10/2018,267,0.17,1065,39,747.46,65.19122592592004,26.396220704241458,15.597290976781192,30.96829366030361,0.3119028441420233,0,0,
81,1470,Kentucky,Lexington,8/9/2012,NF11ALF006,9/14/2017,186,1.73,502,182,718.19,54.15017717206914,21.871354436857672,3.9436,15.91632653,0.3165857626251377,0,1,86.00795832074344
82,539,Georgia,Midville,3/31/2015,GA-505,9/17/2015,131,2.08,184,208,1123.34,350.62185337052176,19.870307786746896,16.346369413478435,23.20297492151994,0.16297899310333908,0,1,94.53091467089659
83,352,Kentucky,Lexington,8/9/2012,Buffalo,7/30/2010,197,0.29,222,27,698.71,96.28420580988613,27.48725,21.598403472038136,26.70220872712336,0.23947127098516513,0,0,90.71374466078515
84,1152,Georgia,Athens,10/10/2007,Evermore,5/15/2009,272,1.01,474,45,961.02,204.5798941473551,16.63241536404108,18.96117799014115,23.775885219307877,0.09639491430286443,0,0,
85,1533,Georgia,Lexington,11/1/2007,PGI 801,9/5/2008,231,0.24,244,146,579.45,60.70000107098364,9.7902,20.414178995700382,26.94862836390407,0.27295916011801863,0,0,98.45264333646428
86,1372,Kentucky,Lexington,8/9/2012,CW 36106,7/23/2008,240,0.97,527,31,963.54,88.19611946358468,25.275338336886954,6.5586624074060635,29.149864885001815,0.33011712806828714,0,1,82.49550154307589
87,1266,Kentucky,Tifton,4/5/2016,4030,8/17/2017,229,1.69,493,223,686.83,76.79790080632412,19.05078501286927,17.16907956903087,24.42182127984867,0.10955080030649962,0,0,80.18802308856564
88,0,Georgia,Athens,10/10/2007,GA-505,5/6/2016,107,0.36,89,33,1153.72,87.53411900963107,27.48725,23.15,25.056712005200822,0.12974636959325278,0,1,80.92071818163978
89,151,Georgia,Midville,8/9/2012,AM-09-600,5/2/2017,140,0.32,1444,181,711.13,204.88155268981095,16.366119509208108,12.990953405183483,19.563777000530838,0.27664321577260154,0,0,99.36349253339914
90,0,Georgia,Tifton,10/10/2007,Hybri Force 600,10/22/2009,308,0.01,89,200,901.63,102.52645316017129,27.48725,16.626520145245944,24.68138262972552,0.2275252232821084,0,0,
91,1035,Kentucky,Lexington,8/9/2012,Attention II,5/7/2009,273,0.72,534,27,776.49,46.9988108703888,23.55435963191932,10.286240537266385,26.003420349328973,0.15966596143130798,0,1,100.0
92,100,Georgia,Athens,2/21/2008,TS 4010,9/18/2014,122,0.3,89,31,1261.64,128.51179376328298,18.371322085839452,21.091061354187932,31.878715530367153,0.12409687616784547,0,0,
93,1679,Kentucky,Lexington,2/21/2008,LS 905,5/6/2008,341,0.38,89,228,687.6,351.1902128913752,16.822274945855973,11.950710586094742,29.615593080562277,0.25764468802108004,1,0,56.80337748010212
94,1398,Kentucky,Midville,8/9/2012,GA-505,4/23/2010,188,1.51,89,105,1037.92,69.00631943794636,25.644826706999627,10.70203835261337,30.074792898722723,0.13770268765236152,0,1,78.89505523251722
95,13,Georgia,Athens,2/21/2008,Ameristand 403T Plus,8/14/2015,223,0.24,324,107,809.92,81.31322724655928,27.48725,17.4833379559975,30.532614266297536,0.09764766596564642,0,0,
96,266,Georgia,Athens,11/1/2007,Contender,7/13/2010,196,0.13,598,27,1261.64,41.1,27.48725,13.088616833832353,28.923518321810157,0.2908723642705712,0,0,67.7315787106973
97,1272,Kentucky,Lexington,4/5/2017,Saranac AR,6/9/2008,203,0.01,89,27,668.26,66.05417056610366,17.74600180287148,13.642094691685536,27.467908833601534,0.2730175601467401,0,0,58.95523166308101
98,1394,Kentucky,Lexington,3/31/2015,CW 085028,7/14/2016,276,0.22,1179,27,758.53,63.27738365718986,10.629254299360552,17.26410548021141,26.198980433756937,0.2603678115053962,1,0,98.19979962893763
99,761,Kentucky,Lexington,2/21/2008,Contender,6/11/2018,208,2.08,773,32,932.13,88.75282174488049,25.42695898616089,17.268075758821134,22.588402104245585,0.3273848227326112,0,0,90.28497797954319
100,1679,Georgia,Tifton,4/12/2018,GA-505,7/23/2008,316,0.27,390,206,764.06,86.40036487847313,16.36849404200383,9.593671198238365,28.361429547359638,0.378285714,1,1,95.83534730813672
101,1062,Kentucky,Lexington,8/9/2012,PGI 801,6/6/2017,341,1.38,1104,30,1060.02,124.99551701047646,24.413810664428482,15.610163076372551,27.563853779228673,0.25122351002563803,0,1,89.32764844191064
102,1055,Kentucky,Lexington,8/9/2012,Phoenix,11/11/2008,243,0.45,1541,27,586.12,84.33365193824216,20.89988724886201,16.127080812028368,26.64685372271513,0.24685992122793995,0,0,100.0
103,352,Kentucky,Lexington,2/21/2008,Caliber,5/2/2017,164,1.76,91,35,510.35,41.1,20.3276030963287,17.056070418303282,26.559339732730216,0.23330138084330773,0,0,93.87284342602744
104,0,Georgia,Tifton,8/9/2012,FSG-426,5/8/2014,168,0.01,302,27,703.0,127.06960352461195,15.874714829155641,23.135049693587334,22.4618688492283,0.2995016308917905,1,1,
105,1224,Georgia,Lexington,8/9/2012,Radiance HD,8/12/2013,185,0.7,458,29,764.34,41.1,19.03663419312155,19.537674334866008,23.4165639960283,0.10600829915138939,0,0,
106,994,Kentucky,Lexington,10/10/2007,FSG 415BR,6/11/2015,162,0.98,830,30,820.05,117.95807499842111,18.11542898894851,16.6906330612375,23.779319797535884,0.281332600252096,1,0,82.1061898227888
107,0,Georgia,Athens,3/31/2015,TS 4010,7/17/2014,261,0.57,459,44,967.9,198.43982087309124,26.722313809449215,16.30571361818469,33.53659091,0.11937097927410868,0,0,
108,133,Georgia,Tifton,11/1/2007,55V50,4/15/2009,120,0.01,267,31,1172.07,138.5502953226402,24.624729838927326,12.367744880913687,20.067740662528504,0.21551085975609457,0,0,
109,1111,Kentucky,Lexington,10/10/2007,GA-505,5/6/2016,242,0.96,89,27,483.39,106.6501438457678,22.536480590946283,3.9436,29.808706511698325,0.3234494143742607,0,1,100.0
110,982,Georgia,Lexington,4/5/2016,Evermore,8/8/2017,188,0.77,629,27,612.12,122.39252819062315,27.48725,7.277551229352378,15.91632653,0.27952611500993474,0,0,99.30633076200111
111,1356,Kentucky,Midville,11/1/2007,55V50,7/10/2018,156,0.65,1803,209,694.52,116.27888904237226,19.45508084978421,17.797474547248047,26.168474248556784,0.2845597839910719,0,1,96.8373047846599
112,1472,Kentucky,Lexington,11/1/2007,Fierce,9/17/2015,204,0.3,774,27,603.52,99.43318147894533,26.21463782585577,15.517435270796362,29.646203777387807,0.24208465836316645,0,1,100.0
113,939,Kentucky,Lexington,3/31/2015,Contender,5/6/2016,187,0.5,89,27,746.68,41.1,22.12424432841542,8.854534436796525,28.181263264402062,0.29486271000563297,0,0,89.66145913091778
114,114,Georgia,Tifton,4/5/2017,PGI 801,5/7/2009,214,0.21,959,192,599.85,111.33443529250307,27.409966872686436,17.14945222307209,29.861013841236588,0.30099598969344776,0,1,94.94638036805686
115,0,Georgia,Tifton,11/1/2007,Phoenix,6/26/2009,178,0.5,239,33,757.59,143.41688950099393,24.006288322678785,6.16355967829296,17.815574529240426,0.2961121829118494,0,0,88.45772783782688
116,1304,Georgia,Lexington,11/1/2007,AM-14-900,11/11/2008,212,0.1,940,200,658.1,148.25866571817718,27.48725,3.991697386512151,26.386456999313808,0.24915191742392348,0,1,100.0
117,204,Kentucky,Lexington,8/9/2012,Caliber,6/9/2008,270,0.42,282,27,758.25,85.1641858127268,24.22824891979488,18.775923305718585,31.11033760372672,0.2927008860103013,1,0,82.02799861350533
118,1300,Kentucky,Lexington,3/31/2015,GA-ALFG-1,7/13/2016,197,0.82,642,27,540.51,128.34154920542812,24.30546195295802,17.62190554604647,27.94956259596573,0.3412816936480837,0,1,100.0
119,902,Georgia,Lexington,3/31/2015,CW 500,9/8/2009,240,2.3,105,178,679.5,146.52243527103604,11.877038148082605,18.592388269979544,28.42879057738911,0.12702430707139759,0,0,87.04804598741349
120,232,Georgia,Tifton,2/21/2008,Phoenix,11/17/2010,104,1.58,89,38,663.65,400.5877737760337,14.176172048699824,6.7938923404927625,18.727678756713825,0.3067947829021735,0,0,
121,1464,Georgia,Midville,8/9/2012,Withstand,7/12/2013,163,1.29,107,164,755.41,200.5299898314986,22.441310788868723,14.30946352293629,15.91632653,0.20231374465913188,0,0,100.0
122,1511,Kentucky,Midville,3/31/2015,CW 36106,5/6/2009,137,1.07,99,27,614.77,172.59199810992718,25.420608337654574,18.940515804693582,26.319377443320306,0.2501723398518211,0,0,92.88933983366297
123,1679,Kentucky,Lexington,8/9/2012,Caliber,4/7/2009,171,1.15,709,31,867.77,61.59826847625136,26.581147911871504,4.408169413624295,26.288087131762254,0.095333333,0,0,100.0
124,1464,Georgia,Athens,2/21/2008,BaraWet 501,7/13/2016,206,0.01,342,272,652.7,70.3724569023658,16.530074039273593,19.0471943178077,23.71672915673279,0.19959978139541634,0,1,
125,1216,Kentucky,Lexington,8/9/2012,Contender,11/20/2008,252,0.59,2067,27,500.29,169.35701806343252,21.106312606723538,9.17992717698562,26.098201546820388,0.2833840383531889,0,0,95.55381699791637
126,167,Georgia,Midville,10/10/2007,WL 365HQ,8/13/2018,113,2.24,915,245,1175.76,137.22284012629075,27.48725,18.851405714877835,31.156908567171662,0.2026350693835106,0,0,
127,1311,Kentucky,Lexington,11/1/2007,Withstand,7/14/2016,272,1.13,791,27,1005.16,52.69629927960649,25.01066655979011,4.089517098390923,27.471836650261807,0.13788336385156974,0,1,87.86922613756006
128,1202,Georgia,Lexington,8/9/2012,NF11ALF006,11/1/2010,153,1.28,434,27,466.22,218.4671166427829,26.811018237371208,11.188477754206467,21.921431862547255,0.2758096996008129,0,1,91.90855377403837
129,463,Kentucky,Lexington,10/10/2007,Arc,8/17/2017,237,0.01,222,151,704.56,70.12581622565898,11.441272012266134,3.9436,26.96273218846635,0.24830882157188683,0,0,100.0
130,74,Georgia,Athens,10/10/2007,BaraWet 501,9/16/2013,124,0.01,729,224,1208.68,44.44733064543014,27.48725,23.15,28.630615914304872,0.13696676198029772,0,0,
131,1081,Kentucky,Lexington,8/9/2012,FSG 415BR,9/18/2014,260,1.93,485,27,777.17,41.1,15.939359270267996,18.106515627008157,22.259754683020958,0.14249189161988102,0,1,91.41703096148811
132,810,Georgia,Midville,2/21/2008,WL 365HQ,9/18/2009,257,1.27,93,27,670.7,49.800370053599174,24.66921015261389,15.99355150377143,31.61172864753089,0.2594422684931139,0,1,96.50813334987315
133,1415,Kentucky,Lexington,10/10/2007,CW 35106,5/10/2018,334,0.76,2225,42,519.59,220.5328296883261,23.924959293729408,9.816897543815005,24.36532316592249,0.26526232463861565,0,1,85.96684502105437
134,313,Kentucky,Lexington,4/5/2016,4030,5/10/2018,255,0.77,501,33,721.92,81.46149433439008,18.747210168274858,14.83547412511608,22.113863486793292,0.33385604647759437,0,0,94.6039231267201
135,1313,Georgia,Lexington,4/12/2018,GA-505,7/30/2010,341,0.92,2006,27,928.01,136.10352901858707,16.96581015584343,5.008908881341082,27.258063892535517,0.12722624413297132,0,0,87.77861809144571
136,878,Kentucky,Lexington,8/9/2012,GA-505,7/30/2009,234,1.33,491,27,756.34,44.01557980532492,21.633431642681376,15.386700697766694,25.858590961667844,0.3704187243242358,0,0,100.0
137,485,Georgia,Lexington,8/9/2012,Ameristand 427TQ,12/7/2009,179,0.01,685,27,983.84,153.0009731210086,16.4244536571441,16.65600637891592,30.91359927630125,0.1693746848934957,0,0,94.75968135427837
