,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
1498,Kentucky,Lexington,4/5/2016,AFX095026,5/2/2017,122,1.95,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,90.63255814,,5
1126,Kentucky,Lexington,8/9/2012,4030,5/2/2017,122,1.94,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,85,,5
1579,Kentucky,Lexington,4/5/2016,AFX095026,6/13/2018,164,1.93,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,93.46666667,,5
166,Georgia,Athens,10/10/2007,CW 35106,8/20/2010,232,1.92,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,61.16803279,,5
853,Kentucky,Lexington,8/9/2012,Ameristand 403T,5/13/2013,133,1.92,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,100,,5
1111,Kentucky,Lexington,8/9/2012,GA-ALFG-1,5/6/2016,127,1.92,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,93.23195876,,5
1478,Kentucky,Lexington,4/5/2016,WL 365HQ,5/2/2017,122,1.92,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,94.31627907,,5
1508,Kentucky,Lexington,4/5/2016,AM-09-600,5/2/2017,122,1.92,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,94,,5
1509,Kentucky,Lexington,4/5/2016,AM-09-600,6/6/2017,157,1.92,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,94,,5
847,Kentucky,Lexington,8/9/2012,Caliber,5/13/2013,133,1.91,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,100,,5
1156,Kentucky,Lexington,8/9/2012,Withstand,5/2/2017,122,1.91,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,84,,5
1066,Kentucky,Lexington,8/9/2012,4030,5/6/2016,127,1.9,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,93.4742268,,5
1107,Kentucky,Lexington,8/9/2012,CW 065030,6/9/2016,161,1.9,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,94.43298969,,5
1594,Kentucky,Lexington,4/5/2016,AM-09-600,6/13/2018,164,1.9,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,94,,5
151,Georgia,Athens,10/10/2007,Bulldog 805,8/20/2010,232,1.88,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,70.85655738,,5
1056,Kentucky,Lexington,8/9/2012,Radiance HD,5/6/2016,127,1.88,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,91.23195876,,5
1076,Kentucky,Lexington,8/9/2012,Evermore,5/6/2016,127,1.88,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,94.23195876,,5
1116,Kentucky,Lexington,8/9/2012,55V50,5/2/2017,122,1.88,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,90.36448598,,5
1464,Kentucky,Lexington,4/5/2016,GA-497HD,6/6/2017,157,1.88,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,96,,5
1493,Kentucky,Lexington,4/5/2016,Saranac AR,5/2/2017,122,1.88,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,91,,5
1513,Kentucky,Lexington,4/5/2016,AFX095005,5/2/2017,122,1.88,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,92.63255814,,5
1047,Kentucky,Lexington,8/9/2012,55V50,6/9/2016,161,1.87,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,95.43298969,,5
1101,Kentucky,Lexington,8/9/2012,CW 085028,5/6/2016,127,1.87,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,96.23195876,,5
1504,Kentucky,Lexington,4/5/2016,AM-14-900,6/6/2017,157,1.87,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,93.4372093,,5
1529,Kentucky,Lexington,4/5/2016,FSG 415BR,6/13/2018,164,1.86,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,91.46666667,,5
1171,Kentucky,Lexington,8/9/2012,CW 085028,5/2/2017,122,1.85,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,89.31775701,,5
1341,Kentucky,Lexington,3/31/2015,FSG-426,6/6/2017,157,1.85,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,92.95813953,,5
1468,Kentucky,Lexington,4/5/2016,Rebound 6XT,5/2/2017,122,1.85,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,93.31627907,,5
1469,Kentucky,Lexington,4/5/2016,Rebound 6XT,6/6/2017,157,1.85,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,93.47906977,,5
1554,Kentucky,Lexington,4/5/2016,Evermore,6/13/2018,164,1.85,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,96,,5
1071,Kentucky,Lexington,8/9/2012,Caliber,5/6/2016,127,1.84,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,93.97938144,,5
12,Georgia,Athens,10/10/2007,Bulldog 805,5/6/2008,127,1.83,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
1479,Kentucky,Lexington,4/5/2016,WL 365HQ,6/6/2017,157,1.83,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,94.47906977,,5
1584,Kentucky,Lexington,4/5/2016,AFX095005,6/13/2018,164,1.83,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,94.46666667,,5
1599,Kentucky,Lexington,4/5/2016,LS 905,6/13/2018,164,1.83,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,96,,5
1321,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,6/6/2017,157,1.82,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,91,,5
1459,Kentucky,Lexington,4/5/2016,Contender,6/6/2017,157,1.82,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,93.47906977,,5
859,Kentucky,Lexington,8/9/2012,Radiance HD,5/13/2013,133,1.81,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,100,,5
877,Kentucky,Lexington,8/9/2012,Withstand,5/13/2013,133,1.79,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,100,,5
906,Kentucky,Lexington,8/9/2012,55V50,5/8/2014,128,1.79,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,100,,5
977,Kentucky,Lexington,8/9/2012,55V50,6/11/2015,162,1.79,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,99,,5
1032,Kentucky,Lexington,8/9/2012,CW 085028,6/11/2015,162,1.79,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,98.64285714,,5
1081,Kentucky,Lexington,8/9/2012,Saranac AR,5/6/2016,127,1.79,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,90.4742268,,5
1499,Kentucky,Lexington,4/5/2016,AFX095026,6/6/2017,157,1.79,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,90.95813953,,5
1518,Kentucky,Lexington,4/5/2016,LS 905,5/2/2017,122,1.79,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,96,,5
841,Kentucky,Lexington,8/9/2012,4030,5/13/2013,133,1.78,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,99.71578947,,5
871,Kentucky,Lexington,8/9/2012,Saranac AR,5/13/2013,133,1.78,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,98.86315789,,5
1121,Kentucky,Lexington,8/9/2012,Phoenix,5/2/2017,122,1.78,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,86.31775701,,5
1350,Kentucky,Lexington,3/31/2015,Saranac AR,5/2/2017,122,1.78,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,85.36744186,,5
1574,Kentucky,Lexington,4/5/2016,Saranac AR,6/13/2018,164,1.78,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,91,,5
889,Kentucky,Lexington,8/9/2012,CW 085028,5/13/2013,133,1.77,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,100,,5
926,Kentucky,Lexington,8/9/2012,Evermore,5/8/2014,128,1.77,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,100,,5
1037,Kentucky,Lexington,8/9/2012,CW 065030,6/11/2015,162,1.77,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,98,,5
1091,Kentucky,Lexington,8/9/2012,Ameristand 403T,5/6/2016,127,1.77,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,94.7371134,,5
1534,Kentucky,Lexington,4/5/2016,GA-497HD,6/13/2018,164,1.77,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,95.06666667,,5
1564,Kentucky,Lexington,4/5/2016,Caliber,6/13/2018,164,1.77,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,94.53333333,,5
1106,Kentucky,Lexington,8/9/2012,CW 065030,5/6/2016,127,1.76,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,95.48453608,,5
1131,Kentucky,Lexington,8/9/2012,GA-505,5/2/2017,122,1.76,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,91,,5
1539,Kentucky,Lexington,4/5/2016,Contender,6/13/2018,164,1.76,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,92.53333333,,5
865,Kentucky,Lexington,8/9/2012,GA-505,5/13/2013,133,1.75,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,99.71578947,,5
976,Kentucky,Lexington,8/9/2012,55V50,5/8/2015,128,1.75,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,99,,5
1102,Kentucky,Lexington,8/9/2012,CW 085028,6/9/2016,161,1.75,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,95.00515464,,5
1454,Kentucky,Lexington,4/5/2016,FSG 415BR,6/6/2017,157,1.75,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,91,,5
1051,Kentucky,Lexington,8/9/2012,Phoenix,5/6/2016,127,1.74,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,93.24226804,,5
1141,Kentucky,Lexington,8/9/2012,Caliber,5/2/2017,122,1.74,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,86.31775701,,5
883,Kentucky,Lexington,8/9/2012,Arc,5/13/2013,133,1.73,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,98.86315789,,5
1559,Kentucky,Lexington,4/5/2016,GA-505,6/13/2018,164,1.73,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,90,,5
1345,Kentucky,Lexington,3/31/2015,Contender,5/2/2017,122,1.72,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,91.36744186,,5
1510,Kentucky,Lexington,4/5/2016,AM-09-600,7/8/2017,189,1.72,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,94,,5
936,Kentucky,Lexington,8/9/2012,Caliber,5/8/2014,128,1.71,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,99,,5
941,Kentucky,Lexington,8/9/2012,Ameristand 403T,5/8/2014,128,1.71,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,98,,5
1473,Kentucky,Lexington,4/5/2016,Caliber,5/2/2017,122,1.71,392,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,94.31627907,,5
1544,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,6/13/2018,164,1.71,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,91.46666667,,5
1604,Kentucky,Lexington,4/5/2016,NF11ALF006,6/13/2018,164,1.71,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,91.46666667,,5
1489,Kentucky,Lexington,4/5/2016,GA-505,6/6/2017,157,1.7,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,90,,5
1589,Kentucky,Lexington,4/5/2016,AM-14-900,6/13/2018,164,1.7,799,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,93.53333333,,5
982,Kentucky,Lexington,8/9/2012,Phoenix,6/11/2015,162,1.69,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,95,,5
1026,Kentucky,Lexington,8/9/2012,Arc,5/8/2015,128,1.69,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,91.18367347,,5
8,Georgia,Athens,10/10/2007,GA-505,5/6/2008,127,1.68,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
895,Kentucky,Lexington,8/9/2012,CW 065030,5/13/2013,133,1.68,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,100,,5
907,Kentucky,Lexington,8/9/2012,55V50,6/10/2014,161,1.68,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,100,,5
911,Kentucky,Lexington,8/9/2012,Phoenix,5/8/2014,128,1.68,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,95.39361702,,5
946,Kentucky,Lexington,8/9/2012,Withstand,5/8/2014,128,1.68,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,98,,5
1146,Kentucky,Lexington,8/9/2012,Evermore,5/2/2017,122,1.68,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,88.68224299,,5
1161,Kentucky,Lexington,8/9/2012,Ameristand 403T,5/2/2017,122,1.68,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,89.68224299,,5
1519,Kentucky,Lexington,4/5/2016,LS 905,6/6/2017,157,1.68,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,96,,5
962,Kentucky,Lexington,8/9/2012,CW 085028,6/10/2014,161,1.67,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,100,,5
1011,Kentucky,Lexington,8/9/2012,Saranac AR,5/8/2015,128,1.67,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,93.18367347,,5
1096,Kentucky,Lexington,8/9/2012,Arc,5/6/2016,127,1.67,1366,233,824.34,105.9,12.43265306,6.540816327,18.08367347,0.273040816,0,1,87.72680412,,5
1455,Kentucky,Lexington,4/5/2016,FSG 415BR,7/8/2017,189,1.67,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,91,,5
1465,Kentucky,Lexington,4/5/2016,GA-497HD,7/8/2017,189,1.67,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,96,,5
4,Georgia,Athens,10/10/2007,BaraWet 501,5/6/2008,127,1.66,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
967,Kentucky,Lexington,8/9/2012,CW 065030,6/10/2014,161,1.66,670,33,677.45,165.3,19.45454545,13.83030303,24.76363636,0.338545455,0,0,100,,5
1322,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,7/8/2017,189,1.66,830,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,91,,5
1500,Kentucky,Lexington,4/5/2016,AFX095026,7/8/2017,189,1.66,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,91.25581395,,5
16,Georgia,Athens,10/10/2007,Phoenix,5/6/2008,127,1.65,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
1335,Kentucky,Lexington,3/31/2015,Fierce,5/2/2017,122,1.65,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,85,,5
1346,Kentucky,Lexington,3/31/2015,Contender,6/6/2017,157,1.64,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,91.04186047,,5
981,Kentucky,Lexington,8/9/2012,Phoenix,5/8/2015,128,1.63,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,95,,5
1087,Kentucky,Lexington,8/9/2012,Withstand,6/9/2016,161,1.63,1400,34,667.8,158,18.04117647,12.62647059,23.35588235,0.330911765,0,0,89.72164948,,5
1331,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,6/6/2017,157,1.63,798,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,89.52093023,,5
997,Kentucky,Lexington,8/9/2012,GA-505,6/11/2015,162,1.62,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,97,,5
1460,Kentucky,Lexington,4/5/2016,Contender,7/8/2017,189,1.62,459,32,709.39,179.5,22.153125,17.20625,27.278125,0.26028125,0,0,93.62790698,,5
24,Georgia,Athens,10/10/2007,Attention II,5/6/2008,127,1.61,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,5
396,Georgia,Tifton,2/21/2008,BaraWet 501,6/20/2010,171,1.61,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,85.2,,5
996,Kentucky,Lexington,8/9/2012,GA-505,5/8/2015,128,1.61,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,97,,5
1325,Kentucky,Lexington,3/31/2015,Caliber,5/2/2017,122,1.61,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,93,,5
1658,Kentucky,Lexington,4/5/2017,Saranac AR,6/13/2018,164,1.61,434,34,742.87,120.5,22.43529412,17.56470588,27.64117647,0.284147059,0,0,86.53333333,,5
901,Kentucky,Lexington,8/9/2012,GA-ALFG-1,5/13/2013,133,1.6,277,177,825.03,231.5,11.886,6.564,17.102,0.34984,0,1,98.43157895,,5
916,Kentucky,Lexington,8/9/2012,Radiance HD,5/8/2014,128,1.6,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,97.80319149,,5
921,Kentucky,Lexington,8/9/2012,GA-505,5/8/2014,128,1.6,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,98,,5
931,Kentucky,Lexington,8/9/2012,4030,5/8/2014,128,1.6,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,98.19680851,,5
1122,Kentucky,Lexington,8/9/2012,Phoenix,6/6/2017,157,1.6,1762,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,86.48130841,,5
402,Georgia,Tifton,2/21/2008,GA-505,6/20/2010,171,1.59,850,45,1094.05,89.414,25.44977778,20.34777778,31.42155556,0.118066667,0,0,66.69565217,,5
991,Kentucky,Lexington,8/9/2012,4030,5/8/2015,128,1.59,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,96.18367347,,5
1041,Kentucky,Lexington,8/9/2012,GA-ALFG-1,5/8/2015,128,1.59,1002,232,858.5,297.3,12.69183673,6.881632653,18.28163265,0.345877551,0,1,95,,5
1136,Kentucky,Lexington,8/9/2012,Radiance HD,5/2/2017,122,1.59,1727,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,84.36448598,,5
1355,Kentucky,Lexington,3/31/2015,Buffalo,5/2/2017,122,1.59,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,84.41860465,,5
1494,Kentucky,Lexington,4/5/2016,Saranac AR,6/6/2017,157,1.59,427,35,618.72,113.8,18.5,12.78333333,24.06,0.308290323,0,0,91,,5
401,Georgia,Tifton,2/21/2008,GA-505,5/6/2010,126,1.58,805,149,1019.92,224.58,18.2468,12.3394,24.1904,0.15262,0,1,68.13729977,,5
836,Kentucky,Lexington,8/9/2012,Evermore,6/12/2013,163,1.58,307,30,618.24,92.2,19.75333333,14.74333333,24.95,0.31,0,0,100,,5
951,Kentucky,Lexington,8/9/2012,Saranac AR,5/8/2014,128,1.58,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,96,,5
961,Kentucky,Lexington,8/9/2012,CW 085028,5/8/2014,128,1.58,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,100,,5
966,Kentucky,Lexington,8/9/2012,CW 065030,5/8/2014,128,1.58,637,234,893.28,190.9,12.35102041,5.736734694,18.37142857,0.332816327,0,1,100,,5
987,Kentucky,Lexington,8/9/2012,Radiance HD,6/11/2015,162,1.58,1036,34,703.09,95.4,19.72647059,14.34705882,24.75588235,0.257029412,0,0,94.35714286,,5
1320,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,5/2/2017,122,1.58,763,225,779.84,160.6,13.2122449,7.863265306,18.5755102,0.323795918,0,1,91,,5
