,Julian Day,Time Since Sown (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
36,276,1328,702.81,147.0,24.30273324667706,19.272172791993178,26.533799803663747,0.3005804537418196,3
37,276,376,677.97,221.5,14.685991442413904,9.19038160890526,15.91632653,0.29250338283130484,3
38,122,377,640.51,162.9,21.105716415452687,19.873510087757357,19.96006614290841,0.33906207330277544,3
39,146,418,714.09,124.0,22.608409954536032,20.282817324451006,27.731526479818594,0.2150294152871816,2
40,277,1514,716.94,103.3,18.24272749351507,7.626589242559549,28.68212311154755,0.31655716538520295,1
41,160,364,603.63,191.1,12.946435148636,10.992283301599809,25.9549527208008,0.25025686109183837,2
42,206,2172,760.41,116.0,21.032724715641425,17.88554921051761,16.114672639367402,0.27693758108677446,2
43,202,414,652.56,150.5,16.644426530720956,8.418461764812932,25.895086339011055,0.2567232237057389,2
44,261,2118,841.81,41.1,23.093406171274072,7.7074717574665925,28.118170624933107,0.2618476646432723,3
45,209,1767,627.05,49.1,21.376237021879167,18.20983094994259,24.268294274135506,0.2910011862384582,1
46,223,1597,757.05,124.6,16.779629291018782,18.564192530139707,17.719868731315536,0.378285714,2
47,134,1483,812.33,186.7,10.73673469,19.193088307589786,19.944490398466392,0.2972031084374912,2
48,202,699,700.19,137.6,20.23578074328863,15.716729561849544,27.36079975287542,0.254918468075019,3
49,200,1564,624.85,64.6,20.892896115270922,17.873626875845616,26.65908632112631,0.24032312790717336,3
50,202,911,667.62,175.3,17.341455781811728,8.75219742623929,28.24822139531103,0.30425054523649014,2
51,127,2225,623.82,82.7,17.684079199511576,19.40814361456573,28.06388808797932,0.3003737650450932,2
52,149,696,1090.65,140.3,17.02547446725298,18.177118886894768,16.093163366362486,0.3168309004491787,3
53,222,268,705.29,164.1,18.556701053597546,18.829570767345565,27.09194561397012,0.28512940065136433,3
54,269,450,476.88,91.6,16.870090024400263,15.725986597523272,23.197084361562606,0.3626767706093715,3
55,122,1497,482.02,109.0,22.270441208516385,20.00419539366789,28.19825849716578,0.27256515329388953,1
56,193,790,659.23,47.0,22.051112587932327,20.98888889,26.6269636190942,0.29000199523425946,3
57,270,1001,721.59,114.5,16.460150497631147,17.04908346019996,15.91632653,0.29138553303653575,3
58,163,629,852.53,41.1,17.866312359316474,7.287916386083415,26.965924179824924,0.21424589416814427,2
59,274,2225,590.21,163.5,10.73673469,12.02067385973648,15.91632653,0.3230965420256709,3
60,263,155,765.37,146.8,17.680585819723447,9.35330942243876,29.835367669297565,0.2491924439075514,3
61,194,2225,550.87,97.3,19.351735994214692,18.62781776342064,26.766870800898367,0.25270680883181523,3
62,272,495,617.27,116.1,23.845028499396616,6.966799144131021,27.619876062519925,0.2614277396361136,1
63,192,1652,905.82,139.9,18.64737000717095,15.344944518297028,28.388484733200286,0.28049590992510953,2
64,262,2225,484.84,41.1,21.29891461701179,17.10697326347207,21.714169634842264,0.2660185811350827,1
65,203,565,682.41,174.9,19.585629743643754,17.625834209690037,27.6703101671189,0.3005939837735537,3
66,175,1506,830.48,59.1,24.012316104300094,18.969100217252844,26.699062380873656,0.3153635659289604,1
67,264,1717,691.38,233.1,23.556352450104004,19.39809051154037,28.03615955434335,0.26319939816896415,2
68,202,1793,554.24,152.5,21.075756988240883,19.632721553376584,28.231639856907865,0.2947560598651722,1
69,243,1495,502.72,174.6,20.732941278199338,18.875648904305596,30.45,0.2621620775086275,2
70,196,585,835.66,41.1,12.393335388457578,19.352816868521476,26.574465137102866,0.26009817312297767,2
71,178,1724,698.89,223.9,21.82987477146547,20.735661638766718,24.116320898522968,0.2747596412172922,2
72,193,865,553.21,41.1,18.20435072296846,18.174568969553302,29.14808026562329,0.22252492038741414,2
73,275,1633,558.69,179.2,21.967516161970053,17.441792656017892,29.76388878850058,0.26047232626030764,1
74,191,1705,476.88,157.9,20.983419103214743,18.96281305018119,28.748716083070278,0.26313328000257374,3
75,264,375,741.08,141.6,18.002933830855437,14.480485403548082,28.09479060283752,0.24967196250387924,3
76,164,433,980.02,156.3,10.73673469,18.882655509066073,18.384854093228945,0.2941215301684845,3
77,199,1416,611.59,42.0,24.580797530052703,18.282910076346692,28.444867356545977,0.24226851353816148,1
78,265,279,482.56,176.0,17.913282934985492,16.570701634765804,16.628082169180207,0.267602965651351,2
79,153,1416,545.73,41.1,22.945028853819014,19.129066116694,28.483160065313395,0.224880745325401,2
80,199,709,724.0,197.1,22.32810892745738,17.30714326835853,18.4434246627986,0.29523388784616794,2
81,176,2225,647.47,205.9,21.44262582336536,19.123974531559373,19.450921611577588,0.30233651123652533,2
82,160,874,476.88,137.4,21.12831815179021,18.43158979012802,27.743348925463955,0.24317223909305327,2
83,259,818,718.81,191.3,18.16432857530539,18.834286142649308,29.46604798658699,0.23616073450997793,3
84,194,107,477.04,199.7,23.228323158159075,18.68897977787206,26.252921678982542,0.25248051080362266,2
85,268,272,577.81,91.1,10.73673469,14.035124189208993,27.908772246980647,0.246252336539603,3
86,200,1489,580.16,191.2,22.276696835384097,18.24290657088332,27.849544698477146,0.3556442674101092,2
87,267,816,808.04,168.1,23.35442522261608,17.627341953437,27.444443226805237,0.2867905542899336,1
88,141,735,596.43,180.4,19.191282062706918,18.498075242509415,24.939378742697684,0.30313227392090986,3
89,172,282,478.82,95.2,18.822575444688248,15.142026813097035,29.342850292357493,0.3410164250403038,1
90,166,227,577.89,122.4,18.41574263076135,16.990130526941776,26.481410233859485,0.32318070954117334,3
91,144,1112,594.06,212.1,21.472455634663042,13.684233754980685,25.071437549759523,0.27330022896630524,1
92,266,888,644.2,127.8,21.490910154037863,9.402703835632519,28.950678241824786,0.23916196033803083,1
93,168,1700,683.93,195.3,15.918698455093514,20.15700112640858,23.54143124015972,0.3306111826574573,2
94,268,315,510.03,139.2,16.778329784314224,7.858075842499228,25.56783186010109,0.2277629363252205,3
95,276,2225,749.19,56.6,17.325145587858486,15.304130580355134,17.150223162089084,0.27153514181840765,2
96,267,909,594.72,159.3,18.533389753425404,15.886225108652521,25.191375175696223,0.2617005836554843,2
97,263,479,644.78,102.8,22.534236113380402,19.788375689479583,29.22032321043117,0.2881621661250176,1
98,262,2225,998.31,117.1,23.186382113152256,19.886608617215295,27.12926784769474,0.20573529399999999,3
99,256,233,476.88,118.7,22.94790676975437,15.472068357436797,28.197539495078388,0.24767559870996955,1
100,203,1570,576.41,153.1,20.693658021607398,18.314790535920913,28.6821499924564,0.2768438877282373,3
101,209,569,560.03,174.9,23.317270813959354,19.527118201620976,27.91934407441641,0.27593278270531696,3
102,128,135,476.88,97.8,24.843614815805186,20.419348733416687,30.062239410893145,0.23684753510682177,3
103,228,2225,508.56,50.3,21.00185352519319,12.934461481413988,27.839457077864278,0.2569482351009779,2
104,164,1461,670.4,184.7,14.545325097557058,20.108521792580348,26.34904100583475,0.29190575540361113,2
105,156,1096,476.88,192.0,21.9561005001983,19.772514447323125,29.020847120916386,0.23373428734156065,3
106,193,2225,626.12,173.3,21.021226734025785,20.98888889,26.426284127070964,0.3438471189626065,3
107,238,330,718.44,134.6,17.954229914871036,16.151407520096548,27.172540552235695,0.28394360280620456,1
108,148,845,939.14,121.3,21.690163349134817,18.786590571900312,28.224497250970373,0.2873895124831096,2
109,168,373,884.49,210.4,17.492091430556112,18.75773406526061,26.505302217948916,0.24334259404883982,2
110,166,1642,696.02,107.9,21.36855834038603,19.098077658454198,26.65588326171907,0.25449928713251774,2
111,261,1829,1090.65,151.0,21.815010192096395,19.048726178119054,15.91632653,0.378285714,2
112,186,89,586.04,41.1,21.594345662376824,19.732652497693604,27.285974046705864,0.2801896460238151,1
113,273,1486,646.92,129.6,21.074697389919294,14.85312912912279,28.16735856058041,0.26546849717139037,3
114,264,538,546.35,171.3,21.28182365488557,16.568661087173133,27.28293177495711,0.26643847137963395,3
115,279,371,1090.65,210.9,17.257817624806492,19.74777834878192,27.72981404562453,0.22061050572160007,2
116,144,1294,852.13,102.5,22.62736585853243,14.66727804941222,26.367189435733373,0.23786530590562446,2
117,280,359,705.94,121.8,20.65379841256364,16.529687242171608,26.230464338954295,0.2743231310432853,2
118,177,531,476.88,89.5,23.22979358927396,5.232653061000001,17.620245382993854,0.25590487931733463,1
119,193,762,887.08,69.7,24.56528029625237,16.461359952477455,29.04922713822867,0.2855238522653092,2
120,264,272,650.14,97.2,24.381106847564716,14.316385383183661,16.987755168847585,0.21786391360682172,2
121,229,739,488.15,157.9,20.582237147777594,20.357535786964117,17.538444878858748,0.28946713444687855,1
122,178,1975,601.33,146.4,20.937748962183317,19.55929369365684,19.4327034899523,0.2886984697066076,3
123,179,321,799.49,147.2,18.970218765984487,15.969549728429222,27.609788879399627,0.3030281016713246,2
124,136,1190,490.71,200.4,23.726344290265313,20.11954395675919,26.44133214617406,0.2613510794888552,3
125,139,595,513.59,351.0,21.00477684478037,16.966159661379365,29.15018892806485,0.32519804757405774,1
126,229,2225,491.26,109.3,21.502920789577843,19.746473390000737,15.91632653,0.2688090747748792,2
127,166,1078,879.46,210.7,22.889898757610435,19.907545804165625,19.307807558733817,0.280096107977831,3
128,263,734,732.67,173.9,24.635179608548803,9.859549845221702,26.15721021184609,0.26792176673285817,2
129,227,1119,663.5,71.8,11.949611772486723,20.080907090161976,28.104818964621703,0.2521133094929646,3
130,167,1639,541.41,48.2,21.373453021531226,20.18100422262293,18.973591946999527,0.29149955571397734,2
131,222,1877,774.41,101.4,18.190784670624073,18.596155599376676,23.16889115715537,0.25196898876479684,1
132,150,1389,680.66,272.4,23.00720924725034,19.8079967148563,27.038214327674112,0.2459951321620455,3
133,176,1011,766.83,69.8,17.528301248746278,17.435587388647562,26.81673380825888,0.26066783156057577,1
134,142,2225,905.99,41.1,19.159423473216084,16.711866626837093,26.70723426012962,0.2723314617211422,1
135,202,351,562.63,41.1,23.36099993823039,19.64263329410497,27.300797664932627,0.2751381212870389,1
136,171,1027,746.63,118.0,21.072368589921894,19.155901577579144,26.632335739187845,0.23284427681868053,1
137,248,294,476.88,191.5,21.642083677886678,16.66152650173351,15.91632653,0.2708052552490541,3
138,270,293,629.59,214.2,24.047915633036567,16.035143600499282,30.45,0.23448879402712747,2
139,193,1376,785.64,146.5,16.329643687051373,20.552871693353723,25.210051828943257,0.23267982883212673,2
140,271,2214,607.62,206.2,18.029973430164986,19.21884226585651,28.3391457376308,0.23706248428550566,3
141,197,363,785.4,243.4,10.73673469,13.420320269727117,15.91632653,0.25213235437652537,3
142,151,1678,646.44,218.9,24.583171293716557,17.06964037834281,26.18036695329903,0.3354421001471156,3
143,168,1551,525.85,165.5,21.482390447601734,19.395276488990184,16.224821281988685,0.2532235871642431,2
144,240,2078,632.3,61.5,21.026226784571154,16.849815843739197,26.755246633067934,0.34257470917481603,3
145,144,434,1090.65,245.8,20.428534551159753,19.43054736317516,28.458132504302743,0.23082268449497018,1
146,217,753,1090.65,43.9,21.292728706536003,17.40899593615255,26.719136944043413,0.20573529399999999,3
147,126,964,625.3,112.2,17.60165092423869,5.872413919435857,26.972343822059596,0.330736814537127,1
148,167,1584,483.25,202.1,10.73673469,13.231013720718659,26.959597044421628,0.2977914532532967,2
149,174,1453,476.88,79.7,21.088451275891266,13.93317019068201,29.725809824005545,0.35465726742931514,3
150,132,1073,476.88,124.1,24.10149551884707,20.98888889,15.91632653,0.2853231842031884,3
151,122,1567,579.86,87.8,19.93078310222421,20.56388600881119,25.877220490518418,0.3117997488438259,2
152,235,1245,652.4,134.6,19.761157594720977,20.302544744383102,27.874266965534826,0.2825141674196783,3
153,242,2225,798.63,85.0,17.076259809662375,19.46030459590505,23.095028154302387,0.28951465268360566,1
154,160,285,487.94,161.3,22.077078310497203,19.24146432835728,26.90395679876848,0.27464515491220176,3
155,201,403,576.21,55.2,11.79479943924829,18.17831446257375,19.99684851739918,0.23698968937673678,1
156,247,1539,780.08,214.0,17.111287553126402,19.99506118822895,22.47619347063688,0.25480648687552965,1
157,174,89,476.88,41.1,24.073178855085406,20.28338635675083,27.688440821601716,0.23188471682529965,3
158,174,1683,745.32,208.6,20.170292071455336,17.09350422895079,27.927851602057757,0.24452275557939457,3
159,136,2225,769.04,131.1,17.043462165939417,17.839033891245666,28.574126654238114,0.373126201050974,3
160,166,1473,711.94,72.9,20.14220281702331,17.908766749247054,29.52237454818862,0.22063180719607622,1
161,270,1838,637.32,90.4,11.391321599596187,17.963561390022942,16.67675741944406,0.2734287354478774,2
162,138,313,776.9,129.8,10.73673469,15.875717466844636,27.263260218005676,0.3269833212726284,3
163,122,286,871.21,212.1,10.73673469,6.532549607949798,27.969290452003097,0.2913200369690602,2
164,166,233,763.78,41.1,22.889824797488625,20.98888889,27.511346946612207,0.2471554934638359,2
165,177,1654,479.78,111.1,21.21878550287402,18.744714953555846,17.884092392572548,0.2820765857587955,3
166,133,1926,737.03,84.8,20.556732865360107,19.72246417484887,27.598426302635865,0.2955200123685132,2
167,178,1745,658.48,64.9,11.677921907465421,19.68352018437169,24.34416476962016,0.24183621505019162,2
168,132,1629,746.02,41.9,18.60704480745414,14.419782139107134,18.49781769455396,0.24503517158109595,2
169,155,1575,548.16,163.2,21.02316653018159,15.550209450446289,27.644703529501108,0.257017667450537,3
170,203,622,631.66,186.7,17.780700569579643,20.98888889,27.46113013173383,0.28100088762119796,3
171,195,742,754.43,269.1,19.815562579428068,19.957529626350855,27.107323485010365,0.3021979923959604,2
172,207,1698,476.88,150.6,10.73673469,8.790448533144424,15.91632653,0.29936581635105664,2
173,122,630,537.55,50.8,20.140036746983988,16.723461850489578,22.88337185737784,0.2891795707808919,3
174,235,421,633.12,56.1,24.900882971255648,14.014592046637498,27.01243553608761,0.24074967266539093,2
175,173,1817,680.5,124.2,19.054163257045683,6.8240548544178985,27.20209797824531,0.3475976119770371,2
176,202,1094,703.0,181.1,18.550160590931714,15.295929005898653,26.018885700990474,0.25461514520491735,2
177,146,1356,670.07,88.2,19.139159636744683,17.971737616894938,28.600469861944685,0.3668090834307981,1
178,195,351,476.88,189.1,10.73673469,9.444637015604288,23.608803147244856,0.22628663455608447,3
179,278,1847,476.88,53.4,22.04551018321893,18.217473983632107,28.30271401103643,0.23882854587294117,2
180,199,477,633.89,289.4,18.48663736858798,19.359009339063476,27.769967258028114,0.3284113689027851,2
181,262,1216,495.78,41.1,23.588432095860494,16.77699014962025,15.91632653,0.29600094642088387,3
182,198,1406,764.32,54.8,20.961041958120262,19.366704236895856,15.91632653,0.3207488635362136,3
183,194,758,639.12,147.9,22.111502766041422,18.165521611971847,28.18762869480691,0.24865198338123407,2
184,122,1036,666.42,171.6,23.611818709330247,14.724376499779128,27.702626889383875,0.2347843625627231,2
185,134,641,708.88,78.0,18.028518603051243,20.98888889,27.93136352227802,0.2512748406714501,1
186,275,915,685.66,171.2,17.86768166049877,17.196346084391386,29.768316482754354,0.24916293621986688,3
187,146,1478,476.88,218.2,17.836960014741425,20.096753829246325,26.63268677966323,0.26062213911667453,3
188,238,383,597.52,70.3,18.383460524502127,16.69101523602041,27.04553871160941,0.24133003870909356,2
189,150,546,476.88,68.2,20.68576297838708,20.98888889,28.424225058625435,0.31249210562850777,3
190,128,2225,645.2,328.8,21.43752601913889,17.764106861758794,26.78905352423436,0.3061850891793643,3
191,273,1459,498.65,151.2,20.587926187030142,17.395261220462345,25.86166507273454,0.2624587609792597,3
192,261,649,564.47,189.2,21.93439179223618,19.910691528412286,27.611874058048116,0.25356798553677673,3
193,275,2040,701.77,217.5,21.233359294491105,9.252042161674586,18.677063895393232,0.3021130270936861,2
194,133,1715,1090.65,79.0,24.684014805646903,16.222344715019624,26.555089394597427,0.26296750040183514,1
195,126,1990,640.32,183.2,23.87826806013962,19.444202176190633,26.102888873007686,0.2527591466161033,3
196,122,2225,608.3,200.7,16.41371722865583,20.98888889,28.43836113953234,0.31232909494164796,3
197,202,1884,794.84,133.0,18.213149369343782,9.555934096263778,16.81241536968446,0.3101341685110345,2
198,202,450,691.9,124.9,19.52614985269113,18.089064828248926,28.550917893248602,0.3182908561017181,2
199,235,940,683.06,157.0,24.21953172887622,15.022224782185788,18.76410428390981,0.2507369686876845,2
