State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
Georgia,Athens,10/10/2007,Phoenix,10/22/2009,296,5.59,743,409,3915.63,925.558,21.37840702,16.30987925,27.22127038,0.133309391,1.625241061,4.706666667,0.543509117,2
Georgia,Athens,10/10/2007,Bara 503,10/22/2009,296,5.62,743,409,3915.63,925.558,21.37840702,16.30987925,27.22127038,0.133309391,1.625241061,4.706666667,0.561967917,2
Georgia,Athens,10/10/2007,BaraWet 501,11/1/2010,305,6.5,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.625241061,4.706666667,1.103426056,3
Georgia,Athens,10/10/2007,CW 500,11/1/2010,305,6.57,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.625241061,4.706666667,1.14649659,3
Georgia,Athens,10/10/2007,Phoenix,11/1/2010,305,6.76,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.625241061,4.706666667,1.263402324,3
Georgia,Athens,10/10/2007,GA-505,11/1/2010,305,6.83,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.625241061,4.706666667,1.306472858,3
Georgia,Athens,10/10/2007,Evermore,11/1/2010,305,6.8,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.625241061,4.706666667,1.288014058,3
Georgia,Athens,10/10/2007,Bara 503,11/1/2010,305,6.72,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673,1.625241061,4.706666667,1.238790591,3
Georgia,Midville,11/1/2007,PGI 801,11/20/2008,325,5.2,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.625241061,4.706666667,0.303544714,2
Georgia,Midville,11/1/2007,Bara 503,11/20/2008,325,5.23,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.625241061,4.706666667,0.322003514,2
Georgia,Midville,11/1/2007,BaraWet 501,11/20/2008,325,4.98,385,1,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984,1.625241061,4.706666667,0.16818018,2
Georgia,Midville,11/1/2007,GA-505,8/14/2009,226,2.4,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.625241061,4.706666667,-1.419276637,1
Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,226,2.37,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.625241061,4.706666667,-1.437735437,1
Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,226,2.4,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374,1.625241061,4.706666667,-1.419276637,1
Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,316,3.33,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.625241061,4.706666667,-0.847053831,2
Georgia,Tifton,2/21/2008,GA-505,11/11/2008,316,3.05,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.625241061,4.706666667,-1.019335966,1
Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,316,3.17,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.625241061,4.706666667,-0.945500765,2
Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,316,3.25,264,1,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048,1.625241061,4.706666667,-0.896277298,2
Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,341,5.92,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.625241061,4.706666667,0.746555919,2
Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,341,5.89,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.625241061,4.706666667,0.728097119,2
Georgia,Tifton,2/21/2008,Attention II,12/7/2009,341,6.03,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.625241061,4.706666667,0.814238186,2
Georgia,Tifton,2/21/2008,GA-505,12/7/2009,341,6.02,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826,1.625241061,4.706666667,0.808085253,2
Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,321,4.03,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.625241061,4.706666667,-0.416348493,2
Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,321,3.92,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.625241061,4.706666667,-0.484030761,2
Georgia,Tifton,2/21/2008,Attention II,11/17/2010,321,3.95,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.625241061,4.706666667,-0.46557196,2
Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,321,3.97,1000,345,5022.22,670.614,138.9297511,105.9888866,176.8482793,0.672213199,1.625241061,4.706666667,-0.453266094,2
