Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
123423.86,1337.73,4.908186398,15.92521411,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
137167.69,1492.35,5.751224018,16.81512702,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
150535.07,1588.49,6.662141328,17.8230621,1
163156.29,1737.05,7.308670635,18.48071429,1
163156.29,1737.05,7.308670635,18.48071429,1
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,1
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,0
163156.29,1737.05,7.308670635,18.48071429,0
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
241551.12,1676.08,5.542067183,16.18895349,2
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
252901.02,1727.29,5.943262765,16.6235741,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
262676.7,1825.25,6.416518072,17.12543373,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
276643.96,2066.65,6.847841561,17.58339839,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
361996.1,3569.09,5.291709251,16.34720705,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,0
372266.78,3715.69,5.548177128,16.59960447,1
372266.78,3715.69,5.548177128,16.59960447,0
383493.75,3817.77,5.859210747,16.93473552,0
383493.75,3817.77,5.859210747,16.93473552,1
383493.75,3817.77,5.859210747,16.93473552,1
383493.75,3817.77,5.859210747,16.93473552,1
383493.75,3817.77,5.859210747,16.93473552,0
383493.75,3817.77,5.859210747,16.93473552,1
383493.75,3817.77,5.859210747,16.93473552,1
383493.75,3817.77,5.859210747,16.93473552,0
383493.75,3817.77,5.859210747,16.93473552,1
383493.75,3817.77,5.859210747,16.93473552,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
400987.9,3982.19,6.248983051,17.34995157,0
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
234032.19,2480.13,5.634646597,16.6852356,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
247409.88,2548.6,5.983312422,17.1282936,1
259801.52,2627.47,6.807773019,17.95650964,1
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,1
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,0
259801.52,2627.47,6.807773019,17.95650964,1
259801.52,2627.47,6.807773019,17.95650964,0
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,0
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,1
273619.11,2756.71,6.818754325,18.14455594,0
273619.11,2756.71,6.818754325,18.14455594,0
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,1
345964.18,2766.66,5.925035587,16.55592527,1
345964.18,2766.66,5.925035587,16.55592527,2
345964.18,2766.66,5.925035587,16.55592527,2
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,0
357035.3,2843.61,6.160416667,16.84486111,1
357035.3,2843.61,6.160416667,16.84486111,0
357035.3,2843.61,6.160416667,16.84486111,0
357035.3,2843.61,6.160416667,16.84486111,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
369594.13,2918.5,6.503918919,17.26800676,0
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,2
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
386572.3,3127.99,6.891404221,17.70369318,1
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,1
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,1
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,2
79771.91,996.35,3.253768116,14.35050725,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,4.524516129,15.80587097,1
93811.12,1087.45,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
106233.46,1211.66,5.868542274,17.28763848,1
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
120950.35,1272.58,6.756973684,18.39823684,0
346264.32,3416.84,5.371927498,16.49879752,2
346264.32,3416.84,5.371927498,16.49879752,2
346264.32,3416.84,5.371927498,16.49879752,2
346264.32,3416.84,5.371927498,16.49879752,2
346264.32,3416.84,5.371927498,16.49879752,1
346264.32,3416.84,5.371927498,16.49879752,2
346264.32,3416.84,5.371927498,16.49879752,1
346264.32,3416.84,5.371927498,16.49879752,1
346264.32,3416.84,5.371927498,16.49879752,1
346264.32,3416.84,5.371927498,16.49879752,1
346264.32,3416.84,5.371927498,16.49879752,2
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
358088.32,3598.84,5.649347639,16.77893562,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
371244.15,3780.14,5.976935887,17.08483764,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,1
384907.74,3832.34,6.210857605,17.36054207,0
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,1
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,1
198074.42,2043.17,4.370772798,15.62190108,1
198074.42,2043.17,4.370772798,15.62190108,2
198074.42,2043.17,4.370772798,15.62190108,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
208057.01,2160.44,4.766359584,16.0279049,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
220025.4,2382.58,5.382951977,16.57200565,1
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,1
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
236439.38,2431.7,5.891001335,17.13734312,0
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
131312.6,992.54,6.109206731,17.07591346,1
