,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),,Class
42,Georgia,Athens,10/10/2007,Hybri Force 700,8/28/2008,241,0.09,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
43,Georgia,Athens,10/10/2007,Hybri Force 700,12/5/2008,340,0.61,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,95.95767196,,1
44,Georgia,Athens,10/10/2007,CW 35106,5/6/2008,127,1.12,209,209,922.9,98.288,14.8864,8.691,21.1202,0.15088,0,1,NA,,2
45,Georgia,Athens,10/10/2007,CW 35106,6/20/2008,172,0.3,254,45,1045.84,85.106,23.02977778,16.89888889,29.45133333,0.1252,0,0,NA,,1
46,Georgia,Athens,10/10/2007,CW 35106,8/28/2008,241,0.07,323,69,953.74,134.634,25.7098,20.6416,31.9352,0.1077,0,0,NA,,1
47,Georgia,Athens,10/10/2007,CW 35106,12/5/2008,340,0.61,422,99,622.84,95.254,9.7902,3.9436,16.041,0.13408,0,0,92.92592593,,1
48,Georgia,Athens,10/10/2007,BaraWet 501,5/6/2009,126,1.37,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,89.76190476,,3
49,Georgia,Athens,10/10/2007,BaraWet 501,6/26/2009,177,1.45,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,89.35714286,,3
50,Georgia,Athens,10/10/2007,BaraWet 501,8/6/2009,218,1.3,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,89.03174603,,3
51,Georgia,Athens,10/10/2007,BaraWet 501,9/8/2009,251,1.06,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,88.76984127,,2
52,Georgia,Athens,10/10/2007,BaraWet 501,10/22/2009,295,1.08,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,88.42063492,,2
53,Georgia,Athens,10/10/2007,GA-505,5/6/2009,126,1.31,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,85.11111111,,3
54,Georgia,Athens,10/10/2007,GA-505,6/26/2009,177,1.23,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,84.16666667,,3
55,Georgia,Athens,10/10/2007,GA-505,8/6/2009,218,1.02,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,83.40740741,,2
56,Georgia,Athens,10/10/2007,GA-505,9/8/2009,251,0.95,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,82.7962963,,2
57,Georgia,Athens,10/10/2007,GA-505,10/22/2009,295,1.11,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,81.98148148,,2
58,Georgia,Athens,10/10/2007,CW 500,5/6/2009,126,1.32,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,89.52380952,,3
59,Georgia,Athens,10/10/2007,CW 500,6/26/2009,177,1.25,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,88.71428571,,3
60,Georgia,Athens,10/10/2007,CW 500,8/6/2009,218,1.01,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,88.06349206,,2
61,Georgia,Athens,10/10/2007,CW 500,9/8/2009,251,1.08,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,87.53968254,,2
62,Georgia,Athens,10/10/2007,CW 500,10/22/2009,295,0.93,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,86.84126984,,2
63,Georgia,Athens,10/10/2007,Evermore,5/6/2009,126,1.27,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,84.58730159,,3
64,Georgia,Athens,10/10/2007,Evermore,6/26/2009,177,1.15,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,84.45238095,,2
65,Georgia,Athens,10/10/2007,Evermore,8/6/2009,218,1.12,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,84.34391534,,2
66,Georgia,Athens,10/10/2007,Evermore,9/8/2009,251,1,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,84.25661376,,2
67,Georgia,Athens,10/10/2007,Evermore,10/22/2009,295,0.98,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,84.14021164,,2
68,Georgia,Athens,10/10/2007,Phoenix,5/6/2009,126,1.26,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,82.46031746,,3
69,Georgia,Athens,10/10/2007,Phoenix,6/26/2009,177,1.22,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,80.97619048,,3
70,Georgia,Athens,10/10/2007,Phoenix,8/6/2009,218,0.94,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,79.78306878,,2
71,Georgia,Athens,10/10/2007,Phoenix,9/8/2009,251,0.98,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,78.82275132,,2
72,Georgia,Athens,10/10/2007,Phoenix,10/22/2009,295,0.99,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,77.54232804,,2
73,Georgia,Athens,10/10/2007,Bara 503,5/6/2009,126,1.2,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,89.76190476,,3
74,Georgia,Athens,10/10/2007,Bara 503,6/26/2009,177,1.33,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,89.35714286,,3
75,Georgia,Athens,10/10/2007,Bara 503,8/6/2009,218,1,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,89.03174603,,2
76,Georgia,Athens,10/10/2007,Bara 503,9/8/2009,251,0.9,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,88.76984127,,2
77,Georgia,Athens,10/10/2007,Bara 503,10/22/2009,295,0.87,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,88.42063492,,2
78,Georgia,Athens,10/10/2007,Attention II,5/6/2009,126,1.29,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,85.17460317,,3
79,Georgia,Athens,10/10/2007,Attention II,6/26/2009,177,1.28,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,84.9047619,,3
80,Georgia,Athens,10/10/2007,Attention II,8/6/2009,218,0.86,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,84.68783069,,2
81,Georgia,Athens,10/10/2007,Attention II,9/8/2009,251,0.8,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,84.51322751,,2
82,Georgia,Athens,10/10/2007,Attention II,10/22/2009,295,1.04,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,84.28042328,,2
83,Georgia,Athens,10/10/2007,Bulldog 805,5/6/2009,126,1.28,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,84.46031746,,3
84,Georgia,Athens,10/10/2007,Bulldog 805,6/26/2009,177,1.01,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,82.97619048,,2
85,Georgia,Athens,10/10/2007,Bulldog 805,8/6/2009,218,0.98,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,81.78306878,,2
86,Georgia,Athens,10/10/2007,Bulldog 805,9/8/2009,251,0.87,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,80.82275132,,2
87,Georgia,Athens,10/10/2007,Bulldog 805,10/22/2009,295,1.05,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,79.54232804,,2
88,Georgia,Athens,10/10/2007,Hybri Force 700,5/6/2009,126,1.29,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,94.34920635,,3
89,Georgia,Athens,10/10/2007,Hybri Force 700,6/26/2009,177,0.99,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,93.80952381,,2
90,Georgia,Athens,10/10/2007,Hybri Force 700,8/6/2009,218,0.86,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,93.37566138,,2
91,Georgia,Athens,10/10/2007,Hybri Force 700,9/8/2009,251,1.05,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,93.02645503,,2
92,Georgia,Athens,10/10/2007,Hybri Force 700,10/22/2009,295,1.05,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,92.56084656,,2
93,Georgia,Athens,10/10/2007,TS 4010,5/6/2009,126,1.14,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,87.6984127,,2
94,Georgia,Athens,10/10/2007,TS 4010,6/26/2009,177,1.13,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,86.61904762,,2
95,Georgia,Athens,10/10/2007,TS 4010,8/6/2009,218,0.92,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,85.75132275,,2
96,Georgia,Athens,10/10/2007,TS 4010,9/8/2009,251,0.84,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,85.05291005,,2
97,Georgia,Athens,10/10/2007,TS 4010,10/22/2009,295,0.9,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,84.12169312,,2
98,Georgia,Athens,10/10/2007,Hybri Force 600,5/6/2009,126,1.32,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,83.52380952,,3
99,Georgia,Athens,10/10/2007,Hybri Force 600,6/26/2009,177,1.03,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,82.71428571,,2
100,Georgia,Athens,10/10/2007,Hybri Force 600,8/6/2009,218,0.91,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,82.06349206,,2
101,Georgia,Athens,10/10/2007,Hybri Force 600,9/8/2009,251,0.82,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,81.53968254,,2
102,Georgia,Athens,10/10/2007,Hybri Force 600,10/22/2009,295,0.8,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,80.84126984,,2
103,Georgia,Athens,10/10/2007,CW 35106,5/6/2009,126,1.19,574,151,871.67,236.224,15.3534,9.3272,21.4102,0.15866,0,1,90.11111111,,3
104,Georgia,Athens,10/10/2007,CW 35106,6/26/2009,177,0.76,625,51,1013.91,88.134,23.1086,18.148,29.072,0.1306,0,0,89.16666667,,2
105,Georgia,Athens,10/10/2007,CW 35106,8/6/2009,218,0.81,666,41,897.29,53.594,25.55829268,20.13487805,31.82756098,0.098097561,0,0,88.40740741,,2
106,Georgia,Athens,10/10/2007,CW 35106,9/8/2009,251,0.86,699,33,611.29,99.826,24.33060606,19.49272727,30.24545455,0.116666667,0,0,87.7962963,,2
107,Georgia,Athens,10/10/2007,CW 35106,10/22/2009,295,0.87,743,44,521.47,447.78,18.54113636,14.44659091,23.55113636,0.162522727,0,0,86.98148148,,2
108,Georgia,Athens,10/10/2007,BaraWet 501,4/23/2010,113,0.71,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,85.62021858,,1
109,Georgia,Athens,10/10/2007,BaraWet 501,6/16/2010,167,1.35,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,84.63169399,,3
110,Georgia,Athens,10/10/2007,BaraWet 501,7/13/2010,194,1.08,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,84.13743169,,2
111,Georgia,Athens,10/10/2007,BaraWet 501,8/20/2010,232,2.61,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,83.44180328,,3
112,Georgia,Athens,10/10/2007,BaraWet 501,11/1/2010,305,0.75,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,82.10546448,,1
113,Georgia,Athens,10/10/2007,CW 500,4/23/2010,113,0.78,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,81.20491803,,2
114,Georgia,Athens,10/10/2007,CW 500,6/16/2010,167,1.54,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,79.21311475,,3
115,Georgia,Athens,10/10/2007,CW 500,7/13/2010,194,1.15,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,78.21721311,,2
116,Georgia,Athens,10/10/2007,CW 500,8/20/2010,232,2.58,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,76.81557377,,3
117,Georgia,Athens,10/10/2007,CW 500,11/1/2010,305,0.67,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,74.12295082,,1
118,Georgia,Athens,10/10/2007,Phoenix,4/23/2010,113,0.63,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,74.96994536,,1
119,Georgia,Athens,10/10/2007,Phoenix,6/16/2010,167,1.53,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,74.5420765,,3
120,Georgia,Athens,10/10/2007,Phoenix,7/13/2010,194,1.41,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,74.32814208,,3
121,Georgia,Athens,10/10/2007,Phoenix,8/20/2010,232,2.48,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,74.02704918,,3
122,Georgia,Athens,10/10/2007,Phoenix,11/1/2010,305,0.58,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,73.44863388,,1
123,Georgia,Athens,10/10/2007,GA-505,4/23/2010,113,0.61,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,79.33060109,,1
124,Georgia,Athens,10/10/2007,GA-505,6/16/2010,167,1.54,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,78.63715847,,3
125,Georgia,Athens,10/10/2007,GA-505,7/13/2010,194,1.2,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,78.29043716,,3
126,Georgia,Athens,10/10/2007,GA-505,8/20/2010,232,2.2,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,77.80245902,,3
127,Georgia,Athens,10/10/2007,GA-505,11/1/2010,305,0.59,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,76.86502732,,1
128,Georgia,Athens,10/10/2007,Evermore,4/23/2010,113,0.7,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,77.71311475,,1
129,Georgia,Athens,10/10/2007,Evermore,6/16/2010,167,1.54,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,75.10163934,,3
130,Georgia,Athens,10/10/2007,Evermore,7/13/2010,194,1.11,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,73.79590164,,2
131,Georgia,Athens,10/10/2007,Evermore,8/20/2010,232,2.34,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,71.95819672,,3
132,Georgia,Athens,10/10/2007,Evermore,11/1/2010,305,0.63,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,68.42786885,,1
133,Georgia,Athens,10/10/2007,Bara 503,4/23/2010,113,0.6,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,79.83060109,,1
134,Georgia,Athens,10/10/2007,Bara 503,6/16/2010,167,1.41,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,76.43715847,,3
135,Georgia,Athens,10/10/2007,Bara 503,7/13/2010,194,1.17,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,74.74043716,,2
136,Georgia,Athens,10/10/2007,Bara 503,8/20/2010,232,2.63,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,72.35245902,,3
137,Georgia,Athens,10/10/2007,Bara 503,11/1/2010,305,0.62,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,67.76502732,,1
138,Georgia,Athens,10/10/2007,TS 4010,4/23/2010,113,0.61,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,74.1557377,,1
139,Georgia,Athens,10/10/2007,TS 4010,6/16/2010,167,1.39,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,70.48196721,,3
140,Georgia,Athens,10/10/2007,TS 4010,7/13/2010,194,0.98,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,68.64508197,,2
141,Georgia,Athens,10/10/2007,TS 4010,8/20/2010,232,2.47,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,66.05983607,,3
142,Georgia,Athens,10/10/2007,TS 4010,11/1/2010,305,0.58,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,61.09344262,,1
143,Georgia,Athens,10/10/2007,Attention II,4/23/2010,113,0.67,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,83.92896175,,1
144,Georgia,Athens,10/10/2007,Attention II,6/16/2010,167,1.55,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,83.89945355,,3
145,Georgia,Athens,10/10/2007,Attention II,7/13/2010,194,1.21,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,83.88469945,,3
146,Georgia,Athens,10/10/2007,Attention II,8/20/2010,232,2.17,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,83.86393443,,3
147,Georgia,Athens,10/10/2007,Attention II,11/1/2010,305,0.58,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,83.82404372,,1
148,Georgia,Athens,10/10/2007,Bulldog 805,4/23/2010,113,0.41,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,74.2704918,,1
149,Georgia,Athens,10/10/2007,Bulldog 805,6/16/2010,167,1.42,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,72.72131148,,3
150,Georgia,Athens,10/10/2007,Bulldog 805,7/13/2010,194,1.27,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,71.94672131,,3
151,Georgia,Athens,10/10/2007,Bulldog 805,8/20/2010,232,1.88,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,70.85655738,,3
152,Georgia,Athens,10/10/2007,Bulldog 805,11/1/2010,305,0.65,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,68.76229508,,1
153,Georgia,Athens,10/10/2007,Hybri Force 700,4/23/2010,113,0.65,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,87.95081967,,1
154,Georgia,Athens,10/10/2007,Hybri Force 700,6/16/2010,167,1.43,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,86.26885246,,3
155,Georgia,Athens,10/10/2007,Hybri Force 700,7/13/2010,194,1.12,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,85.42786885,,2
156,Georgia,Athens,10/10/2007,Hybri Force 700,8/20/2010,232,2.3,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,84.2442623,,3
157,Georgia,Athens,10/10/2007,Hybri Force 700,11/1/2010,305,0.6,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,81.9704918,,1
158,Georgia,Athens,10/10/2007,Hybri Force 600,4/23/2010,113,0.61,926,183,885.11,76.198,13.9814,7.3202,20.5942,0.1445,0,1,77.12295082,,1
159,Georgia,Athens,10/10/2007,Hybri Force 600,6/16/2010,167,1.28,980,54,1045.9,193.304,22.4546,17.2004,28.3842,0.14282,0,0,75.92786885,,3
160,Georgia,Athens,10/10/2007,Hybri Force 600,7/13/2010,194,1.04,1007,27,614.49,148.828,26.49259259,21.29185185,32.63814815,0.143888889,0,0,75.33032787,,2
161,Georgia,Athens,10/10/2007,Hybri Force 600,8/20/2010,232,2.3,1045,38,744.94,238.752,27.20263158,22.90263158,33.13815789,0.118289474,0,0,74.48934426,,3
162,Georgia,Athens,10/10/2007,Hybri Force 600,11/1/2010,305,0.63,1118,73,802.31,190.746,19.2948,12.6746,26.917,0.11228,0,0,72.87377049,,1
