State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
Kentucky,Lexington,4/5/2016,Evermore,9/19/2016,263,2.13,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.849199325,1
Kentucky,Lexington,4/5/2016,GA-497HD,9/19/2016,263,2.27,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.781982805,1
Kentucky,Lexington,4/5/2016,WL 365HQ,9/19/2016,263,2.48,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.681158024,1
Kentucky,Lexington,4/5/2016,Rebound 6XT,9/19/2016,263,2.34,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.748374544,1
Kentucky,Lexington,4/5/2016,Contender,9/19/2016,263,2.21,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.810789885,1
Kentucky,Lexington,4/5/2016,Caliber,9/19/2016,263,1.99,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.916415846,1
Kentucky,Lexington,4/5/2016,Saranac AR,9/19/2016,263,2.11,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.858801685,1
Kentucky,Lexington,4/5/2016,GA-505,9/19/2016,263,2.13,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.849199325,1
Kentucky,Lexington,4/5/2016,AM-14-900,9/19/2016,263,2.19,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.820392245,1
Kentucky,Lexington,4/5/2016,AFX095026,9/19/2016,263,2.1,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.863602865,1
Kentucky,Lexington,4/5/2016,LS 905,9/19/2016,263,2.11,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.858801685,1
Kentucky,Lexington,4/5/2016,AFX095005,9/19/2016,263,2.07,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.878006405,1
Kentucky,Lexington,4/5/2016,AM-09-600,9/19/2016,263,2.13,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.849199325,1
Kentucky,Lexington,4/5/2016,NF11ALF006,9/19/2016,263,2.03,167,1,2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,2.08282129,5.981551724,-1.897211125,1
Kentucky,Lexington,4/5/2017,Ameristand 403T Plus,9/14/2017,257,2.27,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.781982805,1
Kentucky,Lexington,4/5/2017,Contender,9/14/2017,257,2.11,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.858801685,1
Kentucky,Lexington,4/5/2017,Caliber,9/14/2017,257,2.11,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.858801685,1
Kentucky,Lexington,4/5/2017,Evermore,9/14/2017,257,2.1,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.863602865,1
Kentucky,Lexington,4/5/2017,Fierce,9/14/2017,257,2.14,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.844398145,1
Kentucky,Lexington,4/5/2017,Saranac AR,9/14/2017,257,1.96,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.930819386,1
Kentucky,Lexington,4/5/2017,GA-505,9/14/2017,257,1.99,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-1.916415846,1
Kentucky,Lexington,4/5/2017,NF11ALF006,9/14/2017,257,1.81,162,1,4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,2.08282129,5.981551724,-2.002837086,1
Kentucky,Lexington,4/12/2018,Saranac AR,8/20/2018,232,1.53,130,1,1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,2.08282129,5.981551724,-2.137270127,1
Kentucky,Lexington,4/12/2018,Ameristand 403T Plus,8/20/2018,232,1.47,130,1,1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,2.08282129,5.981551724,-2.166077208,1
Kentucky,Lexington,4/12/2018,NF11ALF006,8/20/2018,232,1.3,130,1,1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,2.08282129,5.981551724,-2.247697268,1
Kentucky,Lexington,4/12/2018,BYS5028,8/20/2018,232,1.34,130,1,1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,2.08282129,5.981551724,-2.228492548,1
Wisconsin,Arlington,41730,AFX h134093,41886,247,3.85,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.023396359,1
Wisconsin,Arlington,41730,AFX h134091,41886,247,3.44,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.22024474,1
Wisconsin,Arlington,41730,AFX h134089,41886,247,3.41,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.23464828,1
Wisconsin,Arlington,41730,LH 9700,41886,247,3.35,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.263455361,1
Wisconsin,Arlington,41730,AFX h134090,41886,247,3.28,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.297063621,1
Wisconsin,Arlington,41730,Vernal,41886,247,3.25,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.311467161,1
Wisconsin,Arlington,41730,SW 4351,41886,247,3.23,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.321069521,1
Wisconsin,Arlington,41730,AFX h134094,41886,247,3.19,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.340274241,1
Wisconsin,Arlington,41730,AFX 064022,41886,247,3.16,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.354677781,1
Wisconsin,Arlington,41730,LS 706,41886,247,3.14,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.364280141,1
Wisconsin,Arlington,41730,AFX h134092,41886,247,3.13,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.369081321,1
Wisconsin,Arlington,41730,AFXA 113010,41886,247,3.13,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.369081321,1
Wisconsin,Arlington,41730,AFX 103009,41886,247,3.09,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.388286041,1
Wisconsin,Arlington,41730,55Q27,41886,247,3.07,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.397888402,1
Wisconsin,Arlington,41730,Nuton Alf,41886,247,3.07,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.397888402,1
Wisconsin,Arlington,41730,SW 4332,41886,247,2.99,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.436297842,1
Wisconsin,Arlington,41730,AFX 095026,41886,247,2.95,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.455502562,1
Wisconsin,Arlington,41730,55V50,41886,247,2.84,156,1,2781,109.7,16.14,10.44,21.8,0.07,2.08282129,5.981551724,-1.508315542,1
Wisconsin,Marshfield,41730,Mariner IV,41890,251,2.41,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.714766284,1
Wisconsin,Marshfield,41730,AFX083003,41890,251,2.3,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.767579264,1
Wisconsin,Marshfield,41730,FSG408DP,41890,251,2.29,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.772380444,1
Wisconsin,Marshfield,41730,Vernal,41890,251,2.27,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.781982805,1
Wisconsin,Marshfield,41730,55Q27,41890,251,2.23,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.801187525,1
Wisconsin,Marshfield,41730,AFX113010,41890,251,2.18,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.825193425,1
Wisconsin,Marshfield,41730,55V50,41890,251,2.12,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.854000505,1
Wisconsin,Marshfield,41730,AFX095023,41890,251,2.1,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.863602865,1
Wisconsin,Marshfield,41730,X13-9202B,41890,251,2.07,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.878006405,1
Wisconsin,Marshfield,41730,AFX103009,41890,251,2.03,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.897211125,1
Wisconsin,Marshfield,41730,Nuton,41890,251,1.97,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.926018206,1
Wisconsin,Marshfield,41730,AFX064022,41890,251,1.93,160,1,2781,548.5,16.14,10.44,21.8,0.7,2.08282129,5.981551724,-1.945222926,1
Wisconsin,Marshfield,42095,MS Sunstra 144142*,42243,239,1.73,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.041246527,1
Wisconsin,Marshfield,42095,MS Sunstra 145154*,42243,239,1.61,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.098860687,1
Wisconsin,Marshfield,42095,MS Sunstra 145159*,42243,239,1.61,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.098860687,1
Wisconsin,Marshfield,42095,MS Sunstra 144110*,42243,239,1.54,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.132468947,1
Wisconsin,Marshfield,42095,HybriForce 3400,42243,239,1.52,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.142071307,1
Wisconsin,Marshfield,42095,55V50,42243,239,1.49,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.156474847,1
Wisconsin,Marshfield,42095,54Q14,42243,239,1.36,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.218890188,1
Wisconsin,Marshfield,42095,55Q27,42243,239,1.35,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.223691368,1
Wisconsin,Marshfield,42095,FF42.A2,42243,239,1.32,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.238094908,1
Wisconsin,Marshfield,42095,Vernal,42243,239,1.19,148,1,2883,453.6,16.84,11.08,22.62,0.07,2.08282129,5.981551724,-2.300510249,1
Kentucky,Lexington,8/9/2012,55V50,8/12/2013,224,7.01,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,2.08282129,5.981551724,0.493776533,2
Kentucky,Lexington,8/9/2012,Phoenix,8/12/2013,224,6.97,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,2.08282129,5.981551724,0.474571813,2
Kentucky,Lexington,8/9/2012,Evermore,8/12/2013,224,6.96,368,1,3273.52,804.6,17.60733333,12.61707097,22.59871398,0.313480989,2.08282129,5.981551724,0.469770633,2
Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/16/2015,259,6.23,1133,363,3522.72,929.1,20.14366987,14.923503,25.46669628,0.293502233,2.08282129,5.981551724,0.11928449,2
Kentucky,Lexington,8/9/2012,55V50,9/19/2016,263,6.97,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2.08282129,5.981551724,0.474571813,2
Kentucky,Lexington,8/9/2012,Radiance HD,9/19/2016,263,6.02,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2.08282129,5.981551724,0.018459709,2
Kentucky,Lexington,8/9/2012,GA-505,9/19/2016,263,6.02,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2.08282129,5.981551724,0.018459709,2
Kentucky,Lexington,8/9/2012,Caliber,9/19/2016,263,6.04,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2.08282129,5.981551724,0.02806207,2
Kentucky,Lexington,8/9/2012,Evermore,9/19/2016,263,6.18,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2.08282129,5.981551724,0.09527859,2
Kentucky,Lexington,8/9/2012,Ameristand 403T,9/19/2016,263,5.88,1502,369,3516.02,625.4,20.46624466,15.25568369,25.92113829,0.279507591,2.08282129,5.981551724,-0.048756811,2
Kentucky,Lexington,8/9/2012,Evermore,9/15/2017,258,6.13,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,0.07127269,2
Kentucky,Lexington,8/9/2012,Withstand,9/15/2017,258,6.4,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,0.200904551,2
Kentucky,Lexington,8/9/2012,Ameristand 403T,9/15/2017,258,5.99,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,0.004056169,2
Kentucky,Lexington,8/9/2012,CW 085028,9/15/2017,258,5.88,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,-0.048756811,2
Kentucky,Lexington,8/9/2012,CW 065030,9/15/2017,258,5.6,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,-0.183189852,2
Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/15/2017,258,5.6,1863,361,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,-0.183189852,2
Kentucky,Lexington,8/9/2012,55V50,9/12/2018,255,4.12,2225,362,3258.88,802.3,20.79389409,15.9627588,25.85671097,0.299102051,2.08282129,5.981551724,-0.893764498,2
Kentucky,Lexington,8/9/2012,Arc,9/12/2018,255,4.34,2225,362,3258.88,802.3,20.79389409,15.9627588,25.85671097,0.299102051,2.08282129,5.981551724,-0.788138537,2
Kentucky,Lexington,8/9/2012,CW 065030,9/12/2018,255,4.48,2225,362,3258.88,802.3,20.79389409,15.9627588,25.85671097,0.299102051,2.08282129,5.981551724,-0.720922016,2
Kentucky,Lexington,3/31/2015,Caliber,9/19/2016,263,7.02,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,2.08282129,5.981551724,0.498577713,2
Kentucky,Lexington,3/31/2015,Fierce,9/19/2016,263,6.79,538,368,3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,2.08282129,5.981551724,0.388150572,2
Kentucky,Lexington,3/31/2015,Saranac AR,9/14/2017,257,5.29,898,356,3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2.08282129,5.981551724,-0.332026433,2
Kentucky,Lexington,3/31/2015,Buffalo,9/14/2017,257,5.76,898,356,3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2.08282129,5.981551724,-0.106370972,2
Kentucky,Lexington,3/31/2015,Ameristand 427TQ,9/12/2018,255,4.46,1261,367,3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2.08282129,5.981551724,-0.730524376,2
Kentucky,Lexington,3/31/2015,Caliber,9/12/2018,255,4.53,1261,367,3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2.08282129,5.981551724,-0.696916116,2
Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,9/12/2018,255,4.55,1261,367,3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2.08282129,5.981551724,-0.687313756,2
Kentucky,Lexington,3/31/2015,Contender,9/12/2018,255,4.4,1261,367,3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2.08282129,5.981551724,-0.759331457,2
Kentucky,Lexington,3/31/2015,Saranac AR,9/12/2018,255,4.25,1261,367,3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2.08282129,5.981551724,-0.831349157,2
Kentucky,Lexington,3/31/2015,Buffalo,9/12/2018,255,4.3,1261,367,3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2.08282129,5.981551724,-0.807343257,2
Kentucky,Lexington,4/5/2016,FSG 415BR,9/15/2017,258,7.53,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,0.743437895,2
Kentucky,Lexington,4/5/2016,LS 905,9/15/2017,258,7.71,528,362,3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2.08282129,5.981551724,0.829859136,2
Kentucky,Lexington,4/5/2016,FSG 415BR,9/13/2018,256,5.47,891,363,3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2.08282129,5.981551724,-0.245605193,2
Kentucky,Lexington,4/5/2016,GA-497HD,9/13/2018,256,5.59,891,363,3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2.08282129,5.981551724,-0.187991032,2
Kentucky,Lexington,4/5/2016,Contender,9/13/2018,256,5.5,891,363,3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2.08282129,5.981551724,-0.231201652,2
Wisconsin,Arlington,40664,Mssunstra-B13,41885,246,6.57,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.282524612,2
Wisconsin,Arlington,40664,Mssunstra-B12,41885,246,6.59,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.292126972,2
Wisconsin,Arlington,40664,DSB10-T,41885,246,5.85,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,-0.063160351,2
Wisconsin,Arlington,40664,Oneida VR,41885,246,5.84,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,-0.067961531,2
Wisconsin,Arlington,40664,Vernal,41885,246,5.5,1221,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,-0.231201652,2
Wisconsin,Arlington,41133,Mariner IV,41885,246,7.4,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.681022555,2
Wisconsin,Arlington,41133,Magnitude,41885,246,7.32,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.642613114,2
Wisconsin,Arlington,41133,Mssunstra-C16,41885,246,7.26,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.613806034,2
Wisconsin,Arlington,41133,PGI 557,41885,246,7.23,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.599402494,2
Wisconsin,Arlington,41133,Mssunstra-C14,41885,246,7.19,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.580197774,2
Wisconsin,Arlington,41133,Mssunstra-C13,41885,246,7.15,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.560993054,2
Wisconsin,Arlington,41133,Lancer,41885,246,7.03,752,365,4806,826.3,5.68,-0.47,11.14,0.07,2.08282129,5.981551724,0.503378893,2
Wisconsin,Marshfield,41365,PGI 212,41919,280,5.6,554,365,4737,860.7,5.53,-0.53,10.92,0.08,2.08282129,5.981551724,-0.183189852,2
Wisconsin,Marshfield,41365,FSG 403LR,41919,280,5.5,554,365,4737,860.7,5.53,-0.53,10.92,0.08,2.08282129,5.981551724,-0.231201652,2
Wisconsin,Arlington,41133,MSSUNSTRA-C16*,42251,247,6.5,1118,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.248916351,2
Wisconsin,Arlington,41133,PGI 557,42251,247,6.46,1118,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.229711631,2
Wisconsin,Arlington,41133,MARINER IV,42251,247,6.45,1118,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.224910451,2
Wisconsin,Arlington,41133,MSSUNSTRA-C11*,42251,247,6.43,1118,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.215308091,2
Wisconsin,Arlington,41133,HYBRIFORCE-3400**,42251,247,6.38,1118,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.191302191,2
Wisconsin,Arlington,41133,MSSUNSTRA-C12*,42251,247,6.26,1118,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.13368803,2
Wisconsin,Arlington,41365,MSSUNSTRA-D13*,42251,247,6.24,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.12408567,2
Wisconsin,Arlington,41365,6472A,42251,247,5.55,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.207195752,2
Wisconsin,Arlington,41365,FSG 424,42251,247,5.47,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.245605193,2
Wisconsin,Arlington,41365,ROADRUNNER,42251,247,5.21,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.370435874,2
Wisconsin,Arlington,41365,MSSUNSTRA-D15*,42251,247,4.93,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.504868915,2
Wisconsin,Arlington,41365,VERNAL,42251,247,4.65,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.639301956,2
Wisconsin,Arlington,41365,ONEIDA VR,42251,247,4.62,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.653705496,2
Wisconsin,Arlington,41365,MSSUNSTRA-D14*,42251,247,4.56,886,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.682512576,2
Wisconsin,Marshfield,41365,FSG 403LR,42240,236,4.75,875,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.591290155,2
Wisconsin,Marshfield,41365,ONEIDA VR,42240,236,4.4,875,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,-0.759331457,2
Wisconsin,Marshfield,41730,55V50,42240,236,6.09,510,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,0.05206797,2
Wisconsin,Lancaster,41730,AFX 064022,42605,236,8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.969093357,2
Wisconsin,Lancaster,41730,55Q27,42605,236,8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.969093357,2
Wisconsin,Lancaster,41730,LH 9700,42605,236,7.8,875,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.873069756,2
Wisconsin,Lancaster,41730,AFX h134093,42605,236,7.3,875,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.633010754,2
Wisconsin,Lancaster,41730,FSG 408 DP,42605,236,7.2,875,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.584998954,2
Wisconsin,Marshfield,41730,AFX083003*,42613,244,7,883,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.488975353,2
Wisconsin,Marshfield,41730,FSG408DP,42613,244,6.8,883,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.392951752,2
Wisconsin,Marshfield,41730,AFX064022*,42613,244,6.78,883,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.383349392,2
Wisconsin,Marshfield,41730,AFX095023*,42613,244,6.62,883,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.306530512,2
Wisconsin,Marshfield,41730,AFX103009*,42613,244,6.55,883,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,0.272922251,2
Wisconsin,Marshfield,42095,FF42.A2,42613,244,5.73,518,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,-0.120774512,2
Wisconsin,Marshfield,42095,Vernal,42613,244,5.42,518,365,4641,1023.5,9.45,4.19,14.51,0.08,2.08282129,5.981551724,-0.269611093,2
Wisconsin,Arlington,41730, 55V50 ,42249,245,9.8,519,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,1.833305764,3
Wisconsin,Arlington,41730, SW 4351 ,42249,245,9.44,519,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,1.660463282,3
Wisconsin,Arlington,41730, AFXh 134090 ,42249,245,9.34,519,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,1.612451482,3
Wisconsin,Arlington,41730, AFX 103009 ,42249,245,9.14,519,365,4638,747.3,6.89,1.38,12.03,0.08,2.08282129,5.981551724,1.516427881,3
