,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
21,Kentucky,Lexington,3/31/2015,CW 085028,8/20/2018,253,7.79,980,2,2707.54,603.9,19.58001838,15.50927059,25.77888915,0.296454997
22,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/19/2016,263,7.17,1045,1,3119.74,863.7,21.52817083,15.50463602,25.75158547,0.294886544
23,Kentucky,Lexington,8/9/2012,BYS5028,9/14/2017,256,7.79,852,345,3407.08,685.3,20.15297886,16.35336591,25.24510965,0.297857423
24,Kentucky,Lexington,8/9/2012,Fierce,9/15/2017,263,7.79,1074,312,3364.02,676.2,20.77949362,14.10793083,25.04702582,0.297012553
25,Kentucky,Lexington,8/9/2012,Saranac AR,8/12/2013,258,7.79,398,350,3775.12,848.5,23.79017857,15.72780348,25.01539583,0.301697515
26,Kentucky,Lexington,8/9/2012,Fierce,9/14/2017,258,3.31,130,372,2254.64,752.8,19.67009232,16.25949261,27.22447463,0.294607283
27,Kentucky,Lexington,4/5/2016,Rebound 6XT,9/16/2015,224,5.41,130,347,3679.81,823.4,23.79017857,18.2157413,25.86494011,0.297265623
28,Kentucky,Lexington,8/9/2012,Withstand,9/15/2017,263,2.66,642,394,1856.67,681,20.94974703,13.96578354,29.25310714,0.282569779
29,Kentucky,Lexington,3/31/2015,Rebound 6XT,9/17/2015,262,7.79,1161,81,3254.67,855.4,20.04440127,15.79394145,25.82329274,0.288535325
30,Kentucky,Lexington,8/9/2012,NF11ALF006,9/16/2015,262,4.6,875,371,3475.4,1043.2,21.24145569,15.68865281,26.13923657,0.313480989
31,Kentucky,Lexington,3/31/2015,Caliber,9/15/2017,234,7.42,1881,1,3659.05,878.7,20.15565301,16.07565802,28.64059104,0.29833724
32,Kentucky,Lexington,4/5/2017,Phoenix,9/18/2014,263,3.12,569,1,4823.96,856.2,20.35607067,14.83162538,24.94701887,0.29810812
33,Kentucky,Lexington,4/5/2016,Saranac AR,9/13/2018,257,7.79,1067,357,3407.49,852.2,21.45197622,13.43400786,25.65969591,0.297298923
34,Kentucky,Lexington,4/12/2018,Ameristand 427TQ,9/15/2017,263,6.62,130,353,3482.2,793.5,19.71860944,13.76962571,24.87802392,0.292229211
35,Kentucky,Lexington,4/12/2018,Caliber,8/12/2013,263,7.15,328,349,3726.13,823.7,23.79017857,18.7789018,24.701962,0.285047555
36,Kentucky,Lexington,4/12/2018,FSG 415BR,9/12/2018,258,7.79,759,359,3473.64,748.8,23.79017857,13.37224424,26.05901435,0.294685703
37,Kentucky,Lexington,4/5/2017,Ameristand 403T Plus,9/15/2017,263,6.15,849,1,3480.17,557.2,19.99518023,14.87880989,28.00195445,0.298027184
38,Kentucky,Lexington,4/5/2017,AFX095005,9/19/2016,256,7.79,864,1,3447.33,624.5,23.79017857,15.69625703,24.94651707,0.2729625
39,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,9/15/2017,231,3.44,484,353,3579.34,827,20.37639951,14.56182656,26.33154089,0.297309872
40,Kentucky,Lexington,4/5/2016,Saranac AR,9/15/2017,263,3.49,556,1,4823.96,661.1,20.21745069,14.95217101,26.87289529,0.2729625
41,Kentucky,Lexington,3/31/2015,Saranac AR,9/13/2018,260,3.74,972,315,3557.14,836.2,21.29444797,15.66926586,24.93958296,0.283229014
42,Kentucky,Lexington,4/5/2016,Contender,9/14/2017,262,5.77,130,317,3574.75,788.8,19.9915977,14.11122128,25.3417313,0.289320353
43,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/15/2017,263,6.57,1153,337,3466.87,757.4,21.61303924,15.492758,26.15726412,0.287876714
44,Kentucky,Lexington,8/9/2012,Rebound 6XT,9/13/2018,260,7.72,1092,359,4451.02,683.5,23.79017857,15.69600429,24.47461097,0.298521898
45,Kentucky,Lexington,8/9/2012,Caliber,9/17/2015,263,6.89,1291,402,2621.97,709.5,20.20338665,14.7680121,26.06609827,0.282245246
46,Kentucky,Lexington,8/9/2012,FSG 415BR,9/19/2016,263,4.68,130,299,3331.03,404,21.15102363,15.31273442,24.92409585,0.283729143
47,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/15/2017,257,6.51,1832,347,3707.27,857.2,18.82962973,14.27434775,25.35419032,0.295251447
48,Kentucky,Lexington,8/9/2012,Rebound 6XT,8/12/2013,258,7.03,1227,51,3639.98,866,20.02465475,15.2581487,25.926171,0.304887806
49,Kentucky,Lexington,4/5/2016,GA-497HD,9/14/2017,254,3.14,650,305,1856.67,835,19.77209411,15.55905018,25.17969854,0.286151753
50,Kentucky,Lexington,4/5/2017,BYS5028,9/15/2017,224,7.79,802,348,4578.26,869,20.09034342,13.95623394,26.05496272,0.308158486
51,Kentucky,Lexington,4/5/2016,55V50,8/20/2018,263,5.04,775,327,3343.88,979.6,20.7958389,15.70659504,26.26387183,0.275663886
52,Kentucky,Lexington,4/12/2018,Saranac AR,9/13/2018,263,6.29,130,372,3525.92,404,20.43454829,16.02019463,22.59871398,0.296282124
53,Kentucky,Lexington,4/5/2016,Arc,9/18/2014,263,7.13,344,1,3560.89,599.5,19.65930497,15.17344363,29.05621617,0.296505243
54,Kentucky,Lexington,8/9/2012,Caliber,9/19/2016,263,6.53,130,1,3575.66,681.1,20.17580366,15.47023429,27.91469512,0.293465196
55,Kentucky,Lexington,4/5/2017,NF11ALF006,9/18/2014,250,7.76,330,1,3146.16,799.2,19.62747103,16.20750814,25.43095452,0.302803899
56,Kentucky,Lexington,4/5/2016,4030,8/12/2013,263,7.05,937,338,3615.95,1043.2,19.89780476,15.71431711,26.74447532,0.281072357
57,Kentucky,Lexington,4/5/2016,CW 065030,9/12/2018,258,7.34,130,1,3614.26,1043.2,20.39303549,16.45752605,28.93396618,0.292565899
58,Kentucky,Lexington,3/31/2015,Caliber,9/14/2017,261,7.54,591,340,3732.43,809.5,20.57108163,15.30821075,26.86979288,0.297892543
59,Kentucky,Lexington,4/5/2017,Evermore,9/19/2016,260,5.73,2225,362,3514.12,784.1,21.40947528,15.56381075,26.5744981,0.296656946
60,Kentucky,Lexington,8/9/2012,CW 065030,9/19/2016,253,6.45,2225,1,3543.95,795.6,20.34296694,13.57125947,22.59871398,0.282855726
61,Kentucky,Lexington,3/31/2015,Evermore,9/17/2015,263,1.54,343,87,3574.89,830.4,20.84262671,15.34335041,26.71172852,0.295092086
62,Kentucky,Lexington,4/5/2016,Fierce,9/13/2018,262,3.59,545,361,2523.3,806.8,19.05409269,14.20567582,25.58497202,0.292227806
63,Kentucky,Lexington,4/5/2016,Buffalo,9/19/2016,263,7.79,130,329,4797.23,794.4,20.56109623,15.52116888,22.59871398,0.287174172
64,Kentucky,Lexington,4/5/2016,Ameristand 403T,9/15/2017,255,6.95,907,391,3371.81,800.9,19.94253406,15.93640836,25.16956441,0.296820309
65,Kentucky,Lexington,4/5/2016,Saranac AR,9/15/2017,259,6.38,1939,50,3468,851,21.32107862,15.8341045,26.23779014,0.291925343
66,Kentucky,Lexington,4/5/2016,Caliber,9/19/2016,260,5.8,1181,331,3541.81,675.8,20.47852488,13.15480442,28.34145102,0.307768987
67,Kentucky,Lexington,4/5/2016,Evermore,9/19/2016,253,6.67,1299,326,3431.13,782.3,20.6126727,16.85561411,24.02424565,0.304519232
68,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,9/16/2015,263,6.65,130,353,1856.67,961.1,20.86176978,16.46013147,26.05761633,0.29495059
69,Kentucky,Lexington,4/5/2016,Ameristand 427TQ,8/12/2013,263,1.89,469,359,2762.79,873.9,20.28081665,16.22077101,25.81810422,0.282773179
70,Kentucky,Lexington,4/5/2016,NF11ALF006,9/19/2016,256,4.63,1116,312,2107.05,800.8,19.98740173,13.54965787,29.25310714,0.283135055
71,Kentucky,Lexington,8/9/2012,4030,9/19/2016,263,6.17,136,364,3455.69,686.2,19.60053385,14.20021594,26.32164811,0.30146831
72,Kentucky,Lexington,4/5/2016,Radiance HD,9/15/2017,263,7.37,1077,29,3185.52,821.9,23.66145589,13.76491439,25.45161773,0.29134664
73,Kentucky,Lexington,3/31/2015,WL 365HQ,9/19/2016,262,7.49,2225,1,3365.51,628.5,20.4890652,16.32512035,25.8035276,0.299054765
74,Kentucky,Lexington,4/5/2016,Evermore,9/15/2017,263,6.67,2225,304,4823.96,840.9,20.43410924,15.35380897,25.88867449,0.293191702
75,Kentucky,Lexington,4/5/2016,Saranac AR,9/14/2017,252,6.67,380,48,2481.23,556.3,20.77115306,15.4478618,24.11586506,0.28785544
76,Kentucky,Lexington,8/9/2012,NF11ALF006,9/15/2017,263,3.19,888,402,3289.69,606.2,20.99815347,14.90738053,25.80612332,0.286733436
77,Kentucky,Lexington,4/5/2016,AM-14-900,9/18/2014,258,5.01,1664,346,4823.96,861.1,23.79017857,14.89446025,24.76245244,0.283980115
78,Kentucky,Lexington,8/9/2012,Contender,8/12/2013,263,7.18,529,371,4487.22,823.2,20.17613887,16.23136219,22.59871398,0.274165197
79,Kentucky,Lexington,4/5/2016,FSG-426,9/19/2016,242,5.23,1656,53,3343.41,585.4,20.37013651,16.81925767,24.10506332,0.28532009
80,Kentucky,Lexington,8/9/2012,Caliber,9/18/2014,255,7.79,867,334,3624.76,804.2,23.79017857,15.20995071,22.70542868,0.30408145
81,Kentucky,Lexington,8/9/2012,4030,9/13/2018,261,7.67,1210,1,3498.01,772.5,20.17478669,16.13765545,26.20173128,0.313480989
82,Kentucky,Lexington,4/5/2016,GA-ALFG-1,9/19/2016,259,5.33,130,314,3342.14,900.6,20.1095261,15.25425345,24.78169213,0.290692701
83,Kentucky,Lexington,8/9/2012,Ameristand 427TQ,9/19/2016,261,6.84,1126,349,3718.54,529.5,20.41327897,14.01594283,24.84397542,0.288503617
84,Kentucky,Lexington,8/9/2012,Evermore,9/15/2017,263,3.51,868,74,2743.17,706.5,19.9118981,15.77755504,25.68069328,0.287332414
85,Kentucky,Lexington,8/9/2012,Rebound 6XT,9/15/2017,262,6.5,2225,1,3473.15,784.6,21.41290364,13.90649303,25.58925953,0.295806877
86,Kentucky,Lexington,4/5/2016,Evermore,9/14/2017,263,3.9,1625,361,3597.02,656.5,23.79017857,14.83099478,22.59871398,0.296589283
87,Kentucky,Lexington,8/9/2012,Radiance HD,9/13/2018,263,3.59,1382,311,3356.69,822.5,23.79017857,15.42512445,24.72711087,0.286609728
88,Kentucky,Lexington,8/9/2012,AFX095005,9/15/2017,253,6.63,1054,380,4683.16,601.3,19.69844374,15.68594112,24.91128636,0.28128701
89,Kentucky,Lexington,8/9/2012,CW 085028,9/16/2015,263,6.43,1593,322,2200.45,848.3,20.08853765,15.30722983,25.88817399,0.291333327
90,Kentucky,Lexington,8/9/2012,4030,8/20/2018,261,6.2,334,384,3686.8,875.1,20.72859331,15.97736332,26.62695526,0.287163564
91,Kentucky,Lexington,4/5/2016,FSG 415BR,9/12/2018,233,7.79,1535,364,3453.55,837.7,20.88705103,15.50060613,25.71194926,0.300307982
92,Kentucky,Lexington,4/5/2016,LS 905,9/19/2016,263,7.79,826,316,3523.79,667.8,23.79017857,15.29898689,26.14000737,0.292181595
93,Kentucky,Lexington,8/9/2012,CW 065030,8/12/2013,259,7.79,603,110,3545.58,837.5,20.64458939,14.01083493,24.26383181,0.313480989
94,Kentucky,Lexington,8/9/2012,NF11ALF006,9/17/2015,253,3.82,489,300,3620.55,821.5,23.79017857,15.03200649,24.57282743,0.308453792
95,Kentucky,Lexington,8/9/2012,Contender,8/12/2013,263,4.23,533,92,3595.07,777.2,20.30668894,13.98042215,26.17482413,0.285843618
96,Kentucky,Lexington,8/9/2012,Phoenix,9/18/2014,239,3.83,319,347,3195.22,610.5,20.23607021,14.75812464,25.44927897,0.295430971
97,Kentucky,Lexington,4/5/2016,Caliber,9/15/2017,261,7.76,1173,375,3323.65,828.7,19.18462149,15.50788385,23.79517861,0.280353441
98,Kentucky,Lexington,4/5/2016,55V50,9/19/2016,263,5.04,1168,14,2100.39,1043.2,17.89409047,16.03981201,25.17695083,0.296682517
99,Kentucky,Lexington,4/5/2016,FSG 415BR,9/18/2014,263,6.04,1046,311,2731.89,804.8,23.78394556,15.51188919,26.62587312,0.285542263
100,Kentucky,Lexington,3/31/2015,Caliber,9/19/2016,255,5.89,688,43,3454.37,714.4,19.5626467,15.56643442,25.82209841,0.300197777
101,Kentucky,Lexington,8/9/2012,55V50,9/17/2015,262,2.08,130,1,3504.6,1043.2,20.30733152,14.30084881,25.76800029,0.292773007
102,Kentucky,Lexington,8/9/2012,Rebound 6XT,9/19/2016,256,7.79,912,370,2712.52,1043.2,20.58708755,16.40245494,29.25310714,0.29914461
103,Kentucky,Lexington,8/9/2012,4030,9/19/2016,259,6.71,371,395,4823.96,784.3,17.60733333,13.49910155,24.16570582,0.288753077
104,Kentucky,Lexington,4/5/2016,4030,9/12/2018,256,6.75,959,337,3570.36,834.9,20.41193328,15.19365438,27.32530579,0.304747742
105,Kentucky,Lexington,8/9/2012,Withstand,9/18/2014,253,7.79,477,367,3300.89,735,17.60733333,13.15784614,25.66193436,0.313480989
106,Kentucky,Lexington,3/31/2015,FSG-426,9/19/2016,263,3.86,1045,335,4272.41,682.3,21.05833021,13.47762636,25.5733729,0.289426499
107,Kentucky,Lexington,8/9/2012,Evermore,8/12/2013,232,6.63,329,382,3463.99,860.9,20.40383922,15.71315249,25.14655342,0.293703018
108,Kentucky,Lexington,8/9/2012,Ameristand 427TQ,9/14/2017,224,6.01,423,402,2219.24,867.6,21.16753878,16.02098181,25.54440299,0.303176244
109,Kentucky,Lexington,4/5/2016,BYS5028,8/12/2013,252,7.01,151,381,1856.67,721.5,21.03263798,15.59781083,25.98436583,0.286609503
110,Kentucky,Lexington,4/5/2016,FSG 415BR,9/16/2015,256,7.39,751,328,4686.16,846.8,19.98288953,15.53930045,25.33540304,0.294540772
111,Kentucky,Lexington,8/9/2012,Saranac AR,9/13/2018,249,7.65,867,366,3420.22,833.3,20.07548252,13.22907707,26.07904273,0.2729625
112,Kentucky,Lexington,3/31/2015,Rebound 6XT,8/20/2018,255,7.79,811,381,3693.6,847.3,23.79017857,15.20277941,25.85334185,0.313480989
113,Kentucky,Lexington,3/31/2015,LS 905,8/12/2013,262,5.93,614,85,3699.11,839.5,19.94428706,14.59090088,25.56897676,0.296073331
114,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,8/12/2013,257,7.04,290,319,3650.8,747.2,20.03671712,15.6066191,24.97692381,0.281036903
115,Kentucky,Lexington,4/12/2018,Buffalo,9/15/2017,263,4.87,1655,1,3138.79,862.2,22.31914538,15.46895102,29.06428374,0.29395621
116,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/15/2017,253,7.3,934,353,3663.16,786.3,20.1739311,16.52552901,25.33855791,0.282561989
117,Kentucky,Lexington,3/31/2015,Withstand,9/16/2015,257,5.7,1280,1,4250.58,813.9,21.69191133,15.81501584,26.22778339,0.288413374
118,Kentucky,Lexington,4/5/2016,NF11ALF006,8/12/2013,255,6.62,130,362,3118.19,1043.2,20.36805156,13.91350784,25.52188134,0.306400689
119,Kentucky,Lexington,4/5/2016,AFX095026,8/12/2013,253,6.91,722,379,4823.96,636.7,19.50209481,14.3289022,24.4466221,0.308263889
120,Kentucky,Lexington,8/9/2012,Arc,9/19/2016,256,6.08,979,354,3423.74,741.9,20.40060785,13.25760135,25.89711565,0.305940953
121,Kentucky,Lexington,8/9/2012,4030,9/15/2017,234,6.82,130,1,3323.28,404,20.25077373,15.57374061,25.50727453,0.292989394
122,Kentucky,Lexington,4/5/2016,55V50,9/14/2017,259,5.71,897,1,3526.07,777.9,23.79017857,13.33675617,24.20170984,0.28822418
123,Kentucky,Lexington,4/5/2016,FSG 415BR,9/12/2018,258,7.05,1418,323,3533.18,785.4,21.34112144,15.37197872,25.11121483,0.276147387
124,Kentucky,Lexington,3/31/2015,LS 905,9/12/2018,263,5.25,130,305,3540.92,774.6,20.35652634,14.07712213,24.72538537,0.28857908
125,Kentucky,Lexington,4/5/2017,GA-505,9/17/2015,263,5.69,130,309,3458.5,812.6,20.45145298,16.66482145,26.29044719,0.288969317
126,Kentucky,Lexington,3/31/2015,4030,9/14/2017,254,7.09,393,325,3735.31,404,20.12864528,17.52320363,25.58962532,0.302904556
127,Kentucky,Lexington,8/9/2012,Contender,9/17/2015,257,7.79,586,37,3649.1,404,21.08572851,15.72231571,26.62425444,0.299387834
128,Kentucky,Lexington,8/9/2012,GA-497HD,9/16/2015,257,6.38,617,308,3613.62,768.3,20.49276712,15.7026403,26.09121246,0.294648958
129,Kentucky,Lexington,8/9/2012,4030,9/14/2017,244,7.43,2225,373,3630.47,404,20.68089849,13.77238519,29.25310714,0.291185526
130,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,9/19/2016,248,7.79,2225,1,3367.88,851.2,20.51548676,16.85969899,25.37912854,0.297460686
131,Kentucky,Lexington,4/12/2018,Ameristand 403T Plus,8/12/2013,253,5.95,1434,397,3719.77,820.7,19.39409685,15.31396237,24.10178851,0.27868987
132,Kentucky,Lexington,8/9/2012,BYS5028,9/12/2018,256,7.32,130,328,3458.93,841.4,19.83991524,13.55768171,26.36344486,0.30142115
133,Kentucky,Lexington,4/5/2016,55V50,9/12/2018,257,3.82,572,361,4823.96,799.7,21.06628723,15.43356549,26.52071375,0.282734492
134,Kentucky,Lexington,8/9/2012,Caliber,9/15/2017,263,7.79,1213,348,3881.71,814.2,21.20176835,14.91540594,25.66583815,0.297098965
135,Kentucky,Lexington,8/9/2012,GA-505,9/19/2016,257,6.22,132,366,2143.09,820.5,19.79473467,12.61707097,25.23168562,0.301216017
136,Kentucky,Lexington,8/9/2012,Caliber,9/13/2018,262,6.54,679,365,3544.54,786.3,18.87196117,15.74825362,25.53885794,0.292520573
137,Kentucky,Lexington,4/5/2016,Ameristand 427TQ,9/15/2017,263,4.69,130,329,3375.62,621.2,21.16989698,13.78792118,24.80722592,0.310188602
138,Kentucky,Lexington,3/31/2015,55V50,9/13/2018,256,7.11,130,310,3752.34,794.7,19.88021001,18.87832738,29.25310714,0.287772228
139,Kentucky,Lexington,4/5/2016,FSG-426,9/13/2018,263,7.79,1197,42,3576.16,1043.2,21.52762926,14.76976236,26.64549818,0.289924612
140,Kentucky,Lexington,4/12/2018,AFX095005,8/12/2013,263,4.31,1144,354,3590.86,631.6,23.79017857,15.0417951,24.20937999,0.289836012
141,Kentucky,Lexington,8/9/2012,Contender,9/17/2015,262,2.06,721,367,2134.9,685.4,19.2878488,15.34591665,25.54156096,0.288907613
142,Kentucky,Lexington,4/5/2016,NF11ALF006,9/15/2017,261,5.18,130,392,3755.17,811.3,22.27539065,12.88593088,27.78907277,0.295780185
143,Kentucky,Lexington,4/5/2016,Contender,9/16/2015,263,4.51,1076,399,3491.9,404,19.30506592,15.70902512,25.88422812,0.294754858
144,Kentucky,Lexington,4/5/2016,LS 905,9/15/2017,256,4.77,1071,389,3622.08,708.5,21.4538904,15.9306596,25.03051687,0.287748346
145,Kentucky,Lexington,4/5/2016,55V50,9/19/2016,236,7.79,1251,359,4823.96,770.1,19.83507748,16.00534473,25.62284811,0.296572362
146,Kentucky,Lexington,8/9/2012,Radiance HD,9/14/2017,258,7.79,130,402,3465.6,854.7,21.42698442,14.29678854,24.8355758,0.2729625
147,Kentucky,Lexington,4/5/2016,Caliber,8/12/2013,260,2.77,2191,367,3665.1,564.9,20.26473582,15.3859672,23.20590821,0.297990174
148,Kentucky,Lexington,4/5/2016,LS 905,9/14/2017,247,1.84,1086,331,3353.86,777.6,20.38382276,14.61836253,25.20562146,0.280280664
149,Kentucky,Lexington,8/9/2012,55V50,9/17/2015,263,3.98,612,372,3130.55,736.1,20.3614731,14.77432785,25.90953552,0.297362513
150,Kentucky,Lexington,4/5/2016,CW 085028,9/12/2018,256,3.46,813,373,3511.68,846.2,20.20861937,18.12300018,26.20963028,0.276260044
151,Kentucky,Lexington,8/9/2012,FSG 415BR,9/17/2015,263,6.49,1270,54,3051.87,782.5,20.68908633,15.31198589,25.06097213,0.292883509
152,Kentucky,Lexington,3/31/2015,Arc,8/12/2013,262,7.72,303,40,3485.61,626.6,18.11260516,14.02073526,24.91171543,0.293081036
153,Kentucky,Lexington,4/5/2017,Fierce,9/19/2016,262,6.36,438,402,2212.54,658.3,21.57549439,15.63194734,29.25310714,0.288338448
154,Kentucky,Lexington,4/5/2017,Caliber,9/14/2017,263,7.79,130,363,3323.56,404,19.29661221,16.39443942,25.83756501,0.305554648
155,Kentucky,Lexington,8/9/2012,FSG 415BR,8/20/2018,224,7.79,130,27,2312.91,626.5,19.96865961,13.6592919,26.00463374,0.282974077
156,Kentucky,Lexington,8/9/2012,CW 065030,9/19/2016,263,4.41,397,358,3130.6,626.3,23.65948276,14.40628383,26.9601044,0.273190891
157,Kentucky,Lexington,3/31/2015,GA-505,9/19/2016,254,2.98,1556,367,3744.6,663.7,19.80013747,15.68685814,29.25310714,0.282582269
158,Kentucky,Lexington,4/12/2018,CW 085028,9/13/2018,263,5.9,130,347,2307.25,810.7,19.80507667,16.44238021,25.54754819,0.298461331
159,Kentucky,Lexington,8/9/2012,NF11ALF006,9/12/2018,258,7.79,130,374,3797.01,687.2,21.19907273,17.55377995,25.11355397,0.276986459
160,Kentucky,Lexington,4/5/2016,AFX095026,9/19/2016,262,7.48,1053,336,3699.34,816.4,23.79017857,15.69113257,26.13533484,0.297663746
161,Kentucky,Lexington,4/5/2016,Caliber,8/12/2013,255,6.81,1173,349,3308.29,790.7,20.32802699,15.81446207,24.63737315,0.291710731
162,Kentucky,Lexington,8/9/2012,Evermore,9/18/2014,255,7.67,207,322,3838.81,1043.2,20.08405553,16.17950033,25.63418997,0.292980669
163,Kentucky,Lexington,4/5/2016,CW 065030,9/19/2016,253,6.8,949,353,3147.89,609.4,18.76437572,13.27726736,26.71357681,0.29293883
164,Kentucky,Lexington,3/31/2015,Saranac AR,8/12/2013,263,7.79,715,402,4823.96,489.7,20.81878297,13.30567212,24.7575715,0.294542382
165,Kentucky,Lexington,8/9/2012,GA-505,9/14/2017,263,7.39,130,320,3653.41,825.1,21.95708329,14.44623045,26.32088477,0.297417604
166,Kentucky,Lexington,8/9/2012,Fierce,8/12/2013,259,7.79,1860,358,3414.88,840.7,21.34741338,14.97538345,22.81972406,0.2993058
167,Kentucky,Lexington,8/9/2012,Contender,9/15/2017,252,6.75,130,325,3647.55,867,20.04163437,15.4313751,25.81140223,0.287498994
168,Kentucky,Lexington,8/9/2012,Phoenix,9/15/2017,263,7.54,2225,402,3206.24,812.6,23.79017857,14.72434199,25.93543227,0.285537606
169,Kentucky,Lexington,8/9/2012,4030,9/16/2015,259,2.45,130,327,3446.32,612.1,22.98807285,14.84193724,25.13338842,0.286851311
170,Kentucky,Lexington,8/9/2012,Saranac AR,9/18/2014,255,7.35,130,373,4823.96,404,20.90793097,12.87814436,25.91057952,0.297634091
171,Kentucky,Lexington,4/5/2016,AFX095026,9/18/2014,260,3.87,2225,1,3605.02,1043.2,20.40643194,14.41603061,25.72788076,0.288198782
172,Kentucky,Lexington,8/9/2012,LS 905,9/13/2018,263,4.35,1020,29,4823.96,404,20.65585097,15.63598035,28.6387487,0.298226445
173,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/14/2017,244,7.79,1650,1,3749.96,1043.2,23.49439602,13.63368925,25.03344182,0.283133408
174,Kentucky,Lexington,3/31/2015,LS 905,9/16/2015,226,6.96,207,308,2192.4,831.1,20.63309135,13.69692835,25.56517487,0.289980427
175,Kentucky,Lexington,4/5/2017,Ameristand 403T,9/18/2014,254,5.24,231,400,2827.3,928.4,22.10810374,15.34125655,26.01250962,0.286839588
176,Kentucky,Lexington,8/9/2012,4030,9/18/2014,263,4.83,583,328,4787.85,498.6,19.37165747,15.9822412,26.46182934,0.286330383
177,Kentucky,Lexington,4/5/2016,Saranac AR,9/14/2017,233,6.2,130,1,3399.47,724,23.79017857,13.96413063,25.27860018,0.291636678
178,Kentucky,Lexington,8/9/2012,Withstand,9/14/2017,258,3.51,1028,347,2978.33,624.9,20.86290654,13.41351247,22.70263511,0.313480989
