,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
annual,Georgia,Athens,10/10/2007,Hybri Force 600,11/1/2010,305,6.63,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673
annual,Georgia,Athens,10/10/2007,CW 35106,11/1/2010,305,6.61,1118,375,4092.75,847.828,21.88520483,16.27793669,28.33434121,0.132355673
annual,Georgia,Midville,11/1/2007,PGI 801,11/20/2008,325,5.2,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,Bara 503,11/20/2008,325,5.23,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,BaraWet 501,11/20/2008,325,4.98,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,Hybri Force 600,11/20/2008,325,5.19,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,GA-505,11/20/2008,325,5.05,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,Bulldog 805,11/20/2008,325,5.05,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,CW 36106,11/20/2008,325,4.76,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,Attention II,11/20/2008,325,4.95,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,Hybri Force 700,11/20/2008,325,4.86,385,0,4463.92,599.974,21.56055775,15.77040578,28.37342738,0.18926984
annual,Georgia,Midville,11/1/2007,GA-505,8/14/2009,226,2.4,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,226,2.37,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,226,2.4,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,Bara 503,8/14/2009,226,2.29,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,Hybri Force 700,8/14/2009,226,2.29,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,226,2.33,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,Attention II,8/14/2009,226,2.32,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,CW 36106,8/14/2009,226,2.32,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Midville,11/1/2007,PGI 801,8/14/2009,226,2.27,652,267,3400.1,740.67,21.58577114,16.09750772,27.88128089,0.191288374
annual,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,316,3.33,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,316,3.05,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,316,3.17,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,316,3.25,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,316,3.19,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,316,3.18,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,316,3.15,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,316,3.14,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,316,3.06,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,316,3.15,264,0,3810.06,664.878,23.32767857,18.43894762,29.26207143,0.116674048
annual,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,341,5.92,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,341,5.89,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,341,6.03,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,341,6.02,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,341,5.95,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,TS 8031,12/7/2009,341,5.81,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,341,5.8,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,341,5.9,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,341,5.97,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
annual,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,341,5.87,655,390,5320.75,1323.896,20.58125727,15.692693,26.19026488,0.144573826
