Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,2
3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,2
3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,2
3516.02,625.4,20.48888355,15.29169268,25.93496999,0.279778752,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3441.75,722.7,19.52620388,14.20563512,24.75672878,0.28928396,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
3258.88,802.3,20.82464145,15.99326303,25.88719084,0.298685343,2
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
2361.12,404,23.79017857,18.87832738,29.25310714,0.273233214,1
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3452,724.1,19.51298909,14.20347295,24.73556235,0.289769593,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
4823.96,1043.2,21.42811224,16.16062925,26.57404762,0.277992619,1
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
3270.39,802.3,20.80249091,15.97451035,25.86374998,0.298920181,2
1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,1
1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,1
1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,1
1856.67,440.3,23.38475,18.56275,28.45425,0.2729625,1
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
4806,826.3,5.68,-0.47,11.14,0.07,2
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
2781,109.7,16.14,10.44,21.8,0.07,1
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
4737,860.7,5.53,-0.53,10.92,0.08,2
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,1
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
2781,548.5,16.14,10.44,21.8,0.7,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,3
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
4638,747.3,6.89,1.38,12.03,0.08,2
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
2883,453.6,16.84,11.08,22.62,0.07,1
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,2
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,2
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
4641,1023.5,9.45,4.19,14.51,0.08,3
