,Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
72,176457.0,790.43,2.361227177,17.32421926,1
73,140591.0,1841.06,4.93924406,15.08021362,1
74,129980.0,1762.67,2.690405857,16.26141668,1
75,243042.0,2290.68,2.058515207,16.03165704,2
76,264145.0,1750.36,3.075410621,15.83646292,0
77,376429.0,1855.91,3.00190152,15.71707317,0
78,138719.0,1788.37,0.891742054,17.2848792,1
79,255834.0,1210.95,1.868712759,12.46801953,1
80,127515.0,1296.78,3.301296857,15.55427131,0
81,373644.0,1733.32,3.082760133,12.57987383,1
82,357910.0,1953.88,1.750160278,11.55056835,1
83,137250.0,2347.8,1.814594935,16.3655693,0
84,258039.0,1454.87,2.901390786,15.81313344,0
85,265732.0,725.72,1.046104346,15.93602739,1
86,339344.0,2302.08,3.010529398,16.1823986,2
87,142708.0,2248.62,1.333309776,15.69168551,1
88,259643.0,1230.57,1.12326299,16.03604652,2
89,238893.0,2146.45,2.329149093,15.56633982,1
90,141980.0,1716.63,2.733660655,15.48124422,1
91,139135.0,1819.54,3.340065017,13.57984615,1
92,133134.0,776.33,1.935092579,16.26296209,1
93,144167.0,2225.0,2.168453017,13.91040038,2
94,144142.0,1040.52,3.475217817,16.57665367,1
95,387505.0,1628.72,2.351287642,14.89160671,2
96,132446.0,620.61,2.287932721,16.4135771,0
97,375258.0,1657.77,3.725012873,15.61344353,1
98,141794.0,1910.17,1.952789235,14.04493623,1
99,139478.0,948.14,4.241004304,16.97859957,1
100,157625.0,1533.51,3.986862076,15.48198593,1
101,136997.0,2083.63,1.45164449,13.17832846,1
102,255702.0,1547.21,2.952228517,15.56071143,2
103,162906.0,867.21,2.194655699,16.49533128,1
104,259860.0,667.07,3.875288297,15.54095256,0
105,248748.0,843.62,3.049730901,16.52597227,1
106,351890.0,1848.73,3.385105192,13.19935527,1
107,131469.0,1370.09,1.521542371,17.35019676,1
108,253540.0,1286.92,2.299124288,16.12865387,1
109,132908.0,1096.88,1.920888826,14.6301626,1
110,156564.0,1066.39,1.635041516,16.44607494,1
111,148552.0,1250.53,1.393622447,15.2371165,1
112,141663.0,1350.23,0.570316301,14.00236656,1
113,347568.0,1910.04,1.950701876,13.52603747,1
114,258830.0,1789.66,2.844352572,15.36576167,1
115,257703.0,1409.94,0.675907046,15.56891613,1
116,154216.0,1889.2,2.446689958,13.88564027,1
117,161080.0,2244.14,4.258040839,15.5788517,1
118,274282.0,1916.5,2.210630132,15.9322884,1
119,371987.0,1488.14,3.648837975,14.59593998,1
120,239784.0,1902.05,0.630093997,13.84478892,0
121,377524.0,1344.96,1.925411893,16.09727455,1
122,246532.0,2548.98,2.812074341,14.39152043,1
123,371934.0,735.96,3.47627125,13.60615678,1
124,364281.0,2256.13,1.006985243,16.44873057,0
125,257067.0,1840.21,0.992903281,14.41737141,1
126,150804.0,1267.64,1.455000748,16.68833781,2
127,391661.0,1881.72,3.735701946,15.32596582,0
128,367207.0,2477.75,3.17199609,16.79007599,0
129,141493.0,2161.66,2.083510211,12.23003003,1
130,127885.0,1370.77,3.048943783,15.85979194,1
131,145181.0,1539.61,2.63286191,16.48595599,1
132,157188.0,1104.81,4.407807521,15.26354139,1
133,245451.0,1448.84,3.850629829,14.37602481,0
134,256439.0,994.0,2.312128346,13.92462525,1
135,353141.0,2630.94,4.402355865,14.89652782,2
136,373430.0,1800.94,2.235500324,13.57381105,1
137,255376.0,834.89,1.124193684,15.70272951,0
138,352901.0,1621.88,1.900830611,14.53835173,1
139,353227.0,1040.39,4.089815674,15.57349471,1
140,379902.0,1337.54,1.768911118,15.60863979,1
141,358298.0,833.44,1.747719984,16.49831773,2
142,357682.0,1946.12,2.442341839,16.42332663,2
143,265303.0,942.04,1.932021252,15.19977345,2
144,255342.0,1898.47,3.152283685,15.24685704,1
145,141053.0,1834.11,4.840793765,16.07579705,1
146,134658.0,1888.93,1.926756276,15.37299765,1
147,284956.0,988.14,4.93924406,15.14309071,1
148,256547.0,2516.21,4.896639465,16.39273237,1
149,137488.0,1061.69,3.125232398,14.09043087,0
150,381461.0,806.41,0.813061829,15.60538457,1
151,145956.0,1309.77,2.156692201,15.72582659,1
152,142027.0,2314.01,1.671235718,16.17359014,1
153,375949.0,881.0,4.154276032,15.86593631,1
154,383535.0,792.98,3.239622253,14.03109486,1
155,248138.0,2235.95,2.769525807,14.13573852,1
156,136716.0,1880.67,1.239745584,15.0911131,0
157,255157.0,1371.22,2.878268361,16.84501123,1
158,136942.0,744.52,1.952545261,16.02213591,1
159,299091.0,1321.69,4.320381667,16.70208639,1
160,131647.0,1827.75,1.23188735,16.20269263,1
161,139203.0,1031.81,1.686662679,16.89560828,1
162,244351.0,1792.16,3.070055053,16.33510922,1
163,127107.0,792.52,1.712399283,12.8807994,1
164,122119.0,1645.62,3.932776234,15.99636719,0
165,123737.0,751.42,1.073125497,15.2775915,1
166,256695.0,1166.73,2.921303211,15.22468741,2
167,139524.0,1427.15,1.191736953,16.17620277,1
168,144973.0,1958.2,1.282178781,15.92167968,1
169,377094.0,697.61,3.073268767,15.39978963,1
170,125373.0,1835.64,1.420229616,15.25135483,1
171,249279.0,1424.42,0.302848738,15.29699621,1
172,169498.0,1314.25,3.166062275,13.03215325,1
173,134868.0,755.08,4.422368041,15.0643348,1
174,364447.0,898.32,1.704811803,16.4995217,1
175,369719.0,1832.17,0.414433819,14.07922307,1
176,158548.0,1367.42,3.919895946,14.31704431,1
177,265933.0,2108.75,1.641544516,16.20561705,1
178,246236.0,1764.88,1.662078025,16.84697775,0
179,365934.0,1671.07,3.823677957,16.8235241,1
180,375721.0,1445.33,3.111190266,15.46329358,0
181,132133.0,986.79,1.566632986,13.76130865,1
182,144181.0,1567.28,2.87575168,16.73743139,1
183,366273.0,1583.2,3.203216349,15.6313024,1
184,359407.0,2392.03,1.107452106,15.62871742,1
185,243896.0,733.96,1.568463307,15.92354286,1
186,129256.0,2242.04,1.756552365,13.14380201,0
187,127148.0,781.45,2.820566941,16.24234007,1
188,146524.0,719.09,3.704795413,12.91832997,1
189,150234.0,1031.93,1.905328528,15.79132631,0
190,114947.0,711.61,1.935668253,16.6174371,1
191,166353.0,2502.44,2.248610258,16.10230363,1
192,378883.0,716.27,2.223343989,15.25978031,0
193,137508.0,1753.02,1.448347713,15.88863293,1
194,128686.0,1804.88,3.836018579,17.40552968,1
195,357636.0,2309.94,1.212797027,13.04571984,1
196,141402.0,2378.37,3.524923549,16.79167375,1
197,355362.0,1710.51,3.157423168,12.86000312,1
198,149233.0,795.1,1.777777696,15.76812603,1
199,148918.0,903.69,1.909480302,13.7884901,1
200,152970.0,2230.83,1.326531526,16.90261401,1
201,153377.0,712.03,4.529293182,15.85081688,1
202,368867.0,1338.68,1.370497777,15.55983509,0
203,346110.0,695.59,4.094220423,14.02107658,1
204,254854.0,2583.95,4.332240085,16.28959553,1
205,248112.0,1907.19,3.115074777,17.31097795,1
206,137922.0,2532.55,0.637603562,16.55115859,0
207,251247.0,1652.9,4.246857735,15.69609057,1
208,252300.0,797.56,4.681213214,15.44104793,1
209,137342.0,2339.82,1.583986796,15.7374969,1
210,249958.0,1027.46,0.882584887,13.84620942,1
211,141009.0,2634.95,3.042215352,15.75705317,2
212,348240.0,2009.72,2.4473049,15.80390372,1
213,364504.0,780.27,4.414681192,16.48771966,1
214,358842.0,2638.74,1.610353428,13.49683902,1
215,270149.0,1995.75,1.267121815,16.07002569,1
216,263618.0,1383.05,2.802066449,15.79595083,1
217,152373.0,1834.8,1.662277471,16.18500821,1
218,240431.0,1057.06,1.871676633,16.70045616,1
219,249070.0,1485.39,2.150605183,12.96522781,1
220,147476.0,739.21,3.319996079,14.94587097,1
221,233216.0,1411.84,2.041902586,14.55330266,1
222,116833.0,2424.14,4.254918623,15.5212288,1
223,128267.0,852.08,3.502282485,15.74282713,1
224,133664.0,883.02,2.432872987,16.79145841,1
225,141346.0,714.8,1.108302797,16.70911669,1
226,133886.0,1545.06,3.771564704,16.37469764,1
227,136604.0,1237.22,0.724581508,16.09567588,2
228,141766.0,1242.72,1.765129598,15.98014309,1
229,173131.0,1698.44,2.87730608,15.40242143,1
230,244569.0,647.6,2.772870487,15.87029867,1
231,119273.0,677.94,3.187849602,16.38037114,1
232,361590.0,1933.06,4.477200076,12.45004801,1
233,162055.0,1917.39,4.478965451,15.60002893,1
234,135872.0,1842.29,3.310528489,15.95013562,1
235,255952.0,935.63,4.644003973,14.12615769,1
236,252009.0,1850.45,0.576897647,17.10562888,1
237,360779.0,1858.59,2.101852283,16.04687533,1
238,138957.0,896.54,0.359129788,15.91801163,1
239,126044.0,2346.21,1.310514943,15.68783599,1
240,372804.0,1182.95,2.797454173,16.4773128,1
241,359774.0,1905.43,4.665116433,13.81445519,1
242,143620.0,706.2,3.790256959,16.58798537,1
243,352360.0,2342.37,3.350710022,13.04463815,1
244,129557.0,888.04,4.213275952,16.36538826,1
245,280182.0,1954.17,4.588559055,13.6005031,1
246,272218.0,1589.73,3.314963018,14.05938861,0
247,138047.0,1386.68,1.991611302,14.16736873,1
248,130152.0,2307.96,2.297929893,13.58483338,1
249,260714.0,2071.46,1.713614071,16.24902587,1
250,349657.0,1397.3,1.713643959,15.1797301,1
251,357174.0,1440.98,2.221491401,15.46468559,1
252,158016.0,1627.82,4.702743093,16.92960264,1
253,360928.0,843.99,0.571644496,15.9562715,1
254,151371.0,2852.8,3.072521122,16.41332793,1
255,269215.0,1422.31,2.373863255,16.18829526,0
256,148577.0,1848.28,3.571693417,15.81821955,1
257,146888.0,889.14,1.694717178,16.33599481,1
258,364340.0,2428.41,2.231271176,12.69585815,1
259,247280.0,711.2,1.446673056,16.77172747,1
260,158778.0,1889.39,3.594813733,16.50947192,1
261,254130.0,1159.17,0.417485385,15.89158398,0
262,256815.0,1054.5,0.40766637,16.13300547,1
263,116124.0,2148.35,3.598314448,13.84187425,1
264,235954.0,2204.91,3.053928307,13.76960626,1
265,127373.0,1886.07,2.812698762,15.57116789,1
266,161233.0,1862.12,2.07612789,16.34828383,1
267,363325.0,1923.63,2.869599521,15.15518182,1
268,365497.0,893.45,1.062028748,15.43358632,1
269,368135.0,1282.6,2.594068732,15.78382226,2
270,265149.0,680.57,4.181235536,16.44716387,1
271,130593.0,1692.27,2.618073519,16.83299202,1
272,264067.0,2298.4,3.261642997,13.47686117,1
273,121535.0,895.58,1.007259403,14.67426478,1
274,124428.0,1847.34,1.101388009,12.88788326,1
275,259878.0,1945.83,4.5355722,15.78093576,1
276,144232.0,709.12,4.874462704,16.83712534,1
277,158766.0,1628.98,2.40659138,15.24694061,1
278,269565.0,1868.35,2.233937378,16.86160158,2
279,141996.0,1922.36,2.583710078,16.75932857,1
280,338081.0,1177.13,2.872774223,13.6682134,1
281,258086.0,1511.4,2.350974903,16.01709583,2
282,139173.0,881.85,4.168873355,15.53810591,2
283,267577.0,1845.68,1.866401025,14.94741445,1
284,371930.0,1918.57,3.133812398,15.01972944,1
285,255190.0,1057.42,1.761478616,14.75565968,1
286,157483.0,1186.15,2.356328852,15.66067602,1
287,125053.0,2110.25,2.599667604,14.03033491,2
288,356256.0,2299.44,0.892100269,13.32844737,2
289,140391.0,1486.16,3.094454633,13.75504761,1
290,133976.0,807.79,1.561567341,12.93998223,1
291,146244.0,889.34,2.267079966,16.16772264,0
292,371210.0,799.35,2.97630394,13.97196183,1
293,249103.0,1740.08,2.142628129,16.20332735,1
294,245974.0,1787.15,1.748285006,16.36388121,1
295,362709.0,1408.77,3.106376616,15.63555002,1
296,282229.0,1885.56,2.880660764,16.58647058,1
297,246014.0,879.36,3.857220333,14.68111056,1
298,380591.0,1022.46,1.523690491,16.73845667,1
299,375966.0,1669.53,1.392409619,15.5328782,0
300,128852.0,1781.71,1.514875253,16.61195665,1
301,252088.0,2664.11,2.76672244,17.07524959,1
302,140191.0,2353.88,1.142562983,11.89846952,2
303,243764.0,803.24,1.510376819,16.1131225,1
304,162543.0,835.43,2.238612436,16.98404432,1
305,142205.0,1405.06,2.138369788,14.16708239,1
306,146491.0,1865.54,1.189255681,13.10546489,1
307,270567.0,837.58,0.835840776,16.07610068,1
308,139566.0,828.1,2.050541691,15.51451177,1
309,352343.0,1426.03,2.085845794,14.79924344,1
310,140850.0,823.79,0.732598901,13.0458226,1
311,258675.0,1538.48,1.80229712,13.79612223,1
312,136143.0,2156.42,4.464798775,15.67504673,2
313,150601.0,758.13,1.085692729,17.14630049,0
314,246215.0,756.22,2.115487555,16.38457472,1
315,247798.0,792.29,1.857619144,15.94055224,1
316,256281.0,1827.81,1.361479922,15.86908663,1
317,266976.0,1261.32,2.357096563,13.58113616,1
318,250651.0,2001.88,1.652529224,16.35170414,1
319,372760.0,1882.64,1.828070538,13.06476975,1
320,148107.0,1726.23,1.334455156,16.35933314,1
321,145372.0,748.93,2.596574792,16.69847255,1
322,242238.0,897.65,1.359815204,16.7583135,1
323,235841.0,1850.36,1.82213724,15.92778998,1
324,376199.0,1281.16,4.627954798,14.64298678,1
325,385230.0,1437.39,2.564296742,16.79252937,0
326,238640.0,1893.71,2.930383031,16.6196884,0
327,148149.0,990.42,3.308971326,16.93175538,1
328,151014.0,1896.25,2.792267046,16.05462417,1
329,246506.0,1376.67,1.449137022,13.2949522,0
330,365660.0,2738.65,2.332419441,15.62223465,1
331,162797.0,734.33,1.525507501,15.91511711,1
332,374417.0,1855.08,3.731381739,13.81882984,1
333,381321.0,2005.27,0.931100682,17.11211301,1
334,123714.0,2266.81,1.195308986,13.34147279,1
335,274437.0,1798.82,2.750402383,16.2376011,1
336,361778.0,703.85,0.806608608,13.61009732,1
337,258624.0,1051.22,3.985181985,15.68708311,1
338,255163.0,1931.52,3.11125356,15.66561848,1
339,240609.0,1873.01,1.186151985,16.10430913,0
340,245041.0,905.78,2.331678075,13.36277664,1
341,237259.0,1576.66,0.4691795,14.08452383,1
342,258678.0,1328.19,1.687804723,16.20171053,1
343,358651.0,2307.8,1.787902329,17.58929562,1
344,377081.0,997.24,3.798680927,15.04591717,2
345,356366.0,2134.6,4.93924406,12.55722784,0
346,123315.0,2005.92,0.271957595,12.97200551,1
347,170673.0,1762.73,0.951596437,14.91737796,1
348,376217.0,1614.95,1.908765377,15.94541654,1
349,142590.0,1569.21,2.930783791,16.78585415,0
350,124472.0,1277.24,1.026090181,15.54342476,1
351,135194.0,1778.6,1.458223642,16.83612703,0
352,156312.0,2118.64,2.603896656,13.45353599,1
353,243723.0,1060.43,2.762581907,13.7253427,1
354,137659.0,880.12,0.960415922,14.82704106,1
355,125892.0,2368.66,1.812769619,16.15082062,1
356,336538.0,1896.29,3.014888044,14.2836367,0
357,375966.0,1404.99,1.583126111,16.06188274,1
358,141955.0,1407.93,4.736100777,16.31266264,1
359,141503.0,1705.81,2.549292011,15.42349601,1
360,383425.0,1405.87,4.370971431,16.66600509,1
361,263167.0,1950.84,1.019579548,15.71770892,1
362,132651.0,1783.28,2.980484113,13.56139811,1
363,137948.0,1184.05,1.683013401,13.27440413,1
364,139152.0,598.18,4.592840796,15.73925406,1
365,374937.0,1658.36,3.06946892,16.18128922,1
366,142261.0,860.71,2.361665782,12.83917707,1
367,239690.0,1816.06,1.444932531,12.97153076,1
368,142723.0,1838.34,2.275886393,13.94856167,2
369,138466.0,909.42,1.961768957,15.39112449,1
370,255755.0,1742.24,1.479209596,15.49098751,1
371,249438.0,1531.0,1.951969763,12.63555184,1
372,145070.0,586.86,4.17812881,16.00566174,1
373,143367.0,1956.24,2.874081275,15.69210211,1
374,124235.0,1369.02,1.900688072,17.23389967,0
375,135770.0,1841.7,1.182701052,13.35190211,1
376,129105.0,1711.0,0.269899791,15.46578877,1
377,159339.0,1048.07,2.009215537,13.61304722,1
378,373834.0,1467.04,1.958077467,15.99651225,1
379,123069.0,1236.71,0.88798248,16.84716506,1
380,233710.0,1643.0,4.093390189,15.86251609,1
381,168540.0,2302.39,2.187209641,17.28024832,1
382,138078.0,636.59,1.456793479,15.52407786,1
383,260237.0,684.42,0.473940312,13.19861963,1
384,247258.0,1559.97,2.422168905,12.87233747,1
385,123966.0,1025.29,2.175281658,15.26401097,2
386,242496.0,1598.62,3.631322815,15.79786776,1
387,133178.0,824.5,2.656137886,16.02216449,1
388,234917.0,714.04,3.976437056,15.65442464,1
389,261087.0,800.69,2.389806896,16.28425567,1
390,256137.0,1711.07,1.477898263,16.62151333,1
391,241183.0,1946.82,3.111636856,13.99325785,1
392,146432.0,2208.06,2.248154337,13.21842023,1
393,253651.0,1845.54,2.182108316,14.09676082,1
394,154525.0,821.31,1.260925005,16.80942928,1
395,365283.0,1954.83,0.304845536,16.8510746,1
396,362046.0,1825.51,2.843773648,15.9777208,1
397,129223.0,826.42,2.27192789,14.02424505,1
398,127391.0,1738.53,1.693647181,16.73122662,1
399,255555.0,2114.34,2.409082803,15.58238934,1
400,139706.0,909.99,4.299344044,16.67770696,1
401,131499.0,1801.67,1.926985705,16.68170793,0
402,258879.0,946.17,3.12847255,15.97966995,0
403,249734.0,879.23,2.164349859,13.49589636,2
404,258710.0,1574.25,4.585852956,15.78082334,1
405,364256.0,1863.26,1.25976275,16.47671205,1
406,358091.0,975.28,3.522735958,13.3172956,1
407,150150.0,1389.68,2.195306268,12.11898289,1
408,276043.0,982.56,3.012114428,15.82593659,1
409,376330.0,799.04,1.362919743,16.62217393,1
410,127737.0,1285.82,1.450646912,13.87201732,2
411,273377.0,1859.8,1.976561341,15.92413519,1
412,233732.0,1800.19,2.930436292,15.20091824,2
413,137474.0,2437.57,3.042126105,15.77621998,1
414,358594.0,1557.85,2.752854449,14.30260543,1
415,237987.0,1817.41,0.724689937,15.86880577,1
416,141913.0,1238.62,1.894981967,15.70401967,1
417,378267.0,1819.26,1.66542021,12.6543399,1
418,250958.0,872.94,2.366877189,14.54541922,0
419,378703.0,621.88,2.333756655,16.50044447,1
420,152592.0,708.08,2.551957717,16.19540649,1
421,244783.0,2283.04,3.142788277,15.65100886,1
422,127932.0,1391.2,4.555315769,15.61906307,1
423,250466.0,703.56,1.245401003,16.64016472,1
424,144154.0,1943.04,1.811533935,16.83170655,0
425,156167.0,1908.93,4.501112619,16.29756793,0
426,265395.0,921.9,1.592657498,12.33545544,1
427,146396.0,1116.71,1.450184565,16.20755266,1
428,140114.0,778.6,3.873258042,17.45400343,1
429,133377.0,1359.64,2.235342461,13.98796973,1
430,254311.0,1368.64,4.292916019,15.83795306,0
431,161727.0,1959.9,3.035671696,16.0374553,1
432,256515.0,1819.34,3.268328863,16.43637085,2
433,278767.0,1838.21,3.201457059,15.60454647,0
434,122800.0,1322.86,3.123991994,13.96103005,1
435,256743.0,738.93,2.427409762,16.75179023,1
436,366662.0,2221.43,1.921250777,15.1737046,1
437,242824.0,1793.77,4.266976002,15.67163822,1
438,383977.0,874.22,1.219435973,17.04447751,1
439,361682.0,1150.94,1.422247668,15.64034272,1
440,123798.0,829.91,2.907458175,11.63341437,1
441,256421.0,2359.05,0.577679339,15.68468131,1
442,372976.0,2273.93,1.780208742,13.63438131,1
443,148951.0,1492.49,2.612147518,16.86279281,0
444,257871.0,2307.23,2.029460011,13.20888172,1
445,144873.0,1758.12,1.429158434,16.89030423,1
446,358660.0,586.86,1.159576669,13.66638099,1
447,135404.0,3029.43,1.859818265,15.88298429,1
448,267102.0,1247.3,0.801634705,12.81530706,1
449,258986.0,816.06,2.798278898,15.61130569,1
450,141396.0,794.94,2.593727987,15.75393279,1
451,132144.0,1808.16,1.627175096,14.14792515,1
452,377850.0,2284.55,1.754600538,15.56822928,1
453,366747.0,1591.83,0.767470921,14.8794018,0
454,144786.0,1535.7,1.378730251,17.18047726,1
455,143704.0,1316.52,4.031432153,15.44448127,1
456,248954.0,2602.01,4.599866961,16.40378389,1
457,249866.0,1726.2,3.707450072,14.40802975,1
458,260716.0,726.64,2.715600711,15.28813703,1
459,129707.0,984.75,0.603422796,15.84253633,2
460,253654.0,1809.56,3.699314899,17.73027397,1
461,142415.0,1756.72,4.007051297,16.20786949,1
462,159267.0,761.34,4.104157818,16.60437355,1
463,262621.0,998.41,3.179778345,16.11977282,1
464,371726.0,1425.37,3.890860544,15.69837131,1
465,371074.0,1897.54,2.04365913,15.6509336,0
466,136836.0,1504.92,2.163383859,13.54359791,1
467,262655.0,1939.71,2.01001074,12.83328969,1
468,357707.0,1889.54,4.378845726,12.0270795,1
469,251538.0,926.9,2.144303766,16.90768942,1
470,269617.0,1460.62,2.868511771,15.65078267,2
471,139623.0,1832.53,2.950537822,16.5602685,0
472,251029.0,927.92,3.867345545,16.93640717,1
473,359942.0,1413.37,2.208297013,14.7554584,1
474,374632.0,654.26,2.932093273,17.07410174,1
475,137818.0,833.58,1.698332189,16.34103061,1
476,134891.0,1785.51,2.248784541,17.41238619,1
477,333028.0,1268.43,1.012255528,15.19389971,1
478,127194.0,850.01,1.52333002,15.19087128,1
479,148124.0,1814.36,2.464384336,16.0121717,1
480,250305.0,715.96,0.388638545,14.88490085,1
481,120565.0,1280.1,2.542831057,13.23760976,1
482,224525.0,1855.55,1.93438823,15.41969584,1
483,251985.0,2364.81,2.264861464,15.81777385,1
484,387773.0,903.3,4.862595238,15.65396644,1
485,149244.0,1902.37,2.142064499,16.36655676,1
486,248283.0,1796.12,3.694309493,16.23613782,1
487,137991.0,1953.35,3.235740169,13.35631371,1
488,135384.0,1319.47,1.775990335,15.1158336,1
489,127460.0,1820.43,2.972777292,13.33083865,0
490,375898.0,881.38,-0.26857519,14.64135366,1
491,369125.0,2477.15,3.089689862,13.22275246,1
492,377326.0,1121.8,3.029807843,15.81285461,1
493,243836.0,1787.27,2.234322102,13.23073066,1
494,248946.0,936.56,4.630087105,16.40676067,2
495,243174.0,966.51,1.02111236,13.02777069,0
496,249499.0,1839.92,2.140288954,15.59123003,1
497,357889.0,831.23,3.318940874,14.3637437,1
498,250858.0,1843.83,4.684960791,16.06736262,1
499,154916.0,1412.74,2.447675998,17.24491075,1
500,364758.0,1860.72,0.509450963,11.74942561,1
501,126646.0,2232.13,3.026369522,15.88668191,1
502,134771.0,818.39,1.889961832,17.22479421,0
503,291509.0,1868.12,2.977927384,16.00636441,1
504,268589.0,1829.98,2.002865302,15.39905245,1
505,268424.0,1865.38,4.93924406,13.96299634,1
506,147920.0,1235.52,2.477702775,15.66225254,1
507,147877.0,2415.68,3.425795233,14.79195515,1
508,254956.0,2484.4,1.972428406,13.36990833,1
509,147989.0,702.8,1.850566126,16.31056232,1
510,131822.0,1409.27,4.228655966,15.73574311,1
511,136856.0,848.93,3.644897921,17.35096765,0
512,149174.0,2337.06,1.746574934,14.3989977,1
513,249843.0,957.55,1.704573409,15.99557628,1
514,130345.0,2186.32,4.806069784,15.42934089,1
515,258065.0,1923.35,2.407463819,15.97366004,0
516,140951.0,610.91,2.041790687,14.26029102,1
517,377024.0,1799.62,1.157499235,12.5148399,1
518,273311.0,1129.34,3.437408424,15.83541474,0
519,117790.0,776.71,1.569929726,13.73006412,1
520,128849.0,1899.07,1.780043612,13.14092948,1
521,247939.0,1911.84,1.577418263,13.88133935,1
522,115608.0,901.54,1.26172959,17.64049026,0
523,370234.0,1227.87,1.470918279,14.88555125,1
524,267296.0,1837.3,4.794300625,16.92131202,0
525,141200.0,2360.55,1.768965026,15.77875816,1
526,259424.0,985.47,1.342333687,15.64957507,1
527,132518.0,1874.09,2.171936695,16.97413935,1
528,267152.0,1441.23,2.607860933,16.22913831,0
529,124868.0,1783.71,4.491833386,16.15181066,1
530,245574.0,2209.62,4.264672076,13.18456555,1
531,144388.0,795.91,4.21813479,15.60292481,1
532,254124.0,1525.55,2.22214875,15.9699534,1
533,153992.0,829.9,4.790394783,15.26585761,1
534,145854.0,1816.79,3.008937938,16.85890827,1
535,376840.0,1833.16,2.491704207,15.04477401,1
536,262787.0,727.97,2.287401845,15.9648508,0
537,124280.0,1832.09,1.752798512,16.14601328,1
538,150028.0,1900.52,3.721724688,14.36195826,1
539,388447.0,1865.05,2.495751788,15.98284054,1
