,Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
47,152959.0,2997.66,2.360863357,15.43833596,1
48,374650.0,2259.07,2.950739316,14.977687,1
49,264431.0,722.0,4.704328124,15.77295578,1
50,244917.0,1709.14,0.764808492,15.70826823,0
51,266498.0,1543.06,1.552745782,14.01219639,1
52,370150.0,586.86,3.073415141,15.3631227,2
53,149496.0,1038.39,2.338748284,15.94411108,1
54,265063.0,1808.18,3.130781571,16.17266553,1
55,164128.0,871.75,4.93924406,14.54070452,1
56,127839.0,1684.09,3.210312652,16.32470038,1
57,269081.0,2980.93,4.343318004,12.15832078,0
58,151618.0,1656.04,2.141805478,16.95782552,1
59,145128.0,981.99,2.282549857,16.28507873,1
60,245735.0,1498.25,2.929851557,15.06584126,1
61,375737.0,1577.15,2.952220082,12.76975811,1
62,357777.0,693.23,2.952345682,17.1411455,1
63,249238.0,1063.03,1.603920388,14.97795288,1
64,365469.0,586.86,2.253918947,13.25771182,1
65,142295.0,950.41,3.190060413,16.35664279,1
66,128524.0,2227.37,4.388817396,14.85428438,2
67,142937.0,1977.7,0.433553554,15.15209388,0
68,228145.0,1738.5,3.826726268,14.42568843,1
69,244639.0,1249.27,3.056942224,12.33345976,1
70,358922.0,1800.87,3.1085192,14.96521899,1
71,141588.0,866.76,3.010803515,14.35388043,2
72,364320.0,586.86,2.306963166,15.26725963,0
73,149129.0,3047.82,3.641380218,14.76987052,2
74,156761.0,2171.59,4.178576392,17.03766082,1
75,371775.0,3047.82,2.209729231,16.56414637,1
76,146107.0,911.72,4.632037004,17.47517926,1
77,355454.0,2381.11,3.683714638,16.11715581,2
78,354738.0,686.89,4.205039891,15.38031487,1
79,377046.0,658.16,4.112316001,15.64701512,1
80,389749.0,971.54,4.634466936,16.71201526,1
81,356790.0,1412.29,3.722618496,11.58879434,0
82,165070.0,2522.65,2.165683321,13.00379256,1
83,131938.0,643.51,1.857934012,14.75856049,1
84,357684.0,1658.66,0.996979605,13.5506322,0
85,150731.0,1614.17,3.035090301,15.97365456,1
86,164102.0,1006.17,3.771549351,17.26456052,1
87,141086.0,902.71,2.210953256,15.80930015,1
88,238627.0,1877.11,1.090584284,15.03720666,1
89,350123.0,1558.34,3.28811547,15.96255789,1
90,143462.0,987.25,4.440663305,16.06276466,1
91,371562.0,1323.09,2.979521308,13.17928027,1
92,120661.0,875.36,3.557613647,15.13783275,1
93,372717.0,1629.13,2.088191035,15.7027123,1
94,123795.0,880.56,1.929327112,15.0768049,1
95,343889.0,2222.86,1.237924153,15.35939253,1
96,131617.0,1917.68,1.281445326,15.20592121,2
97,401119.0,643.42,3.068945145,16.12311393,1
98,248809.0,924.12,1.860222093,15.57169185,1
99,154493.0,759.07,1.976007179,17.10078699,1
100,249061.0,2019.56,3.463349576,11.2583727,1
101,136784.0,1831.81,2.592005053,16.24620778,1
102,250707.0,1404.02,3.398192011,14.89355731,1
103,330358.0,661.23,2.949296119,14.36946633,1
104,367787.0,1791.1,4.552616818,15.98142449,1
105,364100.0,2417.28,1.498101633,11.2583727,0
106,151986.0,2581.1,3.553947607,15.02660345,0
107,231074.0,1508.96,3.733127255,15.43718598,2
108,272361.0,750.55,3.007437618,14.47517659,1
109,375805.0,1465.96,2.250874058,16.58468969,1
110,152888.0,2181.69,3.916166035,13.33647542,1
111,255761.0,1882.41,3.040128975,16.0916462,0
112,119506.0,1044.21,3.315080344,15.3905907,1
113,260999.0,1118.73,3.118396397,14.89971626,2
114,371158.0,1598.87,3.901995246,15.76590662,1
115,382147.0,1693.22,2.379826181,16.94585881,0
116,135310.0,1731.9,2.989419171,13.71628798,1
117,358896.0,1897.32,3.274719522,15.20423636,1
118,378198.0,1676.08,2.164701203,14.66379552,1
119,363508.0,598.09,3.099472278,11.6187233,0
120,125566.0,790.06,0.965090123,14.64020166,2
121,146650.0,994.61,2.968010049,15.13050883,1
122,235779.0,1853.45,1.452536727,13.3042444,1
123,345158.0,1801.65,2.466872215,15.69050737,1
124,150661.0,808.07,4.354587,16.00956686,1
125,266197.0,1883.53,3.135378986,16.83083201,1
126,254258.0,2202.96,4.509269742,13.78561361,1
127,369163.0,2292.99,1.792685557,16.7242871,1
128,369932.0,944.48,2.83719232,15.21167982,1
129,145379.0,2470.75,3.836761531,16.15701765,1
130,150458.0,1948.54,4.93924406,12.48646898,1
131,127083.0,1285.89,2.265973855,14.85967354,1
132,133649.0,903.96,1.28187339,15.18156412,1
133,387974.0,833.13,4.93924406,16.08757158,0
134,382593.0,1893.02,3.252464393,14.87354832,1
135,365626.0,1023.22,3.48908674,14.51906906,1
136,345738.0,1135.91,2.949150212,14.85430355,1
137,353558.0,1940.82,1.170097997,15.68515799,1
138,359187.0,1488.02,4.283505625,16.98830697,1
139,238356.0,1363.95,2.01806025,14.94301103,2
140,149632.0,1140.94,3.610304401,15.46237357,1
141,238393.0,963.76,2.045797129,15.37183096,1
142,153050.0,1144.56,2.665697017,15.60794061,0
143,241292.0,1389.53,2.989815768,15.94235943,1
144,345742.0,1962.77,1.643423752,11.34597658,1
145,249233.0,728.15,1.905111313,15.5275934,1
146,262094.0,1594.84,1.014645298,15.4114045,0
147,360705.0,693.01,0.804925501,16.15489162,1
148,128572.0,1894.69,3.605193622,16.4401582,1
149,130321.0,1359.01,3.938865131,15.29252671,1
150,250823.0,973.46,4.428518102,14.67760305,0
151,152905.0,1216.86,4.173577228,15.39922263,0
152,371406.0,2518.16,4.126444677,12.41082968,1
153,134250.0,2274.12,3.00234631,16.08004951,0
154,362919.0,724.57,2.97869212,15.23587253,1
155,372988.0,1907.43,4.93924406,17.1347551,2
156,360010.0,886.74,3.732789903,15.77219226,1
157,139457.0,1188.08,1.883607962,16.75545787,1
158,162756.0,1525.87,2.674399222,17.46768163,1
159,394501.0,2588.57,1.479676152,15.1525538,1
160,360464.0,2363.89,3.114888567,15.63047882,0
161,253121.0,1719.07,3.248570335,14.47368179,1
162,347058.0,2403.06,0.277237176,14.20267965,0
163,137544.0,1394.0,3.935389083,15.84743981,1
164,263523.0,1646.97,4.240644401,15.98747476,1
165,159717.0,2836.68,3.011522487,16.6896339,0
166,380976.0,1427.38,4.284103188,15.46855221,1
167,252654.0,1023.52,3.743033565,13.05603599,1
168,242071.0,1348.05,3.086358452,15.23240912,1
169,145953.0,1489.64,3.007733438,15.58602715,1
170,157071.0,837.33,3.389018614,17.33230569,1
171,159107.0,1870.94,3.3182747,13.46607222,1
172,362094.0,820.92,4.93924406,15.02733417,1
173,161331.0,1956.17,2.940333743,15.89831138,1
174,144217.0,802.1,1.552829603,16.53149104,1
175,258522.0,820.03,2.070797074,16.00705871,1
176,180102.0,1865.0,1.960488696,15.47623769,0
177,365502.0,993.98,3.256100921,16.25462443,1
178,131407.0,1390.99,3.269650661,16.01362089,1
179,363166.0,1307.31,2.937013771,12.94215668,1
180,392167.0,2716.84,0.928732435,16.06376988,0
181,152803.0,917.21,2.914735618,13.64775142,1
182,131689.0,1955.99,0.773513141,14.1247479,1
183,260113.0,1560.8,1.374335108,14.10661285,1
184,133359.0,710.33,3.061521156,17.61445321,1
185,128260.0,652.02,3.264419952,16.03060328,2
186,387521.0,867.7,2.967311273,15.18941281,0
187,142794.0,1508.31,3.624179561,12.00070577,1
188,357779.0,919.72,3.197062356,16.00761635,0
189,158713.0,1922.22,3.17874241,15.05160445,0
190,119977.0,586.86,3.896938376,15.21701781,1
191,370750.0,1632.31,1.5262543,14.70479542,1
192,114947.0,863.04,3.663944169,14.05180265,1
193,120157.0,1926.96,3.519919176,15.55190337,1
194,146850.0,1851.15,2.962139384,15.67565188,1
195,356884.0,755.6,3.755298493,16.14654906,1
196,152786.0,693.86,2.98542642,15.23039951,0
197,373062.0,932.44,3.093977248,15.17492312,1
198,265825.0,1430.27,3.014169601,11.75758925,0
199,169151.0,1187.78,3.636718335,16.68077515,2
200,365054.0,1540.79,2.853337949,15.15597633,1
201,372022.0,1820.59,3.013132735,16.38859184,1
202,157995.0,678.28,0.596621755,17.08814683,1
203,232697.0,1506.85,4.071115143,14.27361306,0
204,138537.0,1891.24,3.218917629,12.95808385,1
205,132244.0,768.95,3.086936921,13.29619424,1
206,134822.0,1760.62,3.413730303,15.41870443,2
207,355782.0,1947.56,2.332834287,13.11849661,1
208,368516.0,2563.78,2.902457035,17.23140243,1
209,140441.0,815.28,3.918604224,16.51213133,1
210,363205.0,1055.55,3.17230851,15.35899193,1
211,361650.0,1288.45,4.061890088,17.05715818,1
212,270527.0,1764.93,3.481355504,15.13803116,1
213,158477.0,1332.0,3.300280069,15.44940741,1
214,134651.0,893.08,0.590895576,14.83444356,1
215,251884.0,985.45,3.322487186,15.64124101,1
216,386487.0,1813.58,2.421018959,15.66763556,1
217,258933.0,2615.67,2.699615104,15.55654618,1
218,148110.0,683.76,2.831869548,12.66192196,1
219,358082.0,1784.41,2.154827725,16.01047607,1
220,249287.0,2893.38,4.047983986,17.23070131,1
221,248551.0,936.03,1.652987435,15.5978331,1
222,242360.0,2223.88,3.257976668,15.76821129,1
223,134885.0,1845.59,0.601846149,13.8606994,1
224,159387.0,2275.72,3.742637962,17.17593175,0
225,114947.0,845.71,1.699841241,17.38047714,1
226,375129.0,1394.33,3.084580982,15.23768201,1
227,377903.0,890.56,3.040152196,13.82406494,1
228,351902.0,811.28,1.81519788,12.50131982,1
229,141718.0,1572.88,3.788753734,15.74781137,1
230,247275.0,1993.92,3.820104358,13.57501366,1
231,152617.0,1614.38,2.867077829,14.83063374,1
232,159883.0,2509.94,3.27602446,16.58747696,1
233,278321.0,852.67,3.2044549,16.28365898,0
234,172561.0,1903.6,3.012733136,15.76170838,0
235,252462.0,1179.71,3.608982907,16.12008644,1
236,370803.0,1034.19,2.849637727,15.62497938,0
237,143835.0,1839.48,3.102677101,17.33186482,1
238,258005.0,813.83,4.376628433,16.07769147,1
239,370583.0,989.41,2.940943947,14.75473905,1
240,120416.0,1632.19,-0.326393035,15.53829222,1
241,385742.0,1355.69,3.056775648,15.19960616,1
242,118189.0,1513.34,3.787428637,15.50078671,1
243,121677.0,2244.96,3.481631838,13.74244673,1
244,141426.0,817.04,4.93924406,15.51173608,1
245,251996.0,1536.21,3.124400045,17.0072614,1
246,367831.0,1516.7,2.945847954,15.15964877,1
247,123423.0,621.33,3.227533498,13.56143645,1
248,127486.0,1146.68,2.378441659,13.04264777,1
249,387303.0,1817.41,2.308256913,17.04463334,0
250,114947.0,699.29,2.354507369,14.24346333,2
251,354997.0,2362.5,1.510441552,14.62070427,1
252,121140.0,1978.42,1.821781266,15.05833123,1
253,137875.0,981.53,1.012415285,13.6186916,1
254,251372.0,1230.85,1.831206524,13.69310132,1
255,357119.0,1982.8,2.926636503,14.76057354,0
256,348667.0,759.3,3.325147963,14.72059054,1
257,121125.0,697.94,3.782747511,17.35306132,1
258,131469.0,806.79,2.039089622,14.96462985,1
259,250712.0,2414.92,1.492327615,14.97706215,1
260,134661.0,1664.71,3.834872988,15.78728567,1
261,349280.0,1840.98,1.057665093,14.56923745,1
262,129686.0,778.16,3.38429708,13.85073103,1
263,150057.0,1786.49,3.016633249,13.77324568,1
264,369701.0,2487.84,4.76000746,15.73351694,1
265,342149.0,937.07,1.495779517,15.01596254,1
266,140411.0,2791.83,4.829842067,15.44113833,1
267,126818.0,2212.35,2.369087628,14.70862394,1
268,152804.0,916.69,3.075619691,15.64269237,1
269,145500.0,2464.58,3.023576099,14.90725319,2
270,153331.0,1384.72,3.198482104,16.36886216,2
271,160037.0,1213.82,3.271177672,15.16261649,1
272,162408.0,1964.2,2.79637489,15.48432068,2
273,373647.0,636.74,4.058426255,16.83227442,1
274,371776.0,1768.19,3.264337679,15.94845421,1
275,136552.0,2455.41,3.005611125,12.32752001,0
276,233843.0,1756.93,2.587394267,12.08044915,1
277,146380.0,1529.6,2.567905128,15.29871256,1
278,360651.0,1628.07,0.34096245,15.36961068,1
279,366232.0,1067.44,2.412574791,15.85067713,1
280,264605.0,1436.02,2.886327664,13.47482368,1
281,134174.0,873.52,4.93924406,15.07307392,0
282,245802.0,1280.63,1.8126897,16.39967914,1
283,126912.0,1391.07,2.500353648,11.2583727,0
284,160272.0,1881.08,3.834573448,13.85564421,1
285,128221.0,1638.08,2.342792169,13.69273699,2
286,384407.0,2097.66,3.722760148,13.14834479,1
287,123572.0,1964.27,3.871724141,15.64195673,0
288,163343.0,1633.68,2.300901158,15.8495739,1
289,360918.0,1928.8,0.966835048,15.61787533,1
290,362949.0,1997.27,2.949110495,14.36744117,1
291,142552.0,832.0,4.667790023,15.23995196,2
292,364151.0,2430.03,1.449835321,13.22056458,1
293,377526.0,990.03,4.93924406,15.09262664,1
294,351172.0,1824.74,2.564274318,15.54174073,1
295,134262.0,897.7,4.651116088,16.0909008,1
296,377809.0,943.51,3.006413435,14.56466522,1
297,126647.0,1988.82,3.243741251,11.2583727,0
298,154918.0,2604.66,2.793280239,16.87800441,1
299,359082.0,1658.97,2.921656619,16.28541908,1
300,146979.0,2000.45,2.047632447,15.25360912,1
301,353228.0,935.36,0.757239944,15.57282697,0
302,269857.0,1671.41,2.908423794,15.03229223,2
303,275949.0,2833.75,2.58326599,15.8002506,1
304,125843.0,2223.67,2.008368162,15.10625557,1
305,143712.0,2683.41,3.59942644,15.54798922,2
306,249878.0,839.53,4.93924406,13.64380335,1
307,370214.0,875.57,3.456424292,13.05142048,0
308,247396.0,727.43,2.999164943,15.13603051,1
309,384490.0,2503.51,4.608256042,14.75664421,1
310,144838.0,1807.47,2.445303726,15.95010283,1
311,255821.0,1627.66,3.978519367,13.26374629,1
312,245387.0,1546.78,3.914727007,16.25798903,1
313,380227.0,959.95,3.569608213,15.58543686,1
314,278037.0,1909.51,3.563427495,15.27450656,2
315,344369.0,1765.48,1.743048907,14.3201245,1
316,347515.0,1326.06,2.239423323,15.1232339,1
317,273224.0,696.77,3.409697713,15.53832227,1
318,258897.0,641.41,4.93924406,16.54482984,1
319,363085.0,1539.94,3.789684511,15.6114409,1
320,132867.0,1858.95,1.171797948,12.68458788,1
321,257419.0,1933.71,2.273049639,15.1995052,1
322,257956.0,953.52,0.159917572,16.68838694,0
323,125603.0,1610.79,3.540465884,14.83160227,1
324,163522.0,1999.97,2.898133799,14.47406925,1
325,140315.0,1337.13,2.042258396,17.05177067,1
326,154873.0,928.25,2.241347685,11.7036083,1
327,361896.0,1765.83,2.408207495,15.20357685,0
328,368210.0,2421.33,3.890651685,16.49284312,1
329,348114.0,2010.19,1.78044981,12.74255552,2
330,344406.0,1507.18,3.580747329,14.54380221,1
331,387465.0,2610.72,4.342123288,14.90011831,1
332,380413.0,1655.06,3.050191817,16.0018088,1
333,156331.0,1417.84,4.015508745,16.8883789,1
334,266428.0,2240.4,1.862331707,15.40785355,0
335,160203.0,1715.94,4.93924406,15.11018379,1
336,145958.0,1134.35,4.801773178,15.71489921,1
337,363844.0,996.31,2.192493429,16.29070214,1
338,354001.0,2559.55,2.762199014,13.8702892,1
339,255297.0,2124.75,1.208608109,11.44832625,1
340,165445.0,1816.41,4.709332862,13.00694957,1
341,155988.0,1678.4,0.777813055,16.3797472,1
342,352086.0,2689.91,1.104694182,15.06057434,1
343,258196.0,1094.3,1.740980108,15.05892877,1
344,148778.0,950.78,3.330934584,15.75200558,1
345,363281.0,1726.2,4.616259158,15.46138748,0
346,122872.0,1433.98,2.890143194,16.1506233,0
347,257291.0,898.38,3.846904466,14.26328814,1
348,264320.0,690.71,3.736307617,16.31794863,1
349,164565.0,2728.72,2.84157651,15.92928961,1
350,376442.0,801.33,3.089478137,15.85489212,0
351,246536.0,2004.86,3.283849427,15.80431191,0
352,141284.0,843.81,1.63419921,15.56247266,1
353,161831.0,1873.28,2.679485205,14.86202569,1
354,118202.0,630.44,3.108235235,13.87463602,1
355,357886.0,1437.6,1.620963255,15.52445716,1
356,349961.0,1821.69,2.872361235,12.81468446,1
357,151621.0,801.76,3.603571624,16.89238535,2
358,364767.0,1865.67,2.003412061,16.05500611,0
359,134555.0,851.72,2.034784901,16.47249219,1
360,250709.0,904.62,2.694140822,16.60586125,1
361,155412.0,784.76,4.102180566,16.2616372,1
362,138521.0,2069.61,2.962306891,15.86130792,1
363,134207.0,1816.29,3.894358349,13.61925361,0
364,138138.0,1652.34,4.291007744,11.68301386,1
365,343870.0,1530.86,4.688277968,15.06847079,1
366,244773.0,658.75,3.186380079,14.83523049,1
367,166183.0,1667.75,4.828236109,16.3927544,1
368,361082.0,1832.64,2.28552161,14.47647009,1
369,364545.0,1570.28,2.886623775,16.75916573,2
370,152172.0,1629.19,3.452082831,17.29001413,1
371,137431.0,2397.52,2.821331756,15.83689738,1
372,353336.0,1007.21,2.826411787,15.6384266,1
373,142034.0,1692.77,2.145970919,15.18715493,1
374,149900.0,1640.8,2.473642963,16.18987223,1
375,355723.0,2381.89,0.209135464,16.40143576,1
376,129488.0,1501.82,3.189621855,17.63637041,1
377,137050.0,2720.75,3.014873427,16.53433455,1
378,361658.0,2691.54,1.660436424,14.68150665,0
379,129955.0,854.02,1.423000795,14.84271963,1
380,150203.0,757.78,2.154021484,15.32903156,0
381,367240.0,1604.89,1.768389427,16.12437699,1
382,360411.0,662.6,3.250629816,16.64859744,1
383,138480.0,1000.93,3.063873308,15.59338476,1
384,160264.0,1551.21,1.209653263,16.80367868,1
385,357552.0,935.52,3.131630891,16.49336729,1
386,141688.0,2109.76,3.014680441,14.59360333,1
387,395975.0,586.86,2.553635543,16.86227073,1
388,375651.0,1814.03,3.772406276,13.61090352,1
389,157005.0,1450.78,3.743927189,16.83789507,1
390,132171.0,1606.6,3.321660531,15.45710534,1
391,279032.0,1449.98,2.956384224,13.03415144,1
392,369562.0,772.26,2.651329287,12.83732623,1
393,371558.0,845.4,4.016896101,16.10671677,1
394,124422.0,1875.77,2.907517715,15.24058835,0
395,140703.0,759.13,1.2457076,12.22365948,0
396,371628.0,1427.08,3.758496596,13.97612178,1
397,149451.0,620.56,3.977410948,16.59441971,1
398,358722.0,1975.08,2.987103536,13.49123046,1
399,392962.0,1756.42,3.366544003,14.87099028,1
400,131820.0,599.36,2.6583674,12.37705265,1
401,344348.0,1440.66,2.899587471,14.9325041,1
402,144735.0,2161.79,1.051747755,16.50405346,1
403,163352.0,2386.63,2.360512938,15.80317353,1
404,335407.0,586.86,2.137020702,12.55166407,2
405,137753.0,801.69,4.653254269,13.60649668,0
406,135928.0,1561.09,4.381045049,15.08853118,1
407,401119.0,2762.03,2.822331748,16.3360205,0
408,259198.0,1496.4,2.185744546,13.45506711,1
409,238420.0,2465.7,2.844453259,15.29806818,1
410,147414.0,766.76,3.48536771,15.60472257,1
411,130343.0,1786.16,2.307189875,14.63896404,2
412,143828.0,918.79,2.938384237,15.03025097,1
413,137455.0,1739.79,3.194429455,11.63040801,1
414,375848.0,1942.77,3.97709449,16.44497538,0
415,346980.0,1879.85,1.789413355,14.32621184,1
416,356664.0,1167.99,1.572057082,16.42519777,1
417,163653.0,909.12,2.094829601,17.04762316,1
418,248866.0,1091.39,1.079615597,15.02304846,1
419,143449.0,1699.22,2.981535254,15.41860448,1
420,148527.0,1368.87,3.029258179,16.11709911,1
421,290306.0,1683.77,2.630164378,16.17372352,1
422,374704.0,1984.42,3.769999059,16.56310247,1
423,372990.0,1447.68,3.252119425,15.86898566,1
424,140092.0,2133.88,0.837303907,15.24211689,1
425,267522.0,1833.67,3.230486994,15.32893562,0
426,150186.0,688.57,2.191429727,17.08267117,0
427,128310.0,1106.07,3.008264873,14.38254615,1
428,375511.0,864.26,1.297955549,16.34556085,1
429,128007.0,1489.01,2.22499015,14.48792256,1
430,259487.0,737.16,0.206050033,15.92754762,1
431,385971.0,855.97,1.812961155,13.95529213,1
432,150888.0,2720.18,0.642040213,14.40791378,1
433,263608.0,2410.55,4.513625707,15.96547943,2
434,143593.0,2166.51,4.564169344,15.35788022,1
435,347345.0,664.39,0.948216939,15.83526669,1
436,363820.0,1120.75,3.55040753,16.13421668,0
437,115344.0,970.02,3.094304568,13.06842893,1
438,271718.0,1647.47,3.521099286,14.17732354,2
439,141313.0,1938.58,2.043220567,15.41003562,2
440,236654.0,1311.51,3.225326957,14.03549533,1
441,137261.0,906.08,3.19621846,15.70833295,2
442,218208.0,1572.61,2.547357031,14.57430133,1
443,360107.0,1804.9,2.74575336,15.14837699,1
444,353840.0,1331.04,1.817639023,16.11606052,1
445,154644.0,1168.39,3.301778961,15.23161589,0
446,265014.0,727.65,4.754752785,14.15307886,1
447,125977.0,1861.08,4.805819708,12.51438653,1
448,353246.0,1570.29,2.387640126,15.57575588,1
449,155946.0,1194.01,2.814512899,17.02853724,2
450,140773.0,878.78,1.714549199,15.3664785,2
451,133570.0,1477.99,2.14775683,16.60040667,1
452,269418.0,1578.37,3.664916492,15.2004957,1
453,144205.0,1527.87,2.33623067,15.60094604,1
454,361041.0,1332.11,3.140743373,16.68752799,0
455,244892.0,894.28,3.871012216,14.38264727,0
456,114947.0,2151.36,2.317773313,14.90722505,1
457,375564.0,875.31,3.248725578,15.33509522,0
458,379949.0,1243.96,3.002635531,16.21157911,2
459,357727.0,2008.35,2.948942278,16.24004966,1
460,246188.0,2183.52,4.775236598,15.8635568,0
461,160732.0,1670.26,3.826820577,16.78468262,1
462,383773.0,1832.0,3.433792345,16.0265165,1
463,359002.0,1468.17,4.141341542,15.97586083,0
464,387535.0,1883.81,2.225367453,14.34908158,1
465,161324.0,2239.82,4.102310402,16.18346093,1
466,255331.0,1789.18,1.202521131,15.01724661,0
467,164230.0,1920.63,4.93924406,15.98815624,1
468,133188.0,588.04,3.126580601,15.33283642,1
469,132455.0,1364.09,3.072761052,15.86130574,2
470,121916.0,1130.4,2.295811446,14.78085353,1
471,237778.0,1022.68,3.416520445,12.59582393,1
472,243873.0,586.86,1.464008286,12.8597405,0
473,173620.0,829.33,3.061284615,16.6765948,2
474,125052.0,2351.82,2.05377044,15.84384213,0
475,153769.0,1450.44,4.686836459,16.16250766,0
476,146136.0,646.42,2.851081334,17.19974295,2
477,162156.0,875.23,4.590081834,14.65977161,1
478,358384.0,1968.68,3.526348146,15.70882286,0
479,265804.0,1140.27,0.901475085,15.58390172,1
480,252854.0,1317.99,3.479113403,15.56889676,1
481,343309.0,1147.44,4.255096109,12.10285185,1
482,365326.0,2312.23,3.543408268,15.78451622,1
483,148636.0,1659.98,1.58969235,14.78264833,1
484,133938.0,1395.39,2.809106017,15.78093308,1
485,362542.0,1778.15,2.487798658,15.12165666,1
486,269285.0,772.51,4.312543163,14.04829884,1
487,256447.0,1811.11,2.921633779,14.22930442,0
488,383385.0,1766.27,1.972842133,15.63216113,1
489,250465.0,2399.91,4.217742654,15.08392572,1
490,364742.0,951.77,2.845919964,16.20951076,1
491,143034.0,1854.34,2.330366947,16.26281443,1
492,156094.0,2385.93,4.640464349,14.07130588,1
493,362334.0,878.22,4.071681536,16.02982254,1
494,146121.0,2862.75,1.252306908,15.67613268,1
495,165494.0,1101.09,0.841027119,16.51577379,0
496,140463.0,1811.84,3.560298263,15.53095626,1
497,260449.0,2882.77,3.338321387,16.40345175,1
498,361425.0,2058.6,2.927766615,14.67225182,1
499,365693.0,2460.68,2.885612653,13.44383737,2
500,137406.0,1174.48,2.757739431,17.45740868,1
501,326912.0,909.55,4.350106321,14.89176132,1
502,369973.0,1583.19,1.707868502,15.49511936,2
503,261371.0,1698.35,3.816310673,15.18812571,2
504,355167.0,1058.46,3.005425799,15.16275372,1
505,122900.0,2131.78,2.502000157,15.7030723,1
506,153696.0,1249.96,3.333233265,15.07296111,0
507,370806.0,1344.46,2.742764456,14.41319309,1
508,247799.0,1868.02,4.93139388,15.62940251,2
509,146057.0,1332.19,2.437902506,15.41676508,1
510,359901.0,1706.7,1.464878528,15.34743627,1
511,372177.0,1074.78,0.829543717,16.62659357,1
512,248862.0,1719.25,3.068107392,12.8732825,0
513,146144.0,1389.32,4.544074557,16.41095237,2
514,142404.0,621.23,2.023964015,15.168028,1
515,129097.0,754.78,4.42757712,12.52792477,1
516,246378.0,937.77,1.921148208,15.95048162,1
517,353108.0,779.28,2.100778537,17.1552558,1
518,351077.0,758.58,2.385822831,16.08044863,1
519,146594.0,775.56,3.858713975,17.1488208,0
520,247659.0,2263.41,4.253208821,15.76495298,1
521,351414.0,2965.9,0.684474563,11.2583727,1
522,147571.0,624.8,4.214463733,16.27102247,1
523,357890.0,2231.92,1.443276794,16.16570422,1
524,352713.0,1768.92,2.755148911,14.81945319,0
525,347175.0,1324.96,1.88007162,14.45773854,1
526,156749.0,1297.79,2.041713035,13.73080973,0
527,139674.0,1995.93,3.293848623,15.68704549,2
528,164063.0,1090.6,4.505736707,14.50736442,1
529,115079.0,1027.07,2.422241904,14.8558006,1
530,241662.0,1636.57,2.389210366,15.41409171,0
531,348711.0,1509.2,1.180916686,14.73095684,2
532,362182.0,2805.53,4.917849192,13.2299716,1
533,368800.0,1468.09,2.299353051,15.18011161,1
534,377968.0,961.4,4.150150692,15.93369679,1
535,359530.0,1135.06,3.996526293,14.93914732,1
536,259703.0,1672.65,1.696766487,14.10092609,1
537,398489.0,1037.37,4.814936405,16.4321555,0
538,371663.0,586.86,3.224095459,13.51499406,1
539,127663.0,2255.36,2.318412706,14.24650298,2
