,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
24,24,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,336,4.19,585,204,3703.47,602.6941393908348,34.15343763,15.692692999999998,26.19026488,0.11707839760985506
25,25,Georgia,Tifton,11/1/2007,CW 36106,11/11/2008,245,2.98,264,390,4298.62,678.9570925089938,30.4019593,105.98888659999999,83.35423311,0.6722131990000001
26,26,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,341,3.39,264,390,3906.7,1323.896,29.25597943,30.199276820389038,130.53717493,0.41633044849235334
27,27,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,251,2.83,346,0,3627.76,1216.2289465722906,138.9297511,105.98888659999999,26.19026488,0.15462200080150404
28,28,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,226,6.03,264,0,3400.37,646.1555343804586,20.58125727,69.00744771102956,93.56762287,0.181380508198
29,29,Georgia,Midville,11/1/2007,Bara 503,11/11/2008,312,5.12,264,379,4581.81,1028.4304403976103,138.9297511,62.38774844882819,121.24833513,0.116674048
30,30,Georgia,Midville,11/1/2007,Hybri Force 700,8/14/2009,241,5.35,654,390,5107.02,1277.735126764609,31.90713677,15.692692999999998,142.38055106,0.17161566098759473
31,31,Georgia,Midville,11/1/2007,Hybri Force 600,11/17/2010,253,5.45,1000,68,4135.09,1323.896,20.58125727,105.98888659999999,26.19026488,0.17896566957054955
32,32,Georgia,Tifton,11/1/2007,TS 8031,8/14/2009,302,2.29,267,390,4430.82,1323.896,138.9297511,36.033441978354034,176.8482793,0.34465840169479206
33,33,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,285,3.24,1000,59,3400.1,892.2428660448979,40.18714896,105.98888659999999,176.8482793,0.116674048
34,34,Georgia,Midville,2/21/2008,Bulldog 805,11/17/2010,226,4.87,351,0,4574.35,810.9960877785148,120.3168027,17.171265767566183,26.19026488,0.6722131990000001
35,35,Georgia,Midville,2/21/2008,Bulldog 805,12/7/2009,226,3.44,1000,0,3783.46,599.974,46.48760456,105.98888659999999,68.6492724,0.25946466747205577
36,36,Georgia,Tifton,11/1/2007,Attention II,11/11/2008,298,5.78,410,0,4683.13,871.2696480399907,138.9297511,78.12014025464936,83.45111853,0.6722131990000001
37,37,Georgia,Midville,11/1/2007,CW 36106,8/14/2009,230,3.77,636,0,4635.01,1323.896,33.10081233,15.692692999999998,26.19026488,0.6373257718072342
38,38,Georgia,Tifton,11/1/2007,Attention II,11/11/2008,253,6.03,406,386,3400.1,903.0780749346596,138.9297511,71.35421211757063,32.49343914,0.116674048
39,39,Georgia,Midville,2/21/2008,Hybri Force 700,11/11/2008,293,5.1,590,390,4895.69,1323.896,20.58125727,22.80975629490645,176.8482793,0.116674048
40,40,Georgia,Midville,11/1/2007,GA-505,11/11/2008,323,4.1,1000,390,4138.17,1164.0995541331522,114.64122855,30.54706684429168,176.8482793,0.15534266469090527
41,41,Georgia,Midville,2/21/2008,CW 36106,11/11/2008,237,6.03,1000,390,3400.1,655.0731421057714,24.24985784,105.98888659999999,26.19026488,0.15743592525959502
42,42,Georgia,Midville,11/1/2007,Hybri Force 600,11/11/2008,234,2.34,1000,354,4671.68,656.7018314684536,138.9297511,81.13030930129781,67.34802563,0.350496422853863
43,43,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,282,5.84,787,169,3606.06,1113.3061740408561,67.13648741,87.32808718098137,104.19779444,0.23966443382314956
