,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
24,24,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,305,5.03,266,268,5170.5,716.1707348182293,81.07241538,46.686766397441744,176.8482793,0.116674048
25,25,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,340,2.6,798,390,4977.14,802.7172659191762,20.58125727,46.301776488252145,28.05279241,0.12609407175500312
26,26,Georgia,Midville,2/21/2008,PGI 801,12/7/2009,226,6.03,264,390,5320.75,619.9656796000186,23.54826215,38.902122986450046,26.19026488,0.5772015283979699
27,27,Georgia,Midville,2/21/2008,Bara 503,11/20/2008,311,5.31,431,390,4541.45,599.974,40.50493843,105.98888659999999,26.19026488,0.17668337571991255
28,28,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,297,6.03,971,390,4279.7,1323.896,34.88891015,105.98888659999999,160.80570941,0.12952675140153108
29,29,Georgia,Midville,11/1/2007,Attention II,8/14/2009,226,4.89,1000,228,3400.1,726.9594311779522,20.58125727,30.98806709610721,145.91014287,0.6722131990000001
30,30,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,237,4.2,796,358,5320.75,1323.896,20.58125727,105.98888659999999,26.19026488,0.116674048
31,31,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,307,4.26,474,178,5194.02,1119.7352395657545,20.58125727,92.22207444089217,136.22319143,0.6722131990000001
32,32,Georgia,Tifton,11/1/2007,Bulldog 805,8/14/2009,341,3.94,404,390,4082.19,608.6014829895449,20.58125727,25.3793734149343,172.03087123,0.1327121375511422
33,33,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,243,5.86,264,21,3473.53,1323.896,138.9297511,26.920460727725143,176.8482793,0.49783500739339015
34,34,Georgia,Midville,11/1/2007,PGI 909,8/14/2009,226,6.03,553,390,3400.1,606.5324959284571,43.29749589,92.27658427470426,47.76991023,0.15140574067499152
35,35,Georgia,Midville,11/1/2007,CW 36106,12/7/2009,341,4.96,1000,37,5072.28,713.3320515061565,138.9297511,15.692692999999998,47.44021675,0.3357178220166063
36,36,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,341,6.03,1000,390,5320.75,718.3782092517441,138.9297511,105.98888659999999,113.44281393,0.17834485980756376
37,37,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,310,3.82,559,390,5320.75,842.5758535577295,20.58125727,23.75582059257723,26.19026488,0.21672640575979227
38,38,Georgia,Midville,11/1/2007,Attention II,11/17/2010,277,5.84,510,193,4953.62,1081.4987331856164,40.16679734,39.87836539145088,175.72120811,0.18902362953797036
39,39,Georgia,Tifton,11/1/2007,PGI 801,11/17/2010,261,5.2,646,278,4665.83,1242.301569120332,21.34250664,15.692692999999998,150.55097631,0.116674048
40,40,Georgia,Midville,2/21/2008,TS 8031,11/20/2008,341,6.03,616,3,5320.75,1323.896,138.9297511,105.98888659999999,97.55501739,0.6722131990000001
41,41,Georgia,Tifton,11/1/2007,Hybri Force 600,11/20/2008,245,6.03,1000,384,4552.25,1094.2002705211598,138.9297511,24.029676952006017,26.19026488,0.6146412657069932
42,42,Georgia,Tifton,11/1/2007,BaraWet 501,11/11/2008,341,3.93,906,297,4799.34,953.0903263817873,43.07913184,81.24449475861599,78.41207673,0.1687884168857892
43,43,Georgia,Tifton,11/1/2007,Hybri Force 700,12/7/2009,231,4.34,831,390,4135.05,654.6812045688447,118.50111973,102.21984727800046,176.8482793,0.11923358825022284
