,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
13,13,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,338,4.6,283,186,3775.33,1323.896,39.6120807,44.01954584947823,176.8482793,0.116674048
14,14,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,248,4.37,689,0,4481.36,669.8862139787449,20.58125727,105.98888659999999,65.49337637,0.19886702906853132
15,15,Georgia,Midville,11/1/2007,Bara 503,11/20/2008,276,5.3,264,168,3400.1,876.4036891227225,20.58125727,15.692692999999998,176.8482793,0.1353157875829396
16,16,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,284,3.73,723,390,3978.15,845.9152155110426,20.58125727,48.54670867135794,74.62602424,0.1737758050346555
17,17,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,272,4.6,555,0,3905.75,1323.896,131.53061199,22.809571175510637,49.25590269,0.116674048
18,18,Georgia,Tifton,11/1/2007,Hybri Force 600,8/14/2009,243,4.67,622,116,3400.1,1323.896,20.58125727,15.987568668738803,99.99223026,0.6722131990000001
19,19,Georgia,Midville,2/21/2008,GA-505,8/14/2009,233,6.03,285,0,3753.33,644.1447240884687,20.58125727,15.692692999999998,49.51799772,0.1842653484964906
20,20,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,256,4.26,790,181,3400.1,853.3722777302338,82.89021484,105.98888659999999,26.19026488,0.14412073931684402
21,21,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,226,5.2,1000,326,3400.1,1323.896,20.58125727,105.98888659999999,45.00111533,0.116674048
22,22,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,329,6.03,694,352,3609.24,764.6431555439583,24.88507575,28.254802236062602,176.8482793,0.17324118460904228
23,23,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,341,6.03,719,106,4520.5,1323.896,24.18769734,16.75621452931872,176.8482793,0.116674048
24,24,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,341,2.27,499,238,4629.9,677.362952080251,54.83026413,95.32959558205908,153.66254485,0.14735661644192774
25,25,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,316,2.52,536,291,3874.22,767.8992829164138,20.58125727,15.692692999999998,46.64467799,0.6722131990000001
26,26,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,323,2.27,401,332,3620.22,828.3571070473704,138.9297511,15.692692999999998,153.50133125,0.5525557537322834
27,27,Georgia,Tifton,11/1/2007,Bara 503,11/17/2010,321,6.03,264,0,4649.16,599.974,34.38028413,15.692692999999998,171.00984263,0.1561650245617677
28,28,Georgia,Tifton,11/1/2007,Bulldog 805,11/11/2008,330,6.03,366,350,3944.87,1323.896,28.36988711,15.692692999999998,176.8482793,0.48745687780745817
29,29,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,226,6.03,539,0,3400.1,661.6464661505217,102.26177122,15.692692999999998,29.72644225,0.1550608202205666
30,30,Georgia,Tifton,11/1/2007,Bara 503,8/14/2009,333,6.03,264,0,5320.75,1226.1317288255534,20.58125727,54.77612335856984,43.40320369,0.1301172880506789
31,31,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,296,5.51,940,0,5320.75,796.019994331911,92.54566136,15.692692999999998,65.34057658,0.24484258848938084
32,32,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,294,4.22,628,0,3534.73,894.9706205875037,20.58125727,105.98888659999999,168.83925098,0.5017354759239667
33,33,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,259,2.77,264,130,3400.1,1323.896,138.9297511,15.692692999999998,176.8482793,0.116674048
34,34,Georgia,Midville,11/1/2007,Attention II,12/7/2009,341,5.25,510,232,5264.76,1323.896,20.58125727,21.8881560651114,166.04149957,0.6722131990000001
35,35,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,226,6.03,1000,0,3697.09,858.0434091650818,35.06449421,105.98888659999999,43.12149796,0.116674048
36,36,Georgia,Tifton,11/1/2007,BaraWet 501,11/11/2008,272,4.79,979,80,3400.1,881.9820818833288,51.18634425,15.692692999999998,176.8482793,0.6722131990000001
37,37,Georgia,Tifton,2/21/2008,Hybri Force 600,11/17/2010,226,5.16,264,0,3400.1,1323.896,128.74136134,69.68556285051591,106.36913471,0.6722131990000001
38,38,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,326,6.03,454,0,5115.76,879.4800446170931,20.58125727,105.98888659999999,31.04078491,0.15804743948644553
39,39,Georgia,Tifton,11/1/2007,TS 8031,12/7/2009,250,6.03,585,303,5320.75,872.9096983661647,20.58125727,21.998844366049422,26.19026488,0.39197832610256145
40,40,Georgia,Midville,2/21/2008,Attention II,12/7/2009,341,4.97,366,0,5204.23,1323.896,82.00535068,15.692692999999998,176.8482793,0.116674048
41,41,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,307,4.68,411,0,4726.16,1323.896,138.9297511,88.78744277140873,172.44149529,0.116674048
42,42,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,304,5.48,1000,0,3400.1,1323.896,138.9297511,34.416439636893884,38.3119372,0.40819499371231294
43,43,Georgia,Midville,2/21/2008,PGI 801,8/14/2009,226,4.67,493,250,4711.56,1323.896,20.58125727,15.692692999999998,53.17218552,0.6722131990000001
