id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
18,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,253,5.77,1000,390,4199.48,776.7944773,26.76265684,16.26460392,26.19026488,0.573543517
19,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,341,4.51,654,262,3968.88,1140.127898,27.2601454,24.83265619,42.42640105,0.116674048
20,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,341,2.69,605,390,3637.7,758.3855159,40.65586838,15.692693,98.12673878,0.549523862
21,Georgia,Tifton,2/21/2008,Hybri Force 700,11/17/2010,341,2.33,810,187,3779.93,723.8484338,138.9297511,73.17286661,176.8482793,0.116674048
22,Georgia,Tifton,11/1/2007,GA-505,11/20/2008,237,4.47,573,155,3400.1,717.103768,38.44912582,105.9888866,26.19026488,0.226070904
23,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,226,3.88,655,0,5127.14,731.3227481,31.69159789,68.56759104,118.6203164,0.116674048
24,Georgia,Midville,11/1/2007,PGI 909,12/7/2009,341,4.26,747,390,5199.28,793.5254146,20.58125727,15.692693,82.89834772,0.257454439
25,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,332,2.36,732,0,5108.36,694.8420235,37.15913466,24.55195527,26.19026488,0.291934489
26,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,341,5.06,750,390,4116.09,1219.834464,44.90895499,105.9888866,174.5027177,0.128228794
27,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,341,3.94,811,390,5320.75,1323.896,35.95240897,22.05943735,94.90349882,0.447667901
28,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,341,3.83,1000,390,5182.38,882.0968181,34.57844401,105.9888866,46.70521013,0.300625354
29,Georgia,Midville,2/21/2008,GA-505,11/20/2008,287,2.27,816,390,5036.58,1323.896,34.25442992,22.51388893,112.2399627,0.558125821
30,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,335,2.27,449,0,5084.98,629.8030259,20.58125727,105.9888866,31.97290945,0.116674048
31,Georgia,Midville,11/1/2007,GA-505,11/20/2008,341,4.95,708,382,5195.57,1323.896,34.95051993,105.9888866,118.719162,0.116674048
32,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,341,2.27,422,390,4524.68,1189.731946,81.59662646,21.34550981,176.8482793,0.506938079
33,Georgia,Midville,2/21/2008,PGI 801,12/7/2009,341,4.18,730,362,5308.45,778.3692587,21.42532513,20.65951908,27.53104267,0.672213199
34,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,311,2.27,825,352,5138.22,664.5585038,30.21691483,29.25782559,165.4562893,0.322160215
35,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,341,2.27,487,163,5320.75,743.6347207,25.97660069,105.9888866,163.3445203,0.116674048
36,Georgia,Tifton,11/1/2007,CW 36106,11/11/2008,335,2.27,820,158,3822.33,832.612527,138.9297511,15.692693,35.91133177,0.672213199
37,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,341,4.91,680,27,3571.76,1114.072764,20.58125727,56.86766624,26.19026488,0.224785616
38,Georgia,Tifton,11/1/2007,Hybri Force 600,8/14/2009,333,4.21,496,266,3866.52,835.4566528,138.9297511,96.02428676,26.19026488,0.19260662
39,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,313,4.82,488,390,3400.1,1137.818332,51.21741291,18.39300792,119.3109163,0.116674048
40,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,270,3.56,645,200,5320.75,1094.700037,28.51183026,101.232219,26.19026488,0.672213199
41,Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,341,5.38,652,306,3400.1,638.6226992,26.44954816,98.65156842,176.8482793,0.26966441
42,Georgia,Midville,11/1/2007,PGI 909,11/17/2010,323,2.27,787,390,4247.07,871.4067889,138.9297511,93.67950904,172.3317601,0.672213199
43,Georgia,Tifton,2/21/2008,Hybri Force 700,11/20/2008,317,2.27,567,390,4987.45,637.6991558,138.9297511,15.692693,176.8482793,0.133404729
44,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,247,3.71,381,156,5320.75,1323.896,24.98466047,105.9888866,89.62864502,0.147771212
45,Georgia,Midville,11/1/2007,GA-505,11/11/2008,265,5.51,639,0,5320.75,793.0228178,128.605657,92.18549764,85.02789734,0.116674048
46,Georgia,Tifton,11/1/2007,Hybri Force 600,11/20/2008,226,4.32,1000,0,5320.75,1306.470445,138.9297511,105.9888866,77.0331174,0.485950584
47,Georgia,Midville,2/21/2008,Attention II,11/11/2008,313,2.27,615,0,5320.75,1323.896,20.58125727,68.69396111,176.8482793,0.241223558
48,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,341,4.55,631,252,4886.61,1323.896,70.24496182,20.4654293,30.74397841,0.672213199
49,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,281,4.01,264,0,4083.42,1323.896,20.58125727,105.9888866,144.9641077,0.180029785
50,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,290,4.66,873,12,5320.75,756.4556575,20.58125727,105.9888866,35.95641961,0.672213199
51,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,282,4.16,757,0,4732.19,678.28433,20.58125727,105.9888866,176.8482793,0.656551081
52,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,232,2.54,1000,192,3727.96,1323.896,24.19956247,94.24777767,176.8482793,0.277049798
53,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,321,5.65,617,247,3961.21,1234.228191,20.58125727,53.31983967,56.31399569,0.116674048
54,Georgia,Tifton,11/1/2007,GA-505,11/11/2008,291,4.87,758,23,3974.12,768.0035227,133.5994936,105.9888866,176.8482793,0.227653148
55,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,341,3.8,264,241,3400.1,657.1981167,22.67268322,33.13372583,167.9163724,0.130838491
56,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,324,5.19,760,233,5158.84,1323.896,20.58125727,36.09102945,176.8482793,0.211259824
57,Georgia,Midville,11/1/2007,Bara 503,11/17/2010,318,4.21,309,0,5263.04,645.8835515,138.9297511,31.03946191,60.2334104,0.232638186
58,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,341,6.03,619,136,3934.32,1256.537165,20.58125727,105.9888866,64.19669204,0.116674048
59,Georgia,Midville,2/21/2008,GA-505,11/17/2010,330,2.79,738,0,4545.17,682.729398,138.9297511,30.11795113,26.19026488,0.143832998
60,Georgia,Tifton,11/1/2007,Attention II,11/11/2008,341,2.27,475,0,5313.49,1323.896,20.58125727,105.9888866,176.8482793,0.242272476
61,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,322,6.03,1000,52,3755.13,1323.896,70.6736296,26.79008382,176.8482793,0.116674048
62,Georgia,Midville,2/21/2008,BaraWet 501,11/17/2010,307,3.45,1000,390,4730.93,1178.884793,20.58125727,70.42301435,61.32340318,0.600932651
63,Georgia,Midville,11/1/2007,PGI 909,8/14/2009,341,2.34,293,0,4376.36,710.4924855,20.58125727,105.9888866,45.3290304,0.116674048
64,Georgia,Tifton,11/1/2007,Bulldog 805,8/14/2009,340,6.03,722,0,4114.52,653.9805041,20.58125727,26.84464025,176.8482793,0.169001249
65,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,307,2.47,639,0,4296.28,1320.974798,64.21934466,15.692693,34.08588998,0.201154045
66,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,244,5.07,1000,276,5320.75,1144.22118,130.7070982,20.21207738,176.8482793,0.278080223
67,Georgia,Midville,11/1/2007,PGI 801,8/14/2009,341,2.27,264,268,5320.75,1085.782576,20.58125727,105.9888866,26.19026488,0.226133816
68,Georgia,Midville,2/21/2008,Hybri Force 700,11/20/2008,226,4.92,826,0,3400.1,1263.358268,138.9297511,105.9888866,176.8482793,0.25041157
69,Georgia,Midville,11/1/2007,TS 8031,8/14/2009,286,2.32,1000,0,5302.56,1323.896,20.58125727,105.9888866,133.547381,0.672213199
70,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,3.61,264,146,5025.02,1323.896,86.44635005,27.47856638,58.78227708,0.155079581
71,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,335,2.27,841,0,4986.05,1301.428376,33.8088173,105.9888866,176.8482793,0.464948769
72,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,270,5.15,572,219,4559.36,622.2035174,25.27807024,92.34544396,104.8066379,0.185400273
73,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,226,2.27,323,0,3963.33,1124.108544,103.0491339,26.25956895,176.8482793,0.120361236
74,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,226,2.27,480,348,3980.32,1139.966056,67.62968411,105.9888866,163.0493009,0.584516106
75,Georgia,Midville,11/1/2007,Attention II,11/17/2010,300,6.03,468,0,4453.74,763.0769767,98.97742845,52.23248369,176.8482793,0.141273538
76,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,341,2.83,264,0,4343.28,1323.896,34.34317641,105.9888866,53.24573361,0.116674048
77,Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,341,4.21,380,390,4716.52,791.2227521,20.58125727,101.8143918,159.0146256,0.116674048
78,Georgia,Midville,2/21/2008,TS 8031,12/7/2009,246,4.04,1000,0,5271.61,1323.896,20.58125727,18.5409575,176.8482793,0.153766986
79,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,341,3.58,288,0,3545.14,764.4650136,20.58125727,105.9888866,176.8482793,0.227471235
80,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,226,2.27,668,0,4237.12,796.4719429,20.58125727,21.39751042,66.13198923,0.131725486
81,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,335,3.39,825,59,5320.75,1197.014772,20.58125727,105.9888866,176.8482793,0.182136121
82,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,329,3.41,264,206,5320.75,1323.896,20.58125727,105.9888866,65.79155841,0.227973148
83,Georgia,Tifton,11/1/2007,TS 8031,11/11/2008,256,3.42,446,390,4390.56,1323.896,96.13422113,34.69300712,176.8482793,0.672213199
84,Georgia,Tifton,2/21/2008,Bara 503,8/14/2009,299,2.37,1000,126,3400.1,773.6633346,66.59676811,42.03175689,73.88268184,0.138584406
85,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,303,4.87,264,0,3923.88,1165.956621,115.2385977,105.9888866,176.8482793,0.219718064
86,Georgia,Midville,2/21/2008,GA-505,11/11/2008,235,3.6,264,166,5320.75,599.974,20.58125727,105.9888866,36.93062208,0.572399809
87,Georgia,Midville,11/1/2007,TS 8031,8/14/2009,226,2.27,264,387,4767.99,1202.472603,20.58125727,19.6842095,176.8482793,0.116674048
88,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,300,5.56,630,0,4915.39,680.4782879,20.58125727,31.03126576,148.0911587,0.117218463
89,Georgia,Midville,11/1/2007,BaraWet 501,11/17/2010,341,4.59,691,0,3608.65,1323.896,25.30459767,66.77896393,26.19026488,0.509521503
90,Georgia,Midville,2/21/2008,GA-505,11/17/2010,341,6.03,264,2,4596.79,666.1410246,23.93310377,15.692693,111.8182609,0.200112414
91,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,341,4.1,523,215,5320.75,711.7320273,36.42539146,105.9888866,96.40334787,0.43005524
92,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,321,2.92,264,0,4343.42,1323.896,20.58125727,61.28764105,176.8482793,0.166537626
93,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,311,3.58,1000,0,4621.28,599.974,37.37359189,58.0197903,70.7581713,0.116674048
94,Georgia,Midville,2/21/2008,Bara 503,12/7/2009,253,3.54,281,0,4058.71,1323.896,38.83744213,26.00805409,121.588494,0.116674048
95,Georgia,Tifton,11/1/2007,CW 36106,11/17/2010,286,5.28,264,3,4420.11,648.2142782,89.95754281,15.692693,43.96954739,0.672213199
96,Georgia,Tifton,11/1/2007,Attention II,11/11/2008,341,6.03,264,0,5170.76,924.8759638,30.44992876,15.692693,176.8482793,0.672213199
97,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,341,3.61,264,22,3907.57,803.273966,46.96499386,73.30654924,176.8482793,0.124989602
98,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,341,6.03,715,0,3514.77,789.1179111,20.58125727,15.692693,176.8482793,0.202306005
99,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,226,5.24,829,25,5062.46,1323.896,23.17494225,15.692693,176.8482793,0.116674048
100,Georgia,Midville,11/1/2007,TS 8031,11/17/2010,287,2.34,459,0,3400.1,862.0850847,23.18218635,48.89607512,81.95514811,0.672213199
101,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,338,4.6,283,186,3775.33,1323.896,39.6120807,44.01954585,176.8482793,0.116674048
102,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,248,4.37,689,0,4481.36,669.886214,20.58125727,105.9888866,65.49337637,0.198867029
103,Georgia,Midville,11/1/2007,Bara 503,11/20/2008,276,5.3,264,168,3400.1,876.4036891,20.58125727,15.692693,176.8482793,0.135315788
104,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,284,3.73,723,390,3978.15,845.9152155,20.58125727,48.54670867,74.62602424,0.173775805
105,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,272,4.6,555,0,3905.75,1323.896,131.530612,22.80957118,49.25590269,0.116674048
106,Georgia,Tifton,11/1/2007,Hybri Force 600,8/14/2009,243,4.67,622,116,3400.1,1323.896,20.58125727,15.98756867,99.99223026,0.672213199
107,Georgia,Midville,2/21/2008,GA-505,8/14/2009,233,6.03,285,0,3753.33,644.1447241,20.58125727,15.692693,49.51799772,0.184265348
108,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,256,4.26,790,181,3400.1,853.3722777,82.89021484,105.9888866,26.19026488,0.144120739
109,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,226,5.2,1000,326,3400.1,1323.896,20.58125727,105.9888866,45.00111533,0.116674048
110,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,329,6.03,694,352,3609.24,764.6431555,24.88507575,28.25480224,176.8482793,0.173241185
111,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,341,6.03,719,106,4520.5,1323.896,24.18769734,16.75621453,176.8482793,0.116674048
112,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,341,2.27,499,238,4629.9,677.3629521,54.83026413,95.32959558,153.6625449,0.147356616
113,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,316,2.52,536,291,3874.22,767.8992829,20.58125727,15.692693,46.64467799,0.672213199
114,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,323,2.27,401,332,3620.22,828.357107,138.9297511,15.692693,153.5013313,0.552555754
115,Georgia,Tifton,11/1/2007,Bara 503,11/17/2010,321,6.03,264,0,4649.16,599.974,34.38028413,15.692693,171.0098426,0.156165025
116,Georgia,Tifton,11/1/2007,Bulldog 805,11/11/2008,330,6.03,366,350,3944.87,1323.896,28.36988711,15.692693,176.8482793,0.487456878
117,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,226,6.03,539,0,3400.1,661.6464662,102.2617712,15.692693,29.72644225,0.15506082
118,Georgia,Tifton,11/1/2007,Bara 503,8/14/2009,333,6.03,264,0,5320.75,1226.131729,20.58125727,54.77612336,43.40320369,0.130117288
119,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,296,5.51,940,0,5320.75,796.0199943,92.54566136,15.692693,65.34057658,0.244842588
120,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,294,4.22,628,0,3534.73,894.9706206,20.58125727,105.9888866,168.839251,0.501735476
121,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,259,2.77,264,130,3400.1,1323.896,138.9297511,15.692693,176.8482793,0.116674048
122,Georgia,Midville,11/1/2007,Attention II,12/7/2009,341,5.25,510,232,5264.76,1323.896,20.58125727,21.88815607,166.0414996,0.672213199
123,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,226,6.03,1000,0,3697.09,858.0434092,35.06449421,105.9888866,43.12149796,0.116674048
124,Georgia,Tifton,11/1/2007,BaraWet 501,11/11/2008,272,4.79,979,80,3400.1,881.9820819,51.18634425,15.692693,176.8482793,0.672213199
125,Georgia,Tifton,2/21/2008,Hybri Force 600,11/17/2010,226,5.16,264,0,3400.1,1323.896,128.7413613,69.68556285,106.3691347,0.672213199
126,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,326,6.03,454,0,5115.76,879.4800446,20.58125727,105.9888866,31.04078491,0.158047439
127,Georgia,Tifton,11/1/2007,TS 8031,12/7/2009,250,6.03,585,303,5320.75,872.9096984,20.58125727,21.99884437,26.19026488,0.391978326
128,Georgia,Midville,2/21/2008,Attention II,12/7/2009,341,4.97,366,0,5204.23,1323.896,82.00535068,15.692693,176.8482793,0.116674048
129,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,307,4.68,411,0,4726.16,1323.896,138.9297511,88.78744277,172.4414953,0.116674048
130,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,304,5.48,1000,0,3400.1,1323.896,138.9297511,34.41643964,38.3119372,0.408194994
131,Georgia,Midville,2/21/2008,PGI 801,8/14/2009,226,4.67,493,250,4711.56,1323.896,20.58125727,15.692693,53.17218552,0.672213199
132,Georgia,Tifton,11/1/2007,PGI 801,11/17/2010,293,6.03,1000,353,5272.94,1323.896,138.9297511,101.2143689,60.33711544,0.347582094
133,Georgia,Tifton,2/21/2008,Bara 503,11/20/2008,226,5.86,1000,0,3400.1,608.6538026,34.4720416,23.54883481,114.8212898,0.116674048
134,Georgia,Midville,2/21/2008,Bara 503,8/14/2009,251,6.03,437,0,3451.92,774.2667251,138.9297511,15.692693,175.3373478,0.167111874
135,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,332,4.1,310,153,4620.42,599.974,41.78801422,105.9888866,26.19026488,0.116674048
136,Georgia,Midville,11/1/2007,Bara 503,11/17/2010,299,6.03,286,41,5152.5,719.3698172,138.9297511,36.24904811,176.8482793,0.672213199
137,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,258,5.91,264,376,4535.89,884.3070162,25.96691607,53.54396897,176.8482793,0.1185595
138,Georgia,Midville,11/1/2007,BaraWet 501,11/20/2008,302,6.03,1000,15,3400.1,599.974,20.58125727,15.692693,26.19026488,0.207820953
139,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,226,6.03,1000,0,5125.84,742.6576857,138.9297511,28.20172256,128.0692995,0.42438881
140,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,327,6.03,951,54,3412.63,859.7908351,138.9297511,36.17729416,176.8482793,0.343335201
141,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,341,3.73,642,90,5174.7,807.993421,95.82555731,15.692693,128.7554305,0.116674048
142,Georgia,Midville,2/21/2008,PGI 909,11/20/2008,341,4.58,1000,0,5106.99,991.333807,138.9297511,29.780424,26.19026488,0.116674048
143,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,289,4.4,805,0,5010.56,673.9366331,138.9297511,31.63479583,26.19026488,0.116674048
144,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,226,6.03,667,81,3564.46,841.2617937,138.9297511,20.76561,76.05382814,0.265615393
145,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,228,6.03,977,390,5320.75,1193.682333,20.58125727,30.57498243,176.8482793,0.116674048
146,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,254,6.03,487,0,3633.6,1103.396032,40.84905514,29.12738837,26.19026488,0.285981468
147,Georgia,Midville,11/1/2007,CW 36106,11/17/2010,250,5.75,354,307,4232.41,750.0551258,138.9297511,19.96605995,133.7672235,0.192911057
148,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,341,2.55,1000,0,3400.1,1323.896,20.58125727,28.41500105,26.19026488,0.116674048
149,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,263,2.27,868,390,4357.17,636.7090185,57.7390879,101.6118341,176.8482793,0.117015791
150,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,320,3.06,1000,390,5320.75,1323.896,25.00731172,100.9532285,176.8482793,0.116674048
151,Georgia,Tifton,11/1/2007,Hybri Force 700,11/20/2008,277,6.03,531,160,5320.75,666.2427405,20.58125727,105.9888866,26.19026488,0.672213199
152,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,226,4.64,264,0,4137.6,632.1834047,138.9297511,25.27158045,176.8482793,0.222221867
153,Georgia,Midville,2/21/2008,GA-505,11/20/2008,277,6.03,799,153,3636.35,798.05969,28.57250026,27.85173222,176.8482793,0.221388702
154,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,286,3.69,544,153,5320.75,707.934439,138.9297511,15.692693,104.9665777,0.116674048
155,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,340,3.38,1000,307,5320.75,691.8639784,20.58125727,105.9888866,98.70943726,0.116674048
156,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,230,3.51,1000,318,5320.75,1323.896,61.85793395,16.16241715,105.8236317,0.138956786
157,Georgia,Midville,2/21/2008,PGI 909,11/20/2008,327,6.03,302,390,3572.34,599.974,35.08842717,16.84920219,51.38000071,0.26114602
158,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,295,5.59,293,0,3400.1,599.974,138.9297511,15.692693,141.6105556,0.672213199
159,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,298,6.03,1000,0,3995.2,606.5753958,136.5186877,21.89705048,120.679304,0.116674048
160,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,226,3.87,1000,386,4262.62,627.2304136,35.41897455,105.9888866,26.19026488,0.116674048
161,Georgia,Midville,11/1/2007,GA-505,11/11/2008,246,3.88,942,0,3990.4,743.3784746,138.9297511,15.692693,176.8482793,0.672213199
162,Georgia,Tifton,11/1/2007,Hybri Force 700,11/20/2008,280,5.98,463,256,4821.55,630.9877605,23.31909864,74.89752024,26.19026488,0.279063642
163,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,226,4.03,1000,167,3948.78,764.5133854,20.58125727,15.692693,26.19026488,0.155557175
164,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,296,2.27,683,158,3477.56,1222.230317,138.9297511,26.96644725,79.22849264,0.116674048
165,Georgia,Tifton,11/1/2007,Bara 503,8/14/2009,341,4.79,913,0,3400.1,660.8627645,21.77408231,32.96233659,176.8482793,0.121571212
166,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,326,5.3,966,390,3682.21,599.974,41.26196605,36.77735509,176.8482793,0.586548789
167,Georgia,Midville,11/1/2007,Hybri Force 700,11/11/2008,319,5.14,682,317,5277.24,679.3057641,118.3567498,22.31432721,26.19026488,0.116674048
168,Georgia,Midville,11/1/2007,Hybri Force 700,8/14/2009,269,3.22,465,0,3400.1,1268.785404,27.30599083,15.692693,95.72415799,0.116674048
169,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,321,6.03,730,0,5320.75,790.2177789,50.45408146,90.1470947,176.8482793,0.342690394
170,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,251,6.03,634,0,3540.24,620.3688738,138.9297511,15.692693,26.19026488,0.25951183
171,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,226,4.19,264,390,4606.43,700.5164483,32.07746862,105.9888866,50.79986118,0.116674048
172,Georgia,Tifton,2/21/2008,GA-505,11/20/2008,304,4.44,436,257,3585.21,773.713927,20.58125727,105.9888866,26.19026488,0.509889632
173,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,2.69,279,265,5132.5,735.5524486,138.9297511,15.692693,175.9089823,0.138224481
174,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,226,4.18,264,77,4887.02,1323.896,138.9297511,16.4559096,126.3230643,0.340687218
175,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,330,3.71,617,0,3427.44,1004.305245,138.9297511,105.9888866,26.19026488,0.46374012
176,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,311,3.4,264,390,5242.46,1177.578185,20.58125727,15.692693,26.19026488,0.672213199
177,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,247,3.78,269,92,5320.75,924.5000006,104.0550391,15.692693,65.50143691,0.116674048
