,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
21,21,Georgia,Tifton,2/21/2008,Hybri Force 700,11/17/2010,341,2.33,810,187,3779.93,723.848433827611,138.9297511,73.17286660783333,176.8482793,0.116674048
22,22,Georgia,Tifton,11/1/2007,GA-505,11/20/2008,237,4.47,573,155,3400.1,717.1037680362537,38.44912582,105.98888659999999,26.19026488,0.2260709038702705
23,23,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,226,3.88,655,0,5127.14,731.322748078163,31.69159789,68.56759103644174,118.62031641,0.116674048
24,24,Georgia,Midville,11/1/2007,PGI 909,12/7/2009,341,4.26,747,390,5199.28,793.5254146059457,20.58125727,15.692692999999998,82.89834772,0.25745443884848196
25,25,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,332,2.36,732,0,5108.36,694.8420235399678,37.15913466,24.551955271748085,26.19026488,0.2919344894083213
26,26,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,341,5.06,750,390,4116.09,1219.8344641925703,44.90895499,105.98888659999999,174.50271771,0.12822879411646781
27,27,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,341,3.94,811,390,5320.75,1323.896,35.95240897,22.059437353632674,94.90349882,0.44766790122045086
28,28,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,341,3.83,1000,390,5182.38,882.0968181489357,34.57844401,105.98888659999999,46.70521013,0.30062535409369506
29,29,Georgia,Midville,2/21/2008,GA-505,11/20/2008,287,2.27,816,390,5036.58,1323.896,34.25442992,22.51388893403197,112.23996266,0.5581258207880252
30,30,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,335,2.27,449,0,5084.98,629.8030258536613,20.58125727,105.98888659999999,31.97290945,0.116674048
31,31,Georgia,Midville,11/1/2007,GA-505,11/20/2008,341,4.95,708,382,5195.57,1323.896,34.95051993,105.98888659999999,118.719162,0.116674048
32,32,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,341,2.27,422,390,4524.68,1189.7319460256554,81.59662646,21.34550981384873,176.8482793,0.5069380790129714
33,33,Georgia,Midville,2/21/2008,PGI 801,12/7/2009,341,4.18,730,362,5308.45,778.3692586840245,21.42532513,20.659519078811005,27.53104267,0.6722131990000001
34,34,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,311,2.27,825,352,5138.22,664.5585038386382,30.21691483,29.257825594641254,165.45628929,0.32216021450165083
35,35,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,341,2.27,487,163,5320.75,743.6347207187706,25.97660069,105.98888659999999,163.34452034,0.116674048
36,36,Georgia,Tifton,11/1/2007,CW 36106,11/11/2008,335,2.27,820,158,3822.33,832.6125269994427,138.9297511,15.692692999999998,35.91133177,0.6722131990000001
37,37,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,341,4.91,680,27,3571.76,1114.0727642956322,20.58125727,56.867666240465745,26.19026488,0.22478561615269588
38,38,Georgia,Tifton,11/1/2007,Hybri Force 600,8/14/2009,333,4.21,496,266,3866.52,835.4566528462113,138.9297511,96.02428675806222,26.19026488,0.1926066200104003
39,39,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,313,4.82,488,390,3400.1,1137.8183319147438,51.21741291,18.39300791855918,119.31091625,0.116674048
40,40,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,270,3.56,645,200,5320.75,1094.7000366893726,28.51183026,101.23221896800703,26.19026488,0.6722131990000001
41,41,Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,341,5.38,652,306,3400.1,638.6226991928012,26.44954816,98.65156841771179,176.8482793,0.26966441029445937
42,42,Georgia,Midville,11/1/2007,PGI 909,11/17/2010,323,2.27,787,390,4247.07,871.4067888531144,138.9297511,93.67950904160682,172.33176012,0.6722131990000001
43,43,Georgia,Tifton,2/21/2008,Hybri Force 700,11/20/2008,317,2.27,567,390,4987.45,637.6991558122829,138.9297511,15.692692999999998,176.8482793,0.13340472862339395
