,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
28,28,Georgia,Midville,2/21/2008,Hybri Force 700,11/17/2010,338,5.32,264,349,3400.1,624.5992379976259,24.90191551,15.692692999999998,26.19026488,0.17105070028735825
29,29,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,341,3.32,511,94,5320.75,851.1789131189611,20.96503518,23.811281406136064,26.19026488,0.116674048
30,30,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,328,4.03,505,0,5320.75,1323.896,41.81809941,15.692692999999998,26.19026488,0.18014188246115403
31,31,Georgia,Tifton,11/1/2007,Hybri Force 700,12/7/2009,327,4.17,517,47,4495.08,1323.896,138.9297511,15.692692999999998,26.19026488,0.21932624117368799
32,32,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,341,4.76,752,0,3400.1,1318.760120845062,29.59546862,105.98888659999999,26.19026488,0.6722131990000001
33,33,Georgia,Midville,2/21/2008,TS 8031,11/20/2008,341,5.55,520,191,3400.1,916.355510722866,38.44885287,105.98888659999999,27.02535995,0.19308974612218902
34,34,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,341,3.96,1000,344,4183.63,715.5836623601947,34.05454616,15.692692999999998,34.32715178,0.2079829325340648
35,35,Georgia,Midville,11/1/2007,Attention II,11/11/2008,341,2.27,794,218,4401.07,653.6105012152368,138.9297511,37.36995153927326,26.19026488,0.1752278904041478
36,36,Georgia,Midville,2/21/2008,GA-505,12/7/2009,341,2.27,543,258,3927.41,700.3562417381341,37.06965853,105.98888659999999,176.8482793,0.6722131990000001
37,37,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,339,3.13,582,68,3782.81,688.7700380446711,25.08378007,84.6968339297565,47.27656504,0.6722131990000001
38,38,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,340,4.49,753,0,4371.94,604.1100766572828,30.02089835,41.84808513717461,33.75458333,0.39733913054030323
39,39,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,341,3.69,727,0,5320.75,941.5110198492188,51.28599876,24.275327329187604,26.19026488,0.1581688693123117
40,40,Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,341,6.03,505,219,3400.1,688.7439758402419,24.98487037,23.019047525859254,45.33758811,0.6722131990000001
41,41,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,341,4.72,696,7,4654.33,756.7395190010664,27.12322049,21.037749800064528,38.70949499,0.6722131990000001
42,42,Georgia,Tifton,2/21/2008,GA-505,11/20/2008,341,3.16,807,162,4021.85,747.2951283134535,26.77479398,27.944484954937472,55.55752024,0.6722131990000001
43,43,Georgia,Midville,11/1/2007,Attention II,11/17/2010,338,2.91,652,382,4219.29,1135.0879467309928,20.58125727,21.589493436361302,49.23918378,0.4394773626726813
44,44,Georgia,Midville,2/21/2008,TS 8031,8/14/2009,341,5.14,587,262,4459.02,663.1344702918016,20.58125727,105.98888659999999,26.19026488,0.40255626410312606
45,45,Georgia,Tifton,11/1/2007,Attention II,11/20/2008,328,5.64,564,334,4744.35,1305.7528032666887,21.24224072,19.47732279631723,26.19026488,0.6722131990000001
46,46,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,313,4.91,540,0,3400.1,659.2314533864509,44.52127007,18.30551765779441,48.23724199,0.6510904349514972
47,47,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,316,3.42,696,118,3400.1,1140.553039614396,20.58125727,105.98888659999999,26.19026488,0.45696271793467624
48,48,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,327,5.47,1000,331,5248.98,809.228025398694,24.26448467,15.692692999999998,41.96862537,0.22750328800066966
49,49,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,323,3.79,732,0,4410.62,1061.4096670773583,20.58125727,60.559298620591996,26.19026488,0.18702458023162466
50,50,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,341,2.92,1000,94,4190.46,742.5230300685922,31.57919537,15.692692999999998,39.71293387,0.6722131990000001
51,51,Georgia,Tifton,11/1/2007,GA-505,11/11/2008,340,6.03,565,206,5251.16,599.974,22.42152636,105.98888659999999,67.6825205,0.116674048
52,52,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,341,4.61,918,7,3400.1,674.1437588701023,43.59717455,105.98888659999999,158.82852895,0.51084112081122
53,53,Georgia,Midville,11/1/2007,Hybri Force 600,11/17/2010,341,4.14,966,170,4393.77,744.2988578688386,111.14040756,105.98888659999999,27.39097427,0.6722131990000001
54,54,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,326,3.47,516,390,4702.45,614.8913883817953,20.58125727,94.0873792819628,57.66243482,0.6722131990000001
55,55,Georgia,Tifton,11/1/2007,PGI 909,8/14/2009,341,5.25,264,72,3400.1,829.8321397043458,20.58125727,95.98804492998674,31.14234719,0.6722131990000001
56,56,Georgia,Midville,2/21/2008,Hybri Force 700,11/11/2008,337,2.74,666,0,4901.05,607.9555456388792,30.97103703,21.83348975162855,26.19026488,0.116674048
57,57,Georgia,Midville,11/1/2007,Hybri Force 600,11/11/2008,299,3.25,597,178,5320.75,599.974,24.83364503,33.02249138356799,42.88617951,0.14789919437080057
58,58,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,341,4.25,544,31,5320.75,633.8931199931146,20.58125727,22.46753966902896,58.47035806,0.5719455765235651
59,59,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,316,2.76,639,140,4212.66,691.514682731097,44.27484566,15.692692999999998,31.77374845,0.6722131990000001
60,60,Georgia,Midville,11/1/2007,Hybri Force 600,11/11/2008,296,3.72,557,390,5320.75,665.7491511307778,20.58125727,31.4377585351541,47.20647581,0.6722131990000001
61,61,Georgia,Tifton,11/1/2007,Hybri Force 700,12/7/2009,307,2.27,793,56,5320.75,717.8648308787559,138.9297511,105.98888659999999,29.3047233,0.25634622620279035
62,62,Georgia,Midville,11/1/2007,Bulldog 805,11/17/2010,341,2.27,648,0,4691.98,1218.6014344136388,37.04041991,105.98888659999999,36.63272508,0.116674048
63,63,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,266,3.44,762,390,3400.1,751.8654693426804,138.9297511,15.692692999999998,26.19026488,0.21257328897959177
64,64,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,341,2.69,674,89,4810.24,599.974,20.58125727,24.584828779457517,137.84031335,0.24353656110668576
65,65,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,341,2.27,300,74,4162.31,1097.8474130582572,20.58125727,15.692692999999998,44.33796513,0.1611429578594625
66,66,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,341,5.27,921,27,3400.1,682.1598708072456,20.58125727,20.48592086321866,26.19026488,0.1913128156370985
67,67,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,341,2.88,803,1,5127.77,670.1960384791213,20.58125727,15.692692999999998,26.19026488,0.22158573437225415
68,68,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,334,4.48,306,126,3400.1,1323.896,20.58125727,15.692692999999998,26.19026488,0.5080439149260744
69,69,Georgia,Tifton,11/1/2007,PGI 801,11/17/2010,341,4.18,725,390,4728.04,740.696150665195,119.25264781,21.664096859162186,26.19026488,0.6722131990000001
70,70,Georgia,Midville,2/21/2008,Bara 503,11/20/2008,294,2.27,682,207,3813.88,615.2717523633227,127.01324425,33.28788195142601,26.19026488,0.6722131990000001
71,71,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,341,2.27,264,0,4331.55,599.974,35.72034624,35.57911244206197,115.11259322,0.4689384705992571
72,72,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,341,3.97,1000,363,3400.1,1323.896,33.76192529,37.91709288286726,26.19026488,0.6722131990000001
73,73,Georgia,Tifton,11/1/2007,Bara 503,11/17/2010,341,3.62,669,61,3400.1,806.7398299936331,138.9297511,98.46596238890358,26.19026488,0.653256062499462
74,74,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,314,5.28,1000,322,3629.38,1074.688414669179,20.58125727,26.438857648561896,28.59435931,0.6722131990000001
75,75,Georgia,Tifton,11/1/2007,Hybri Force 600,12/7/2009,320,2.73,955,0,4897.83,1100.8363993399255,29.27551206,23.212081793586687,32.41646192,0.6722131990000001
76,76,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,341,3.84,1000,321,5320.75,1279.7845119614685,20.58125727,105.98888659999999,26.19026488,0.22052599161878728
77,77,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,297,6.03,835,390,4772.88,907.3748596735314,24.43517107,36.6542913057621,26.56022787,0.25689183386264736
78,78,Georgia,Midville,11/1/2007,Hybri Force 600,12/7/2009,339,5.59,539,173,3400.1,1323.896,20.58125727,87.46762565289774,32.40344863,0.6722131990000001
79,79,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,341,2.66,475,141,5320.75,1323.896,27.64881486,22.44267477768675,176.8482793,0.3976507556836013
80,80,Georgia,Midville,11/1/2007,CW 36106,11/20/2008,320,2.27,649,350,5320.75,1323.896,30.68443528,105.98888659999999,31.22000066,0.6722131990000001
81,81,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,341,4.21,427,129,4469.8,1221.787766814987,138.9297511,105.98888659999999,26.19026488,0.6722131990000001
82,82,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,339,4.94,832,24,4491.07,1300.4205691104853,20.58125727,15.692692999999998,176.8482793,0.5209912549146664
83,83,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,341,6.03,543,388,3400.1,992.1476215807126,20.58125727,19.004865582966726,46.94089991,0.576196158605584
84,84,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,326,4.76,754,294,3400.1,963.8764085087508,42.05606255,105.98888659999999,44.29931185,0.6722131990000001
85,85,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,341,3.83,549,313,3400.1,763.4795367541723,20.58125727,105.98888659999999,48.32665713,0.2683685665652195
86,86,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,315,3.38,554,214,3400.1,599.974,20.58125727,17.22055667680998,59.07189473,0.116674048
87,87,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,311,2.27,560,0,4515.55,698.0132125348243,32.94882609,15.692692999999998,60.34383123,0.1955041660693113
88,88,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,341,3.01,722,390,5258.59,599.974,30.06219343,18.968578729381175,26.19026488,0.116674048
89,89,Georgia,Midville,2/21/2008,GA-505,11/11/2008,341,3.46,296,0,4798.94,604.6936829621542,45.37937911,15.692692999999998,30.70503152,0.6722131990000001
90,90,Georgia,Midville,2/21/2008,GA-505,11/11/2008,336,3.28,845,0,5320.75,668.4331920381861,23.28999799,24.030799088444965,26.19026488,0.45168962878914787
91,91,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,341,3.62,270,76,3400.1,1323.896,20.58125727,24.81131354815337,38.87874928,0.6722131990000001
92,92,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,340,2.27,781,269,4408.35,1088.9227266519463,39.59506973,68.3375658582147,29.58983104,0.6722131990000001
93,93,Georgia,Midville,11/1/2007,BaraWet 501,11/11/2008,304,3.37,574,0,3400.1,1323.2392280298282,138.9297511,105.98888659999999,26.19026488,0.14435272742621805
94,94,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,333,2.58,264,390,3631.48,980.2400675342606,122.84151894,105.98888659999999,176.8482793,0.116674048
95,95,Georgia,Tifton,11/1/2007,Bara 503,11/11/2008,328,3.38,626,269,4321.73,684.7851081672025,25.41190523,24.764320382059456,29.85766597,0.6722131990000001
96,96,Georgia,Tifton,11/1/2007,Hybri Force 700,11/17/2010,226,6.03,327,332,4063.69,621.6692681764857,138.9297511,15.692692999999998,26.19026488,0.20575438475965507
97,97,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,340,6.03,737,72,3400.1,1274.4680240893745,26.76185126,15.692692999999998,31.02487396,0.6722131990000001
98,98,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,341,3.96,649,102,4248.4,1323.896,20.58125727,15.692692999999998,26.19026488,0.5566953036367592
99,99,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,318,2.67,828,0,4866.46,599.974,125.14713676,15.692692999999998,66.22202407,0.4534398888428394
100,100,Georgia,Midville,11/1/2007,Bulldog 805,11/11/2008,339,2.76,682,156,5135.05,1127.3766048769066,20.58125727,31.91496130238599,176.8482793,0.5999559077833976
101,101,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,341,4.94,520,138,4576.96,674.810644538491,20.58125727,33.839887613512055,40.51338761,0.6722131990000001
102,102,Georgia,Tifton,2/21/2008,TS 8031,11/17/2010,341,4.93,724,60,4655.43,599.974,28.07723735,15.692692999999998,56.31548161,0.6722131990000001
103,103,Georgia,Midville,2/21/2008,GA-505,12/7/2009,341,2.98,558,52,5320.75,735.3377097429694,20.58125727,105.98888659999999,176.8482793,0.6722131990000001
104,104,Georgia,Midville,2/21/2008,Attention II,12/7/2009,336,3.76,725,221,5215.81,599.974,20.58125727,15.692692999999998,54.42364919,0.28463128587531994
105,105,Georgia,Tifton,11/1/2007,Hybri Force 700,11/20/2008,335,3.22,1000,225,4206.76,632.8754273711919,32.39143933,30.115253572700972,36.04853029,0.19009470879434168
106,106,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,341,5.63,1000,0,4729.41,1303.1506342138478,138.9297511,28.494646375408188,48.5179989,0.6722131990000001
107,107,Georgia,Midville,2/21/2008,BaraWet 501,11/20/2008,341,2.27,1000,0,3504.13,825.1075765081578,28.32709182,24.304999234550422,26.19026488,0.5308496285843837
108,108,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,319,2.35,721,139,4254.07,1033.6335059171017,21.51425747,23.358512653113763,26.19026488,0.6722131990000001
109,109,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,341,3.96,946,37,3400.1,1273.1878391084635,48.31960415,74.51148258243788,35.8346264,0.6452285820883098
110,110,Georgia,Tifton,2/21/2008,GA-505,11/20/2008,332,4.93,524,390,5320.75,964.8690434965717,20.58125727,105.98888659999999,26.19026488,0.25910684749781565
111,111,Georgia,Midville,2/21/2008,PGI 801,11/17/2010,341,4.72,504,98,3400.1,599.974,20.58125727,37.419249132508924,30.07885567,0.6722131990000001
112,112,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,310,2.72,698,45,3665.03,634.9483710710679,30.01312321,105.98888659999999,26.19026488,0.6722131990000001
113,113,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,341,6.03,264,57,5042.51,599.974,20.58125727,15.692692999999998,53.18828628,0.490072005649463
114,114,Georgia,Tifton,11/1/2007,Attention II,11/20/2008,340,2.27,1000,342,5320.75,599.974,38.9208617,105.98888659999999,35.91089238,0.6373451662287155
115,115,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,328,3.77,643,329,3400.1,1323.896,20.58125727,52.27993527981708,26.19026488,0.116674048
116,116,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,331,5.01,716,390,3400.1,599.974,34.70603631,19.954553340907417,33.43604269,0.12222889827212996
117,117,Georgia,Midville,2/21/2008,Bulldog 805,12/7/2009,341,2.92,643,54,4061.65,796.1066310968732,31.13154657,15.692692999999998,31.36618595,0.6722131990000001
118,118,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,341,3.09,613,176,3400.1,806.8820475181288,41.6969154,25.6008571803433,28.23956404,0.611189789182749
119,119,Georgia,Midville,2/21/2008,Attention II,8/14/2009,339,3.2,549,390,5320.75,688.3416788280697,21.72223372,38.512926404517685,176.8482793,0.6722131990000001
120,120,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,316,3.25,766,117,4495.88,926.2273708097551,122.37257474,15.692692999999998,170.79450134,0.6722131990000001
121,121,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,341,2.38,332,26,3400.1,972.065622245238,46.80659996,30.77266796665692,37.15389491,0.6722131990000001
122,122,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,313,3.86,748,390,3400.1,689.5516928984098,20.58125727,15.692692999999998,40.98057475,0.4141769360793879
123,123,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,341,2.27,499,378,5313.25,599.974,20.58125727,75.5585992305979,39.85446087,0.6114574313112829
124,124,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,341,3.46,702,131,4217.16,599.974,20.58125727,85.58078951560496,55.17389468,0.6722131990000001
125,125,Georgia,Tifton,11/1/2007,Hybri Force 700,11/11/2008,339,2.58,264,0,3535.26,1130.481406878166,20.58125727,15.692692999999998,44.00637678,0.6554122572960593
126,126,Georgia,Tifton,2/21/2008,Hybri Force 700,11/20/2008,333,4.64,607,218,3643.17,1323.896,20.58125727,33.09240983774927,26.19026488,0.6722131990000001
127,127,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,341,2.32,607,76,4993.23,952.278912137342,27.81641341,18.857548035167763,46.96335333,0.6207893135450265
128,128,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,313,3.35,264,3,3979.53,599.974,36.31186846,22.38591797951166,26.19026488,0.2034403713444948
129,129,Georgia,Midville,11/1/2007,GA-505,11/20/2008,341,3.31,727,91,3686.86,712.2009336591826,20.58125727,105.3039390464965,28.01672295,0.6181895356038057
130,130,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,341,2.27,963,0,4927.49,1302.7225335938367,33.77347042,18.62953922999472,34.05275966,0.6722131990000001
131,131,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,341,5.5,629,286,3400.1,1323.896,20.58125727,17.065537641121736,26.19026488,0.6051798367488724
132,132,Georgia,Tifton,11/1/2007,PGI 909,11/20/2008,341,2.27,652,95,4866.89,1156.1005575610227,40.67279132,36.85825322998684,84.37801355,0.116674048
133,133,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,341,2.27,613,106,5320.75,648.377098567411,20.58125727,23.832105238644672,176.8482793,0.4695108927071404
134,134,Georgia,Tifton,11/1/2007,GA-505,11/17/2010,341,3.06,540,142,4747.21,599.974,36.32470498,105.98888659999999,176.8482793,0.6722131990000001
135,135,Georgia,Tifton,2/21/2008,Hybri Force 600,8/14/2009,341,2.27,293,186,5320.75,1323.896,24.3583865,18.4535612444978,26.19026488,0.1434225197042077
136,136,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,327,4.88,724,95,3400.1,1114.1237668420413,29.83075958,20.071911804828275,176.8482793,0.16557695897017555
137,137,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,293,6.02,749,0,3565.01,657.3209894955421,20.58125727,105.79400760049604,65.12987901,0.6722131990000001
138,138,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,226,3.92,979,287,3400.1,599.974,43.20771716,23.307360319733654,43.58917615,0.26648129085936667
139,139,Georgia,Midville,2/21/2008,Hybri Force 600,11/20/2008,341,5.24,789,166,3740.64,599.974,38.78319587,15.692692999999998,54.94214892,0.6722131990000001
140,140,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,335,2.27,591,257,3400.1,784.1531714461128,24.48214348,15.692692999999998,27.39402479,0.6722131990000001
141,141,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,319,4.4,810,308,3929.89,599.974,56.29530964,21.968496899157426,26.19026488,0.116674048
142,142,Georgia,Midville,11/1/2007,PGI 801,12/7/2009,339,2.27,690,309,3665.76,1323.896,20.58125727,16.386419342645834,32.95150027,0.3728121298455856
143,143,Georgia,Tifton,11/1/2007,PGI 909,12/7/2009,341,2.52,603,143,3400.1,724.7306315113703,20.58125727,24.33323021679158,50.6308395,0.4826548973013687
144,144,Georgia,Tifton,2/21/2008,TS 8031,8/14/2009,335,5.14,603,90,4878.72,618.1303590667508,20.58125727,38.12273457175112,120.84906396,0.116674048
145,145,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,341,3.69,602,390,3400.1,721.6714039868815,20.58125727,76.5265082908877,50.7418675,0.590125969708961
146,146,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,341,3.42,844,119,3400.1,670.9065661093284,48.40175018,20.32288986067938,37.54775824,0.6135946929297822
147,147,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,340,6.03,470,99,4767.69,766.1952982494593,20.58125727,27.50191246088381,26.19026488,0.6722131990000001
148,148,Georgia,Midville,11/1/2007,PGI 801,8/14/2009,341,4.67,650,323,3400.1,803.5391931386231,36.70892504,26.017822012119545,26.19026488,0.49604318607154657
149,149,Georgia,Tifton,11/1/2007,Hybri Force 600,11/17/2010,322,5.8,654,389,3474.57,599.974,24.11026898,105.98888659999999,167.09444108,0.3543882526458879
150,150,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,341,4.61,557,0,3400.1,618.3070540641555,48.55756274,105.98888659999999,26.19026488,0.22008989850808175
151,151,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,341,3.76,681,390,3400.1,762.0139939559716,20.58125727,36.51241418324063,176.8482793,0.6722131990000001
152,152,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,341,4.56,1000,183,5090.39,599.974,20.58125727,18.694769981564455,26.19026488,0.116674048
153,153,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,341,2.75,861,390,3400.1,1138.7124346534936,38.78340883,105.98888659999999,26.19026488,0.6722131990000001
154,154,Georgia,Midville,2/21/2008,GA-505,12/7/2009,341,2.27,695,366,4058.64,1323.896,24.231772,19.561019476371133,43.82895227,0.17883157877864156
155,155,Georgia,Midville,11/1/2007,Hybri Force 700,12/7/2009,341,3.93,730,299,4816.48,611.4611875154136,43.09883217,31.51135847354664,26.19026488,0.6722131990000001
156,156,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,341,3.29,624,390,4930.92,1141.260221041067,20.58125727,15.692692999999998,26.19026488,0.6150079037985601
157,157,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,341,3.4,606,24,4321.53,828.7775648345653,24.92294939,34.60934930925116,176.8482793,0.6722131990000001
158,158,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,312,3.08,854,113,5320.75,1323.896,20.58125727,29.749029881914318,42.27631973,0.6722131990000001
159,159,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,341,2.88,264,390,4072.68,599.974,30.47531332,23.750541291037536,39.2039971,0.24810154299062492
160,160,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,341,4.23,637,85,3400.1,640.4849100482583,20.58125727,15.692692999999998,38.02250256,0.116674048
