,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
28,28,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,311,4.55,547,310,3732.17,819.2645054233119,38.55591315,28.968284974557534,26.19026488,0.116674048
29,29,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,340,6.03,516,390,4303.93,1023.2949012373534,20.58125727,15.692692999999998,26.19026488,0.116674048
30,30,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,306,5.08,785,60,4198.53,662.3523943661306,20.58125727,67.06923068119346,47.27422835,0.2119292724826641
31,31,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,341,6.03,264,306,4607.8,713.812163976139,20.58125727,15.692692999999998,26.19026488,0.13004060885255436
32,32,Georgia,Midville,2/21/2008,Hybri Force 700,11/17/2010,339,4.43,681,202,3521.76,634.2243483107037,20.58125727,28.064060653588484,42.05777125,0.12681365103084655
33,33,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,319,4.69,724,211,5216.96,600.3417269829484,20.58125727,28.455113368312528,41.29648007,0.116674048
34,34,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,341,4.56,499,326,5320.75,1005.2033611869358,20.84978076,28.092103099928476,26.19026488,0.22435771225648476
35,35,Georgia,Tifton,2/21/2008,GA-505,8/14/2009,324,3.69,704,390,5320.75,599.974,120.29480424,15.692692999999998,40.49238346,0.2802192563016135
36,36,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,341,6.03,562,294,4796.84,719.9837376945418,20.58125727,15.692692999999998,144.97739669,0.116674048
37,37,Georgia,Tifton,2/21/2008,PGI 801,11/17/2010,277,5.86,538,0,3553.88,1320.6776323411666,138.9297511,15.692692999999998,26.19026488,0.5083723773015316
38,38,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,317,5.73,264,300,4222.96,599.974,20.58125727,17.141862957402836,26.19026488,0.23914280594137566
39,39,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,292,5.36,550,299,5320.75,599.974,20.65202443,65.2983768189882,27.90497384,0.34495962107223616
40,40,Georgia,Midville,2/21/2008,Bulldog 805,11/20/2008,326,6.03,570,300,5320.75,797.5665985139917,138.9297511,15.999544714335624,26.19026488,0.15320655752913256
41,41,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,329,6.03,695,232,4317.52,1078.6748300635304,35.21484395,21.3703572332366,114.14773769,0.2130046517849032
42,42,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,275,3.48,264,369,3899.66,644.2796796200272,20.58125727,15.692692999999998,28.21648272,0.21084555997597765
43,43,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,227,2.7,264,364,5194.07,599.974,20.58125727,26.742519797375415,26.19026488,0.24474718989309596
