,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
27,27,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,298,6.03,1000,0,3995.2,606.5753958060099,136.51868766,21.8970504793676,120.67930399,0.116674048
28,28,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,226,3.87,1000,386,4262.62,627.2304136061407,35.41897455,105.98888659999999,26.19026488,0.116674048
29,29,Georgia,Midville,11/1/2007,GA-505,11/11/2008,246,3.88,942,0,3990.4,743.3784745753163,138.9297511,15.692692999999998,176.8482793,0.6722131990000001
30,30,Georgia,Tifton,11/1/2007,Hybri Force 700,11/20/2008,280,5.98,463,256,4821.55,630.9877605203227,23.31909864,74.89752024258786,26.19026488,0.2790636423045466
31,31,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,226,4.03,1000,167,3948.78,764.5133853860062,20.58125727,15.692692999999998,26.19026488,0.15555717467431743
32,32,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,296,2.27,683,158,3477.56,1222.2303172983336,138.9297511,26.96644724645858,79.22849264,0.116674048
33,33,Georgia,Tifton,11/1/2007,Bara 503,8/14/2009,341,4.79,913,0,3400.1,660.8627644501087,21.77408231,32.96233658503556,176.8482793,0.12157121209389893
34,34,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,326,5.3,966,390,3682.21,599.974,41.26196605,36.777355093099445,176.8482793,0.5865487893386182
35,35,Georgia,Midville,11/1/2007,Hybri Force 700,11/11/2008,319,5.14,682,317,5277.24,679.3057640715115,118.35674978,22.3143272055404,26.19026488,0.116674048
36,36,Georgia,Midville,11/1/2007,Hybri Force 700,8/14/2009,269,3.22,465,0,3400.1,1268.7854039722517,27.30599083,15.692692999999998,95.72415799,0.116674048
37,37,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,321,6.03,730,0,5320.75,790.2177789377049,50.45408146,90.14709469749324,176.8482793,0.34269039424832615
38,38,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,251,6.03,634,0,3540.24,620.3688737585396,138.9297511,15.692692999999998,26.19026488,0.2595118298676144
39,39,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,226,4.19,264,390,4606.43,700.5164483286251,32.07746862,105.98888659999999,50.79986118,0.116674048
40,40,Georgia,Tifton,2/21/2008,GA-505,11/20/2008,304,4.44,436,257,3585.21,773.7139270343129,20.58125727,105.98888659999999,26.19026488,0.5098896317236823
41,41,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,2.69,279,265,5132.5,735.5524485677648,138.9297511,15.692692999999998,175.90898234,0.13822448071865667
42,42,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,226,4.18,264,77,4887.02,1323.896,138.9297511,16.455909599078637,126.32306433,0.34068721811248065
43,43,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,330,3.71,617,0,3427.44,1004.3052454914916,138.9297511,105.98888659999999,26.19026488,0.46374011992653064
