,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
12,12,Georgia,Midville,2/21/2008,Bulldog 805,8/14/2009,292,2.27,634,390,4994.36,1120.144330730927,20.58125727,15.692692999999998,81.48246587,0.23432191155527043
13,13,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,226,3.46,264,390,3400.1,764.6243618888069,117.37696112,105.98888659999999,33.73574308,0.116674048
14,14,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,231,6.03,556,73,5320.75,1323.896,116.44698859,81.25449534375066,26.19026488,0.116674048
15,15,Georgia,Tifton,11/1/2007,Hybri Force 600,8/14/2009,260,4.13,693,184,4722.13,599.974,112.51006232,18.47631429968831,61.4383765,0.6722131990000001
16,16,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,226,5.31,1000,297,5320.75,1323.896,26.40395963,49.97617737526473,43.2087532,0.6722131990000001
17,17,Georgia,Tifton,2/21/2008,Bulldog 805,11/11/2008,226,3.76,975,374,3452.29,742.8022966386312,20.58125727,15.692692999999998,75.4528016,0.5395968479156386
18,18,Georgia,Midville,11/1/2007,Attention II,12/7/2009,226,4.68,264,266,4230.27,599.974,108.70042428,20.006047766307617,169.08947685,0.3932962693283375
19,19,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,341,2.68,730,222,4411.13,1305.2934542262071,65.16128888,15.692692999999998,33.92870036,0.20067716443398337
20,20,Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,291,4.59,822,390,3400.1,870.234346855858,129.40182261,15.692692999999998,26.19026488,0.116674048
21,21,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,232,3.14,594,96,3571.9,599.974,79.35040432,15.692692999999998,176.8482793,0.5040777484885466
22,22,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,257,4.88,379,390,5236.55,1323.896,20.58125727,73.5033090422312,48.44174096,0.6722131990000001
23,23,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,226,2.27,860,390,4070.42,599.974,20.58125727,16.79821772410962,26.19026488,0.26546343015258184
24,24,Georgia,Midville,2/21/2008,Bara 503,11/11/2008,341,2.65,608,164,4618.53,1014.6783132136204,20.58125727,27.340473999371092,32.01753336,0.2534500045360524
25,25,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,3.49,948,390,4847.08,621.8435467969815,20.58125727,15.692692999999998,26.19026488,0.30382019007770317
26,26,Georgia,Tifton,2/21/2008,Hybri Force 700,8/14/2009,290,4.65,605,51,5320.75,599.974,20.58125727,15.692692999999998,45.44300814,0.572753031728747
27,27,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,285,2.27,326,390,4325.73,599.974,20.58125727,84.20478962564458,26.83507479,0.1601409703432616
28,28,Georgia,Midville,2/21/2008,TS 8031,12/7/2009,226,2.27,264,378,3724.28,599.974,107.04622524,15.692692999999998,32.94652043,0.6722131990000001
29,29,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,341,3.94,393,86,3400.1,623.5540708830722,20.58125727,105.98888659999999,30.55114246,0.116674048
30,30,Georgia,Midville,11/1/2007,Bara 503,12/7/2009,226,6.03,552,0,3444.98,1116.0225885843797,20.58125727,15.692692999999998,121.3539706,0.6722131990000001
31,31,Georgia,Midville,2/21/2008,PGI 801,8/14/2009,226,3.82,667,390,3554.2,938.1047103267116,20.58125727,15.692692999999998,106.71207162,0.116674048
32,32,Georgia,Midville,11/1/2007,Attention II,8/14/2009,293,3.1,578,390,5320.75,599.974,50.38946712,20.097049891970965,152.33192016,0.3870124503567274
33,33,Georgia,Midville,11/1/2007,GA-505,12/7/2009,276,3.54,264,390,4878.01,674.4708471766081,126.39685004,105.98888659999999,26.19026488,0.23416211230590195
34,34,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,302,3.69,483,0,4994.96,1281.3242792503659,78.16536403,15.692692999999998,26.19026488,0.27434239246395725
35,35,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,265,4.0,264,0,5308.69,608.7408394167577,20.58125727,15.692692999999998,67.85570774,0.18344745835306997
36,36,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,231,3.93,986,345,5207.53,603.2631960370306,20.58125727,15.692692999999998,26.19026488,0.6722131990000001
37,37,Georgia,Midville,2/21/2008,Bulldog 805,8/14/2009,306,5.65,690,311,4021.39,599.974,20.58125727,78.10440987858544,26.19026488,0.16308146130478515
38,38,Georgia,Midville,11/1/2007,Attention II,11/11/2008,264,4.32,438,390,3868.82,798.5638087359171,20.58125727,15.692692999999998,57.15615177,0.3661454240658943
39,39,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,271,3.17,752,390,3400.1,599.974,20.58125727,15.692692999999998,143.35141202,0.21488220723242715
40,40,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,226,3.28,264,237,5320.75,599.974,20.58125727,73.74276287055712,94.95694438,0.116674048
41,41,Georgia,Tifton,2/21/2008,Hybri Force 700,11/20/2008,284,4.18,331,296,3400.1,1305.8031151419498,22.75640889,95.74793444546634,56.51843741,0.6722131990000001
42,42,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,231,2.79,620,390,3957.11,1049.0991396985348,21.76979461,33.009573012409,36.19619021,0.116674048
43,43,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,294,2.99,264,177,3400.1,916.2074675005082,20.58125727,15.692692999999998,41.00630592,0.5999515472104175
44,44,Georgia,Midville,2/21/2008,Attention II,11/17/2010,341,2.27,898,390,4135.61,1123.8341605630267,138.9297511,15.692692999999998,96.780586,0.14247236725568074
45,45,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,319,4.52,264,109,4531.58,599.974,41.69208412,15.692692999999998,175.43207537,0.12305343047545848
46,46,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,226,5.55,735,64,4528.77,1323.896,20.58125727,15.692692999999998,26.19026488,0.1819539551399159
47,47,Georgia,Midville,11/1/2007,CW 36106,11/11/2008,226,3.18,588,390,4641.79,664.728061632657,20.58125727,31.43802631004592,176.8482793,0.3875806609251359
48,48,Georgia,Tifton,2/21/2008,CW 36106,11/11/2008,341,2.27,496,0,5239.65,599.974,20.58125727,105.98888659999999,176.8482793,0.5494156251219131
49,49,Georgia,Midville,11/1/2007,Attention II,11/17/2010,226,2.27,1000,0,3400.1,653.1650653112266,20.58125727,24.402514418034134,26.19026488,0.2329678484475854
50,50,Georgia,Midville,11/1/2007,PGI 909,11/20/2008,302,2.36,844,207,5320.75,1295.6679716042327,138.9297511,105.98888659999999,26.19026488,0.6282942816185808
51,51,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,319,6.03,334,58,4220.17,599.974,62.86417642,15.692692999999998,57.28681291,0.17462715581531268
52,52,Georgia,Midville,2/21/2008,PGI 909,12/7/2009,333,2.27,857,241,3797.32,599.974,30.67095973,105.98888659999999,26.19026488,0.116674048
53,53,Georgia,Midville,11/1/2007,BaraWet 501,12/7/2009,292,3.1,710,390,4088.63,981.0081663154195,20.58125727,78.39186176137939,124.63150412,0.5512332867648896
54,54,Georgia,Midville,2/21/2008,PGI 801,11/17/2010,341,3.0,658,0,3742.05,756.5550097488814,20.58125727,28.318475856968064,121.4486962,0.20320623430912407
55,55,Georgia,Midville,11/1/2007,PGI 909,11/20/2008,341,3.75,712,361,3852.78,729.5078239387813,20.58125727,75.62001585448044,26.19026488,0.6722131990000001
56,56,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,232,6.03,607,390,4359.58,1246.7521954500967,138.9297511,15.692692999999998,146.90218007,0.116674048
57,57,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,303,2.27,264,231,4209.45,612.2767660035507,20.58125727,63.943534590596535,33.39251447,0.12360836639930632
58,58,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,4.55,598,77,4005.47,599.974,101.69014456,15.692692999999998,33.57943877,0.14022170684180668
59,59,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,327,4.67,960,390,4629.64,1163.3348945063444,21.13272173,23.532652660081876,147.20507443,0.116674048
60,60,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,262,3.77,422,298,3400.1,1227.2031382620712,138.9297511,33.90635212425806,125.69945774,0.6722131990000001
61,61,Georgia,Midville,2/21/2008,GA-505,11/11/2008,308,5.86,676,390,4600.43,1290.7043083696315,55.29912752,15.692692999999998,26.19026488,0.24568441819575418
62,62,Georgia,Tifton,11/1/2007,PGI 909,8/14/2009,273,2.27,619,390,4285.22,599.974,20.58125727,15.692692999999998,26.19026488,0.14197582923146168
63,63,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,337,2.41,505,377,3721.97,695.6553671257303,20.58125727,59.19388665911631,26.19026488,0.48505907214059285
64,64,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,277,2.27,594,390,4309.96,825.7407814959358,69.0235333,20.845714442070598,127.44121372,0.27777682672626186
65,65,Georgia,Tifton,2/21/2008,CW 36106,12/7/2009,326,5.29,657,336,4300.84,696.3009787287391,20.58125727,15.692692999999998,68.22248158,0.1757502834749463
66,66,Georgia,Midville,2/21/2008,CW 36106,11/17/2010,341,3.91,715,390,5189.58,1043.259464378055,95.4179025,19.210205450781217,176.8482793,0.116674048
67,67,Georgia,Midville,11/1/2007,GA-505,12/7/2009,226,2.27,451,130,4307.55,768.8073811755702,20.58125727,90.35148761842851,38.85351423,0.6722131990000001
68,68,Georgia,Tifton,11/1/2007,CW 36106,11/20/2008,323,3.91,756,131,4564.35,649.1317650756557,20.58125727,105.98888659999999,41.5611122,0.26950642785327344
69,69,Georgia,Tifton,2/21/2008,TS 8031,11/20/2008,289,4.78,264,143,3400.1,1323.896,20.58125727,34.32457480576552,113.44077628,0.5868032405210821
70,70,Georgia,Midville,2/21/2008,Attention II,8/14/2009,341,4.25,649,373,5092.89,1008.6090991489436,24.17589115,20.8610451380004,26.19026488,0.116674048
71,71,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,233,4.9,264,390,3400.1,720.4390006740842,20.58125727,85.87104357814435,107.06581027,0.116674048
72,72,Georgia,Midville,2/21/2008,Attention II,12/7/2009,341,2.27,264,264,5097.99,1323.896,20.58125727,15.692692999999998,33.39504274,0.6722131990000001
73,73,Georgia,Tifton,11/1/2007,GA-505,12/7/2009,308,2.59,954,0,4945.15,613.0303843211328,112.40667286,16.823687073839587,45.948621,0.5030907062291583
74,74,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,337,5.54,264,229,5320.75,667.0182064375969,20.58125727,15.692692999999998,138.13495326,0.18445927242071156
75,75,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,226,5.75,609,390,3586.56,982.5983753387758,34.05512827,61.93102929113202,40.41779049,0.5189948540511168
76,76,Georgia,Midville,2/21/2008,CW 36106,12/7/2009,257,6.03,264,239,5134.04,968.8388858828604,20.58125727,15.692692999999998,26.19026488,0.6722131990000001
77,77,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,256,4.33,345,390,5320.75,829.9505663100606,20.58125727,41.97897401712406,32.66648434,0.116674048
78,78,Georgia,Midville,11/1/2007,Bulldog 805,11/11/2008,341,3.09,706,283,3400.1,599.974,44.7792898,15.692692999999998,91.18937697,0.116674048
79,79,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,287,5.65,518,144,4026.15,599.974,20.58125727,15.692692999999998,50.40568561,0.33169311672625423
80,80,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,226,3.12,526,0,5320.75,662.1456224000102,138.9297511,69.01941164360609,97.47522203,0.12626808021966607
81,81,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,279,2.75,913,326,3590.59,599.974,20.58125727,105.98888659999999,176.8482793,0.5910961719371683
82,82,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,233,2.64,264,0,4799.87,626.7931359256997,20.58125727,15.692692999999998,128.03069934,0.448395887452045
83,83,Georgia,Tifton,11/1/2007,PGI 801,11/20/2008,258,4.05,278,272,3400.1,1246.6251962688546,20.58125727,15.692692999999998,112.14398788,0.13443045709338836
84,84,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,341,2.62,506,301,5076.84,1193.9834788376124,20.58125727,20.082991049105402,176.8482793,0.16807878705613116
85,85,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,249,2.27,1000,241,5087.43,749.660396921317,59.70614797,15.692692999999998,60.95640002,0.116674048
86,86,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,226,4.3,518,390,5320.75,768.2673845252707,24.63771236,38.6530066211528,31.71018526,0.20386346808532485
87,87,Georgia,Tifton,2/21/2008,CW 36106,11/11/2008,341,3.31,495,0,3400.1,599.974,138.54688252,15.692692999999998,56.7398396,0.116674048
88,88,Georgia,Midville,11/1/2007,Bulldog 805,11/11/2008,226,2.27,264,0,4299.68,1018.4886523812058,122.79243393,15.692692999999998,54.14342133,0.16922664076431435
89,89,Georgia,Tifton,11/1/2007,Bara 503,11/20/2008,226,4.68,264,219,4919.58,1323.896,36.41705355,33.38706512601756,26.19026488,0.25942322553160563
90,90,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,329,2.27,264,204,3434.49,599.974,20.58125727,20.092798643817975,152.27977347,0.22795657790630558
91,91,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,309,4.98,837,376,3400.1,601.3654499193271,27.52285468,16.328696296714828,28.9310685,0.535405398573156
92,92,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,301,2.5,264,390,3400.1,828.1595382898711,20.58125727,77.13731490492515,26.19026488,0.2734748039371856
93,93,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,335,2.27,264,390,3400.1,885.682342208133,52.86584284,40.00441118382195,173.0402087,0.116674048
94,94,Georgia,Tifton,2/21/2008,CW 36106,11/17/2010,233,4.7,488,285,5225.82,885.8070269683742,107.37356861,15.692692999999998,176.8482793,0.5757161699421128
95,95,Georgia,Midville,11/1/2007,GA-505,11/11/2008,226,3.81,586,169,4537.17,599.974,20.58125727,15.692692999999998,176.8482793,0.2007193573217463
96,96,Georgia,Midville,2/21/2008,GA-505,11/17/2010,341,3.36,505,40,4089.75,632.5370648613022,20.58125727,23.019947364749214,59.10870139,0.116674048
97,97,Georgia,Midville,2/21/2008,Hybri Force 600,8/14/2009,323,6.03,545,0,3815.05,775.9353894716191,118.70726131,77.68625176957413,169.38417006,0.4748177504360705
98,98,Georgia,Midville,11/1/2007,Hybri Force 700,11/11/2008,238,4.55,530,0,4294.91,599.974,128.33665989,32.64206674978943,83.15494277,0.22693253214107734
99,99,Georgia,Midville,11/1/2007,GA-505,12/7/2009,298,2.27,264,162,5137.09,599.974,48.28342033,60.314876746288306,159.26646737,0.116674048
100,100,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,341,2.27,264,6,4291.93,1156.0573982182634,59.26125443,15.692692999999998,145.76498499,0.6722131990000001
101,101,Georgia,Tifton,2/21/2008,Bara 503,8/14/2009,286,5.79,264,274,4367.76,599.974,20.58125727,15.692692999999998,147.26227173,0.19986242145475638
102,102,Georgia,Midville,11/1/2007,PGI 801,11/17/2010,226,2.27,264,390,5320.75,910.5784368780764,138.83992082,88.23911204420146,26.19026488,0.13632061678542431
103,103,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,302,3.32,649,340,4732.45,599.974,20.58125727,15.692692999999998,26.19026488,0.116674048
104,104,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,323,3.33,1000,390,5320.75,599.974,20.58125727,15.692692999999998,176.8482793,0.116674048
105,105,Georgia,Tifton,11/1/2007,PGI 801,11/20/2008,226,3.05,567,390,3400.1,599.974,20.58125727,15.692692999999998,75.24315637,0.17857772602672162
106,106,Georgia,Tifton,11/1/2007,PGI 909,8/14/2009,341,2.27,536,70,3928.57,770.0161008303835,20.58125727,15.692692999999998,28.13933048,0.13407894114342353
107,107,Georgia,Midville,2/21/2008,GA-505,11/11/2008,245,6.03,1000,390,3400.1,945.017001444291,20.58125727,99.65698179132896,26.19026488,0.18214290345833892
108,108,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,306,4.53,1000,390,4005.98,599.974,20.58125727,15.801170960472438,37.9569069,0.16091242296058492
109,109,Georgia,Tifton,2/21/2008,GA-505,11/17/2010,309,2.43,264,282,3543.16,599.974,20.58125727,105.93404354830339,55.67587916,0.116674048
110,110,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,231,5.58,264,244,3959.94,1056.9666962506342,20.58125727,15.692692999999998,26.19026488,0.1711405140813517
111,111,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,277,3.84,507,0,3400.1,995.0533186019834,20.58125727,15.692692999999998,50.2319722,0.14639608213360275
112,112,Georgia,Midville,2/21/2008,Hybri Force 700,11/17/2010,226,2.83,679,177,5234.36,632.1856481725932,20.58125727,15.692692999999998,53.2846283,0.6070845018999353
113,113,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,341,2.35,721,381,3400.1,1323.896,59.33591112,84.13460988488838,28.34213779,0.116674048
114,114,Georgia,Tifton,11/1/2007,TS 8031,11/11/2008,226,6.03,600,359,3921.82,880.7127696015032,20.58125727,18.56666507910483,26.19026488,0.6722131990000001
115,115,Georgia,Tifton,11/1/2007,PGI 909,12/7/2009,226,2.37,723,55,5231.86,1034.8309260570131,20.58125727,65.0677980810384,75.45155948,0.116674048
116,116,Georgia,Tifton,11/1/2007,Bulldog 805,8/14/2009,324,6.03,637,0,3400.1,599.974,20.58125727,15.692692999999998,176.8482793,0.16407044791030007
117,117,Georgia,Midville,2/21/2008,GA-505,11/11/2008,327,2.51,264,388,5320.75,912.7708238659346,20.58125727,15.692692999999998,26.19026488,0.116674048
118,118,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,231,3.24,264,335,3400.1,599.974,138.9297511,82.74834412729213,160.10634174,0.6722131990000001
119,119,Georgia,Tifton,2/21/2008,Bara 503,8/14/2009,226,4.71,553,390,4565.74,655.4234033756305,20.58125727,105.98888659999999,38.41235422,0.5375622931354472
120,120,Georgia,Midville,11/1/2007,Attention II,12/7/2009,305,5.35,271,0,4889.28,968.212711682532,20.58125727,90.38863568216692,104.52085789,0.171061004150104
121,121,Georgia,Midville,11/1/2007,PGI 909,11/11/2008,291,5.38,1000,390,4405.38,1090.713854324278,20.58125727,51.25476431334181,26.19026488,0.116674048
122,122,Georgia,Tifton,2/21/2008,CW 36106,11/11/2008,226,4.68,613,169,5099.22,990.7201644358936,67.22778473,68.875266947443,176.8482793,0.6722131990000001
123,123,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,303,2.68,984,218,5025.6,842.5576783943104,20.58125727,18.05721465589177,26.19026488,0.1367024228268259
124,124,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,267,2.27,738,390,5183.61,599.974,90.14963162,35.15599555005387,123.89872101,0.1879303482400427
125,125,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,244,5.51,264,265,4932.05,1121.9515721546422,102.96161308,16.70873720167693,38.68242,0.116674048
126,126,Georgia,Tifton,11/1/2007,Hybri Force 700,8/14/2009,341,2.8,722,390,4063.65,599.974,70.38288152,83.283527771681,26.19026488,0.20760706411100027
127,127,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,260,3.03,566,390,4903.95,599.974,55.84708669,99.70430518534043,132.01173103,0.19557527302219274
128,128,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,304,5.2,751,309,5320.75,1259.0792165040955,138.9297511,15.692692999999998,108.34328418,0.6722131990000001
129,129,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,226,3.06,405,390,3872.38,826.4822332942877,59.13231894,15.692692999999998,28.08490542,0.22637947298081995
130,130,Georgia,Midville,2/21/2008,Bara 503,12/7/2009,336,5.24,648,390,3400.1,801.742472904928,20.58125727,105.98888659999999,106.09419453,0.14844965665071164
131,131,Georgia,Tifton,2/21/2008,Bara 503,12/7/2009,341,2.91,1000,390,4177.09,1168.70092319525,70.25042984,33.003196905697266,78.36658892,0.6722131990000001
132,132,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,3.93,341,390,5320.75,960.2340230615222,95.37815461,15.692692999999998,176.8482793,0.3118207752665323
133,133,Georgia,Tifton,11/1/2007,GA-505,11/11/2008,240,2.96,1000,390,3425.57,1280.4613399684708,20.58125727,15.692692999999998,114.91115148,0.20300383377327108
134,134,Georgia,Midville,2/21/2008,TS 8031,11/17/2010,246,2.27,1000,390,3832.1,599.974,20.58125727,16.007732583827817,144.20760152,0.116674048
135,135,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,226,5.58,885,330,3400.1,1242.1169059542635,69.3570813,80.67953957593693,164.09772639,0.116674048
136,136,Georgia,Midville,11/1/2007,PGI 909,8/14/2009,226,6.03,573,196,5320.75,952.398275473193,63.19021564,73.53763598521675,45.31282288,0.46901104707424535
137,137,Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,239,5.54,264,373,3400.1,1104.4969812683082,69.86958081,105.98888659999999,26.19026488,0.116674048
138,138,Georgia,Tifton,11/1/2007,BaraWet 501,11/11/2008,334,4.03,951,390,5204.79,760.3832840996258,20.58125727,21.110780212784245,157.91977628,0.17900479106384498
139,139,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,267,3.47,264,388,4482.66,599.974,89.3417729,21.194216398430704,26.19026488,0.142271113977305
140,140,Georgia,Midville,11/1/2007,BaraWet 501,12/7/2009,308,2.43,530,0,3400.1,1253.4682989041487,20.58125727,98.80470816001558,42.11578726,0.2509618212962753
141,141,Georgia,Midville,2/21/2008,CW 36106,11/11/2008,341,2.27,918,82,3400.1,599.974,20.58125727,15.692692999999998,26.19026488,0.15198047715018825
142,142,Georgia,Midville,2/21/2008,Hybri Force 700,11/17/2010,226,2.27,607,305,3899.54,799.7374718051431,23.44921236,80.05667196787175,34.50589178,0.116674048
143,143,Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,325,6.03,381,390,3400.1,599.974,20.58125727,105.98888659999999,49.54315048,0.48170484096121124
144,144,Georgia,Midville,2/21/2008,PGI 909,12/7/2009,341,2.75,635,297,5320.75,599.974,51.29412055,16.680192028961446,125.63426095,0.4090524693334845
145,145,Georgia,Midville,2/21/2008,Bara 503,8/14/2009,341,4.18,1000,227,4068.63,1323.896,29.64298457,33.773054049228804,144.97941356,0.6722131990000001
146,146,Georgia,Tifton,11/1/2007,Attention II,11/20/2008,341,5.86,348,306,5320.75,599.974,20.58125727,15.692692999999998,36.85611694,0.5578113238490656
147,147,Georgia,Tifton,11/1/2007,GA-505,12/7/2009,341,3.35,264,370,3400.1,599.974,78.85631209,99.96821551936345,44.05906955,0.15330771220292697
148,148,Georgia,Midville,2/21/2008,Attention II,12/7/2009,303,3.29,769,390,3879.64,1323.896,20.58125727,104.74068757416967,39.12052481,0.116674048
149,149,Georgia,Midville,2/21/2008,TS 8031,11/17/2010,249,6.03,264,390,3535.43,1323.896,134.00071403,82.76720040808459,26.19026488,0.14918358266690468
150,150,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,330,2.93,464,52,3903.37,682.0239595418736,32.35353052,17.72161429827635,33.85408028,0.15991843688054905
151,151,Georgia,Midville,11/1/2007,Bara 503,11/11/2008,226,2.27,806,44,3492.63,617.6837559993609,20.58125727,15.692692999999998,26.19026488,0.116674048
152,152,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,340,6.03,1000,390,3715.56,728.5124418843127,82.62912656,24.6107584306879,106.61501913,0.2778599587102697
153,153,Georgia,Tifton,2/21/2008,Attention II,11/11/2008,226,4.27,597,382,3400.1,879.2106530717956,20.58125727,82.37915295632536,176.8482793,0.1560422422919378
154,154,Georgia,Tifton,11/1/2007,PGI 801,11/11/2008,226,2.27,562,310,3400.1,1015.7281485310278,31.40359411,15.692692999999998,26.19026488,0.6722131990000001
155,155,Georgia,Midville,2/21/2008,CW 36106,8/14/2009,226,3.0,621,390,4953.44,654.430139218339,44.63943554,15.692692999999998,51.06842972,0.6644696291713236
156,156,Georgia,Midville,11/1/2007,GA-505,11/20/2008,325,2.27,264,0,4693.19,1177.4964703905662,138.9297511,15.692692999999998,26.19026488,0.3743525408050428
157,157,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,229,2.27,551,13,4774.33,748.2199451371633,96.88974788,100.78604094756675,68.92475634,0.116674048
158,158,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,228,5.33,264,390,4159.99,845.201967916329,20.58125727,105.98888659999999,81.66226945,0.2366825122814661
159,159,Georgia,Midville,2/21/2008,Attention II,8/14/2009,341,3.45,873,248,4695.66,942.8197315014683,20.58125727,56.22785486150185,26.19026488,0.6722131990000001
160,160,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,236,2.27,478,372,3400.1,599.974,45.0793855,18.119910231658736,26.19026488,0.14641509449698553
161,161,Georgia,Midville,2/21/2008,PGI 909,8/14/2009,298,3.61,1000,0,3400.1,767.5019171451383,20.58125727,90.58147362044899,44.88230569,0.667239488735243
